geoid,countyfp,tot_elignonreg_prc_final
6067002300,67,0.0960003752345
6067002400,67,0.0287784525547
6067009004,67,0.232435144628
6067008913,67,0.269357830688
6067008910,67,0.266278742138
6067008911,67,0.335795940959
6067009504,67,0.367760817121
6067009322,67,0.379404524083
6067009503,67,0.3928
6067009502,67,0.357238459245
6067009006,67,0.325809894419
6067009005,67,0.372564
6067009108,67,0.210350885609
6067009109,67,0.269948737374
6067009111,67,0.36759
6067007017,67,0.382707962085
6067007015,67,0.294798562784
6067008513,67,0.326618054187
6067007107,67,0.3131866
6067002500,67,0.0
6067003900,67,0.169101985294
6067004005,67,0.20413203869
6067004004,67,0.175805591182
6067004001,67,0.178544004768
6067005403,67,0.230770496278
6067005402,67,0.524063287037
6067005404,67,0.197916822857
6067004401,67,0.367072823529
6067004203,67,0.436760755034
6067004300,67,0.357682252592
6067004100,67,0.328224316547
6067004202,67,0.34494473525
6067004012,67,0.274279528131
6067005502,67,0.317194846416
6067004006,67,0.308517989488
6067005601,67,0.364859431968
6067004402,67,0.347766626214
6067004601,67,0.464855424528
6067004602,67,0.386071400862
6067004801,67,0.458683955432
6067005201,67,0.557066189624
6067004904,67,0.322338235294
6067004903,67,0.380693939009
6067004802,67,0.38019644
6067005202,67,0.346347326389
6067005605,67,0.276400235849
6067003101,67,0.338795101124
6067005701,67,0.0781430512249
6067005606,67,0.281234053651
6067005702,67,0.0
6067005801,67,0.197999347568
6067002900,67,0.241089974293
6067003000,67,0.289000780933
6067003102,67,0.247439121813
6067002800,67,0.312341946472
6067004905,67,0.328811153846
6067005101,67,0.391708256881
6067005002,67,0.442786794081
6067004906,67,0.373376554622
6067002200,67,0.230006494465
6067004008,67,0.12151967619
6067004011,67,0.144140347826
6067004010,67,0.304577766097
6067004009,67,0.231189783784
6067003502,67,0.242393640898
6067003300,67,0.0976262261146
6067003400,67,0.210670502959
6067003800,67,0.330735550964
6067003700,67,0.374143440367
6067002100,67,0.366350964912
6067007207,67,0.326810511945
6067005804,67,0.0120295443038
6067005803,67,0.0507258091993
6067007206,67,0.252680054645
6067007209,67,0.40459258467
6067007402,67,0.341195712452
6067007208,67,0.356868328025
6067007204,67,0.262313239437
6067007403,67,0.402922148627
6067007414,67,0.418810586081
6067007416,67,0.379356050847
6067007413,67,0.365571896813
6067007417,67,0.382423990499
6067007422,67,0.367903879599
6067007421,67,0.248547110132
6067006102,67,0.328387650485
6067006002,67,0.175208429054
6067006101,67,0.263141779789
6067006201,67,0.209289142462
6067006003,67,0.337665236486
6067005901,67,0.208764323499
6067007904,67,0.237890348059
6067007701,67,0.326790626374
6067007802,67,0.257192243346
6067007801,67,0.284273651355
6067007905,67,0.251108393113
6067007702,67,0.1288037366
6067007601,67,0.293504418838
6067006202,67,0.374656523702
6067006400,67,0.286528782288
6067006300,67,0.456366028037
6067006701,67,0.422253793467
6067006600,67,0.417754802183
6067006500,67,0.3536888
6067006800,67,0.482236340206
6067006702,67,0.219793276662
6067008007,67,0.213202013423
6067008006,67,0.114190866142
6067008005,67,0.113160891632
6067008009,67,0.231277666667
6067008117,67,0.317373333333
6067008113,67,0.424034137291
6067008120,67,0.311579493671
6067008119,67,0.263882606132
6067008111,67,0.299484190178
6067008010,67,0.163480317241
6067007004,67,0.38178737931
6067006900,67,0.334845500795
6067007001,67,0.433946923077
6067007007,67,0.333298963893
6067007501,67,0.33502539312
6067007503,67,0.282391288744
6067007504,67,0.221986724739
6067007013,67,0.35900508642
6067007010,67,0.474251494845
6067007012,67,0.247935562633
6067007011,67,0.457011293413
6067007014,67,0.309773842887
6067007202,67,0.311339878543
6067009900,67,0.398981532258
6067009606,67,0.413358202867
6067000100,67,0.120407431507
6067007429,67,0.466829404187
6067007426,67,0.396322583893
6067007427,67,0.377068436445
6067007432,67,0.379580764706
6067007431,67,0.245851674419
6067007433,67,0.40446906999
6067007430,67,0.323748089172
6067008507,67,0.304842495164
6067008505,67,0.0542151760563
6067009331,67,0.320937164032
6067008704,67,0.307834424552
6067009329,67,0.275209496124
6067009324,67,0.164054321608
6067009010,67,0.343403677419
6067008801,67,0.246804608379
6067009201,67,0.366227488584
6067009638,67,0.561446341463
6067008703,67,0.0
6067008508,67,0.218179977143
6067005509,67,0.434362754717
6067009328,67,0.315583014286
6067009332,67,0.170954189944
6067007018,67,0.411624495413
6067003204,67,0.541332266462
6067009634,67,0.157219972752
6067007106,67,0.343721373518
6067009630,67,0.346032608696
6067009408,67,0.313353166667
6067009633,67,0.432395088608
6067009632,67,0.255640195228
6067009636,67,0.317632167183
6067009635,67,0.252551540541
6067004502,67,0.431019202586
6067004701,67,0.412367620397
6067004501,67,0.464793782895
6067009639,67,0.355869301397
6067004702,67,0.333366652977
6067005510,67,0.418070794393
6067005904,67,0.167591440922
6067005204,67,0.198796128093
6067007016,67,0.314184664765
6067005205,67,0.388216528662
6067008506,67,0.471118012422
6067007020,67,0.354952671756
6067007428,67,0.364815467775
6067007102,67,0.316284061962
6067009011,67,0.277682213884
6067008509,67,0.231035179407
6067005903,67,0.351631406728
6067009407,67,0.305822546296
6067007103,67,0.434252567325
6067009622,67,0.18106024974
6067007019,67,0.394027623762
6067007104,67,0.2185003946
6067005301,67,0.265294094488
6067003202,67,0.48774133122
6067005505,67,0.357119049919
6067007424,67,0.457786848739
6067007406,67,0.459887251838
6067009312,67,0.260049678188
6067008600,67,0.101872943925
6067009406,67,0.245254497041
6067002700,67,0.366186583969
6067000200,67,0.170516006547
6067000300,67,0.0439347454175
6067000400,67,0.265044150943
6067000500,67,0.401279098787
6067002000,67,0.393666931507
6067001900,67,0.328709212121
6067001800,67,0.298851530343
6067008137,67,0.297066315789
6067007423,67,0.341969168317
6067005102,67,0.34476389325
6067009307,67,0.195588514443
6067004201,67,0.276681421725
6067008905,67,0.383002735166
6067001200,67,0.290477655417
6067001300,67,0.323810910781
6067000600,67,0.421885228426
6067001400,67,0.292252494331
6067000700,67,0.457211595395
