geoid,countyfp,tot_elignonreg_prc_final,unreliable_flag
6067006003,67,0.32499757777777805,0
6067005901,67,0.213066732738685,0
6067007904,67,0.248835720375107,0
6067007701,67,0.301693544165758,0
6067007802,67,0.226870103896104,0
6067007801,67,0.2446627564102561,0
6067007905,67,0.2060073442949681,0
6067007702,67,0.143315259259259,0
6067007601,67,0.274303681788297,0
6067006202,67,0.356184813153961,0
6067006400,67,0.272445901449275,0
6067006300,67,0.4034075251722311,0
6067006701,67,0.38221668817204296,0
6067006600,67,0.387882734818698,0
6067006500,67,0.31837225340136105,0
6067006800,67,0.442175773584906,0
6067006702,67,0.20820395742622197,0
6067008007,67,0.18732601190476197,0
6067008006,67,0.0680777648428406,0
6067008005,67,0.0718949041608229,0
6067008009,67,0.216360559376433,0
6067008117,67,0.27572335456475605,0
6067008113,67,0.4167814827995249,0
6067008120,67,0.30407234303215896,0
6067008119,67,0.255719068514242,0
6067008111,67,0.318949599217986,0
6067008010,67,0.21543845959596,0
6067007004,67,0.35689546067415706,0
6067006900,67,0.358896966238707,0
6067007001,67,0.43124622412562497,0
6067007007,67,0.302659771190848,0
6067007501,67,0.33280284475965305,0
6067007503,67,0.260349747718733,0
6067007504,67,0.26199309978768603,0
6067007013,67,0.324482105263158,0
6067007010,67,0.439528983532084,0
6067007012,67,0.206120243204578,0
6067007011,67,0.44105800537015705,0
6067007014,67,0.33634827136334,0
6067007202,67,0.294999407114625,0
6067009900,67,0.43240105132962303,0
6067009606,67,0.408182742616034,0
6067000100,67,0.105504690516752,0
6067007429,67,0.393481099656357,0
6067007426,67,0.37345388704318894,0
6067007427,67,0.351408479400749,0
6067007432,67,0.347137777777778,0
6067007431,67,0.2436744617668889,0
6067007433,67,0.38067936081815296,0
6067007430,67,0.31272389229720504,0
6067008507,67,0.27468161498708,0
6067008505,67,0.0438758885017423,0
6067009331,67,0.27946786069651697,0
6067008704,67,0.296436836982968,0
6067009329,67,0.20838083670715304,0
6067009324,67,0.17750658692185,0
6067009010,67,0.380845563618771,0
6067008801,67,0.1951443742255269,0
6067009201,67,0.320308540393754,0
6067009638,67,0.605937276336542,0
6067008703,67,0.0435582544103992,0
6067008508,67,0.163715780885781,0
6067005509,67,0.40837916359163595,0
6067009328,67,0.220393683668212,0
6067009332,67,0.17730780141844002,0
6067007018,67,0.33619467938526804,0
6067003204,67,0.529851303906646,0
6067009634,67,0.215188973747017,0
6067007106,67,0.323838803088803,0
6067009630,67,0.294941660201707,0
6067009408,67,0.25154928774928803,0
6067009633,67,0.385846513213981,0
6067009632,67,0.186909781596849,0
6067009636,67,0.30643985109983096,0
6067009635,67,0.264257609254499,0
6067004502,67,0.381424915378955,0
6067004701,67,0.359517057057057,0
6067004501,67,0.43429102481121895,0
6067009639,67,0.34472559223301,0
6067004702,67,0.34043680989583297,0
6067005510,67,0.410988615232443,0
6067005904,67,0.15987932299012694,0
6067005204,67,0.14458290030211499,0
6067007016,67,0.360371429780034,0
6067005205,67,0.346279460625674,0
6067008506,67,0.423280423280423,0
6067007020,67,0.30769405684754497,0
6067007428,67,0.358559973279893,0
6067007102,67,0.27197968668407296,0
6067009011,67,0.226904,0
6067008509,67,0.19304255924170602,0
6067005903,67,0.29385271168274396,0
6067009407,67,0.259946105919003,0
6067007103,67,0.4205693908045979,0
6067009622,67,0.190379887230514,0
6067007019,67,0.433599886039886,0
6067007104,67,0.199117378277154,0
6067005301,67,0.0853330785562633,0
6067003202,67,0.49457113122171903,0
6067005505,67,0.397670509461427,0
6067007424,67,0.393723011695906,0
6067007406,67,0.423621708920188,0
6067009312,67,0.214642764423077,0
6067008600,67,0.0845644175960347,0
6067009406,67,0.23241061583577696,0
6067002700,67,0.261993278463649,0
6067000200,67,0.152027803278689,0
6067000300,67,0.0382673985362608,0
6067000400,67,0.268127373134328,0
6067000500,67,0.287832395632627,0
6067002000,67,0.388764761904762,0
6067001900,67,0.32691326923076897,0
6067001800,67,0.246759637007525,0
6067008137,67,0.27872911827957003,0
6067007423,67,0.3639467510548521,0
6067005102,67,0.308134653679654,0
6067009307,67,0.20595864035087694,0
6067004201,67,0.29573140718562896,0
6067008905,67,0.369875396825397,0
6067001200,67,0.29899332231404996,0
6067001300,67,0.300735476190476,0
6067000600,67,0.426092603174603,0
6067001400,67,0.25166447467876,0
6067000700,67,0.42536454248365996,0
6067000800,67,0.320662686567164,0
6067001500,67,0.178911508140531,0
6067005508,67,0.3731177582159621,0
6067007602,67,0.292836766304348,0
6067003600,67,0.342510465549348,0
6067008912,67,0.20823987447698705,0
6067009110,67,0.224007171717172,0
6067008140,67,0.33160370050396004,0
6067003501,67,0.20936417302798999,0
6067008008,67,0.22083762962963,0
6067007415,67,0.244394085106383,0
6067009501,67,0.214153812785388,0
6067009403,67,0.165201947308133,0
6067009314,67,0.335706714975845,0
6067005001,67,0.42126576923076897,0
6067006004,67,0.101932971996387,0
6067007906,67,0.20951873809523802,0
6067008207,67,0.186025273477812,0
6067009103,67,0.252638570353649,0
6067009008,67,0.238430941759603,0
6067009007,67,0.366737483568075,0
6067009106,67,0.24971753689567397,0
6067009323,67,0.158902247863248,0
6067001600,67,0.176116271186441,0
6067001700,67,0.29539375091575104,0
6067009107,67,0.17306523326572001,0
6067009608,67,0.33661653989560003,0
6067009601,67,0.27611105473965303,0
6067005506,67,0.3474935221907461,0
6067007903,67,0.193737576588935,0
6067008122,67,0.277873011904762,0
6067008129,67,0.22148290123456799,0
6067008130,67,0.326286209724663,0
6067009404,67,0.08435400479616299,0
6067009105,67,0.060257341772152,0
6067008125,67,0.284794925613189,0
6067008124,67,0.253782882882883,0
6067008127,67,0.38635181238615707,0
6067008128,67,0.359746479400749,0
6067008131,67,0.264024630136986,0
6067008133,67,0.3815541257536609,0
6067008134,67,0.29030266294227197,0
6067008132,67,0.277314458464774,0
6067009619,67,0.29384505050505,0
6067009610,67,0.361905037037037,0
6067009609,67,0.328575826645265,0
6067002600,67,0.149070608974359,0
6067008135,67,0.28592652439024396,0
6067008138,67,0.261244682539682,0
6067008139,67,0.416584427577483,0
6067008141,67,0.43900556641331895,0
6067008142,67,0.398721139158576,0
6067008143,67,0.39019725938009797,0
6067008136,67,0.236683617021277,0
6067008144,67,0.144696784101174,0
6067008204,67,0.19446552437223005,0
6067008203,67,0.20975887434555,0
6067008145,67,0.26151470917226,0
6067008510,67,0.0454698156924697,0
6067008208,67,0.374779288288288,0
6067008206,67,0.251335616766467,0
6067008209,67,0.15844828252032506,0
6067007301,67,0.478448534525584,0
6067009325,67,0.292732008281574,0
6067007101,67,0.33661967479674804,0
6067008705,67,0.19576658008658,0
6067009326,67,0.20006751793400301,0
6067009330,67,0.2649464160401,0
6067007105,67,0.322641439224459,0
6067003203,67,0.464013930041152,0
6067009637,67,0.31199922461019797,0
6067001101,67,0.3496165975820381,0
6067988300,67,0,0
6067009611,67,0.25630803652968,0
6067009615,67,0.25199406147418696,0
6067009616,67,0.103564535809019,0
6067009614,67,0.353145927392739,0
6067009800,67,0.312380549313358,0
6067009612,67,0.148581556829035,0
6067008404,67,0.31538877118644104,0
6067008211,67,0.19038067873303197,0
6067008403,67,0.31269994949495,0
6067008402,67,0.16849681309216194,0
6067008210,67,0.21787968911917105,0
6067009308,67,0.2263200532117069,0
6067009112,67,0.318519183673469,0
6067009617,67,0.0822802559414991,0
6067009618,67,0.285385850956697,0
6067008504,67,0.22169616694124106,0
6067008501,67,0.102737421815408,0
6067008512,67,0.164430700389105,0
6067008907,67,0.3657788968824939,0
6067008908,67,0.227366896896897,0
6067008909,67,0.221028343434343,0
6067008702,67,0.0,1
6067009309,67,0.17930504786771104,0
6067009316,67,0.32071988073941604,0
6067009318,67,0.33129422680412396,0
6067009310,67,0.22059022931206398,0
6067009317,67,0.28440247549019604,0
6067009319,67,0.41092414219474505,0
6067009320,67,0.33786999434069,0
6067009311,67,0.30721668924003004,0
6067009321,67,0.345356883435583,0
