geoid,countyfp,prcdisabled_final,unreliable_flag
6067007427,67,0.125539160045,0
6067007432,67,0.07381029459369999,0
6067007431,67,0.0741699008193,0
6067007433,67,0.0617896259558,0
6067007430,67,0.12426752879399999,0
6067008507,67,0.0630888979926,0
6067008505,67,0.103579588728,0
6067009331,67,0.0692866878692,0
6067008704,67,0.0267157991709,0
6067009329,67,0.0766747376917,0
6067009324,67,0.086072922893,0
6067009010,67,0.0715700141443,0
6067008801,67,0.09162406606370001,0
6067009201,67,0.144305019305,0
6067009638,67,0.080547112462,0
6067008703,67,0.10317997293600001,0
6067008508,67,0.047908389810699996,0
6067005509,67,0.075055187638,0
6067009328,67,0.049125168236899996,0
6067009332,67,0.0656424581006,0
6067007018,67,0.0601047697822,0
6067003204,67,0.15234720992,0
6067009634,67,0.127786032689,0
6067007106,67,0.051873767258400004,0
6067009630,67,0.105162523901,0
6067009408,67,0.09989806320080001,0
6067009633,67,0.13877755511,0
6067009632,67,0.0547557233892,0
6067009636,67,0.0488898856246,0
6067009635,67,0.0651872399445,0
6067004502,67,0.16660820764599998,0
6067004701,67,0.0970485242621,0
6067004501,67,0.18804664723,0
6067009639,67,0.08774250440919999,0
6067004702,67,0.10391766268300001,0
6067005510,67,0.07926829268289999,0
6067005904,67,0.1914817466,0
6067005204,67,0.09128630705389999,0
6067007016,67,0.045318860244199996,0
6067005205,67,0.11358024691400001,0
6067008506,67,0.0241635687732,1
6067007020,67,0.02997002997,0
6067007428,67,0.128398159766,0
6067007102,67,0.07420663326179999,0
6067009011,67,0.042275780324,0
6067008509,67,0.021408839779,1
6067005903,67,0.11960132890399999,0
6067009407,67,0.09028017986860001,0
6067007103,67,0.0784641068447,0
6067009622,67,0.059454418279300016,0
6067007019,67,0.166112956811,0
6067007104,67,0.0519348268839,0
6067005301,67,0.380555555556,0
6067003202,67,0.145653616457,0
6067005505,67,0.14921223355000002,0
6067007424,67,0.0967881944444,0
6067007406,67,0.112074434341,0
6067009312,67,0.07221830157610001,0
6067008600,67,0.0771622385529,0
6067009406,67,0.0744115413819,0
6067002700,67,0.23266129032299998,0
6067000200,67,0.08279220779219999,0
6067000300,67,0.0510358767054,0
6067000400,67,0.08800000000000001,0
6067000500,67,0.0491419656786,0
6067002000,67,0.164596273292,0
6067001900,67,0.11102268205299999,0
6067001800,67,0.15777329103,0
6067008137,67,0.11086142322100001,0
6067007423,67,0.121634168988,0
6067005102,67,0.159338594513,0
6067009307,67,0.127698388568,0
6067004201,67,0.150569105691,0
6067008905,67,0.138091822095,0
6067001200,67,0.158267716535,0
6067001300,67,0.09734181954320001,0
6067000600,67,0.159067882472,0
6067001400,67,0.14634146341499998,0
6067000700,67,0.351724137931,0
6067000800,67,0.0759493670886,0
6067001500,67,0.069593495935,0
6067005508,67,0.07750699161010001,0
6067007602,67,0.134895278665,0
6067003600,67,0.176991150442,0
6067008912,67,0.08161157024789999,0
6067009110,67,0.09839167455060001,0
6067008140,67,0.122511485452,0
6067003501,67,0.185651353052,0
6067008008,67,0.0645855758881,0
6067007415,67,0.11199999999999999,0
6067009501,67,0.10838445807800001,0
6067009403,67,0.0881355932203,0
6067009314,67,0.13244492792999998,0
6067005001,67,0.161222939613,0
6067006004,67,0.0926538716082,0
6067007906,67,0.19082568807300002,0
6067008207,67,0.154313949069,0
6067009103,67,0.09801876955160001,0
6067009008,67,0.16043141220100002,0
6067009007,67,0.132474226804,0
6067009106,67,0.08641089996410001,0
6067009323,67,0.0765578635015,0
6067001600,67,0.0364203954214,0
6067001700,67,0.0649895178197,0
6067009107,67,0.092132505176,0
6067009608,67,0.134923817161,0
6067009601,67,0.145695364238,0
6067005506,67,0.07861060329069999,0
6067007903,67,0.12812850205499998,0
6067008122,67,0.104406130268,0
6067008129,67,0.139050387597,0
6067008130,67,0.10719814241499999,0
6067009404,67,0.124450456544,0
6067009105,67,0.170952050035,0
6067008125,67,0.109554140127,0
6067008124,67,0.08330440819160001,0
6067008127,67,0.0940627084723,0
6067008128,67,0.175463623395,0
6067008131,67,0.156467315716,0
6067008133,67,0.17343578485199998,0
6067008134,67,0.161422708618,0
6067008132,67,0.17641804377,0
6067009619,67,0.0607831677382,0
6067009610,67,0.131824889326,0
6067009609,67,0.102075535897,0
6067002600,67,0.10065288356899996,0
6067008135,67,0.0631533101045,0
6067008138,67,0.121735281098,0
6067008139,67,0.146566164154,0
6067008141,67,0.16105194522900002,0
6067008142,67,0.147330389402,0
6067008143,67,0.10760456273800001,0
6067008136,67,0.06938483547930001,0
6067008144,67,0.0937921727395,0
6067008204,67,0.139815186822,0
6067008203,67,0.110049539986,0
6067008145,67,0.07879159012039999,0
6067008510,67,0.0573975044563,0
6067008208,67,0.173968253968,0
6067008206,67,0.0919540229885,0
6067008209,67,0.09598031173089999,0
6067007301,67,0.173998044966,0
6067009325,67,0.0579029733959,0
6067007101,67,0.0,1
6067008705,67,0.0598817151306,0
6067009326,67,0.055721393034800004,0
6067009330,67,0.031874203144900005,1
6067007105,67,0.062346916054300004,0
6067003203,67,0.11169284467700001,0
6067009637,67,0.0725659096842,0
6067001101,67,0.22970734400899998,0
6067988300,67,0.0,1
6067009611,67,0.0712441920496,0
6067009615,67,0.0928161488225,0
6067009616,67,0.0822498586772,0
6067009614,67,0.08445297504799999,0
6067009800,67,0.192796610169,0
6067009612,67,0.0701095461659,0
6067008404,67,0.05625,0
6067008211,67,0.0724358974359,0
6067008403,67,0.07238912732469999,0
6067008402,67,0.0330797221303,0
6067008210,67,0.06985645933010001,0
6067009308,67,0.19699294262000008,0
6067009112,67,0.0725274725275,0
6067009617,67,0.0849492151431,0
6067009618,67,0.12124248497000001,0
6067008504,67,0.0436604959832,0
6067008501,67,0.025319693094599995,0
6067008512,67,0.0336894001643,0
6067008907,67,0.14707813525900001,0
6067008908,67,0.108445612882,0
6067008909,67,0.0996860282575,0
6067008702,67,0.050714285714300006,0
6067009309,67,0.15597783056199999,0
6067009316,67,0.07849133537210001,0
6067009318,67,0.112970711297,0
6067009310,67,0.10723296888100001,0
6067009317,67,0.09582441113489998,0
6067009319,67,0.143512851897,0
6067009320,67,0.09094283593170001,0
6067009311,67,0.09202300575139999,0
6067009321,67,0.0929775280899,0
