geoid,countyfp,pollvoter_dens
6067002300,67,0.0036431480805
6067002400,67,0.00531645855444
6067009004,67,0.00251541636907
6067008913,67,0.00308181032609
6067008910,67,0.0023230390070100005
6067008911,67,0.0010290580645399999
6067009504,67,0.00115912964352
6067009322,67,0.00689744460829
6067009503,67,0.00177732356227
6067009502,67,0.0050649809451
6067009006,67,0.00269206800031
6067009005,67,0.0013409866325099998
6067009108,67,0.00324298828308
6067009109,67,0.004453797316939999
6067009111,67,0.0036172169173800004
6067007017,67,0.0016629475712600001
6067007015,67,0.003602305563119999
6067008513,67,0.00235947287325
6067007107,67,0.00246866845233
6067002500,67,0.00246358418568
6067003900,67,0.00389250737533
6067004005,67,0.003939695481559999
6067004004,67,0.0059164212482
6067004001,67,0.004947682657109999
6067005403,67,0.00224511247337
6067005402,67,0.0016623675813199998
6067005404,67,0.00472988656032
6067004401,67,0.00206322586124
6067004203,67,0.0023293180737199996
6067004300,67,0.00416801558936
6067004100,67,0.00249423062543
6067004202,67,0.0031117447710199996
6067004012,67,0.00247456813494
6067005502,67,0.0027801521534599996
6067004006,67,0.0037859991869099996
6067005601,67,0.00308700996708
6067004402,67,0.0015330594478800007
6067004601,67,0.00298318812992
6067004602,67,0.00164225450725
6067004801,67,0.00203184248087
6067005201,67,0.00157990091138
6067004904,67,0.0037920277561799996
6067004903,67,0.0026058085287800005
6067004802,67,0.0015695151417
6067005202,67,0.0029728423774800002
6067005605,67,0.0021464907969100003
6067003101,67,0.0022185914459299997
6067005701,67,0.0031964789105899997
6067005606,67,0.00300917282258
6067005702,67,0.005935344719249999
6067005801,67,0.0052435637973299995
6067002900,67,0.00449815199562
6067003000,67,0.00538241785838
6067003102,67,0.00231905235573
6067002800,67,0.0019384874872500001
6067004905,67,0.0033104973450799997
6067005101,67,0.00205296585999
6067005002,67,0.0021672223190300002
6067004906,67,0.00146554622824
6067002200,67,0.00297803993965
6067004008,67,0.0033673836522699996
6067004011,67,0.00245797709656
6067004010,67,0.00388199999486
6067004009,67,0.00432393465907
6067003502,67,0.0026870357040900002
6067003300,67,0.0048437724702299996
6067003400,67,0.00408476260689
6067003800,67,0.00332584940855
6067003700,67,0.0019333320211099999
6067002100,67,0.0022661786850300004
6067007207,67,0.0031181428500100003
6067005804,67,0.00270772720898
6067005803,67,0.00372112034811
6067007206,67,0.0035132407280600002
6067007209,67,0.00258314318715
6067007402,67,0.0039547216904599995
6067007208,67,0.00317559511513
6067007204,67,0.0032638544086100005
6067007403,67,0.00235432364357
6067007414,67,0.0022399253052800003
6067007416,67,0.0022765535409099997
6067007413,67,0.00248397893945
6067007417,67,0.00218260868297
6067007422,67,0.0012110319869800001
6067007421,67,0.00653763464863
6067006102,67,0.00223496576765
6067006002,67,0.00358094623827
6067006101,67,0.0031549477850900003
6067006201,67,0.00317549169398
6067006003,67,0.00255694489605
6067005901,67,0.005483428615270001
6067007904,67,0.00440218548816
6067007701,67,0.0048020672438
6067007802,67,0.00428299443729
6067007801,67,0.0043656154594
6067007905,67,0.00326366731508
6067007702,67,0.0041724969990800005
6067007601,67,0.0050983501154
6067006202,67,0.00114321370095
6067006400,67,0.00262470185698
6067006300,67,0.0022708045725300004
6067006701,67,0.004111228025969999
6067006600,67,0.00260877084298
6067006500,67,0.0031858166582600005
6067006800,67,0.0027546383128499996
6067006702,67,0.0031496592746700003
6067008007,67,0.00266573978315
6067008006,67,0.00588302817151
