geoid,countyfp,pollvoter_dens
6067008005,67,0.00487179232471
6067008009,67,0.00418333647056
6067008117,67,0.00164242652936
6067008113,67,0.00250662972936
6067008120,67,0.0033154433704
6067008119,67,0.0048747239763700006
6067008111,67,0.004936888919600001
6067008010,67,0.00509284228979
6067007004,67,0.00440710656767
6067006900,67,0.0031696117601300003
6067007001,67,0.00168401794055
6067007007,67,0.0035543815556699997
6067007501,67,0.0037520256005700004
6067007503,67,0.00243210050239
6067007504,67,0.0011850415775799998
6067007013,67,0.00201120710403
6067007010,67,0.00253108805064
6067007012,67,0.00267648830639
6067007011,67,0.00399630270757
6067007014,67,0.00483869599914
6067007202,67,0.00248935372078
6067009900,67,0.0011901585855999999
6067009606,67,0.00336226508514
6067000100,67,0.004812824082310001
6067007429,67,0.00253086197929
6067007426,67,0.00144463332934
6067007427,67,0.00411063972077
6067007432,67,0.0036427323170999996
6067007431,67,0.0024374373453
6067007433,67,0.00449526555823
6067007430,67,0.0051451416873000005
6067008507,67,0.00279081180727
6067008505,67,0.0017618997796199996
6067009331,67,0.00519174460655
6067008704,67,0.0021672924790999996
6067009329,67,0.00106538487171
6067009324,67,0.00237122806362
6067009010,67,0.00250424012923
6067008801,67,0.00321280438011
6067009201,67,0.00182626463093
6067009638,67,0.00280217410123
6067008703,67,0.0040797105619
6067008508,67,0.005280268429489999
6067005509,67,0.0011953197684800001
6067009328,67,0.00335228000744
6067009332,67,0.00102381736691
6067007018,67,0.00309747992885
6067003204,67,0.00151254620154
6067009634,67,0.0021366153768
6067007106,67,0.00517106453514
6067009630,67,0.00632559583549
6067009408,67,0.000893518677177
6067009633,67,0.00141875049871
6067009632,67,0.00495281317744
6067009636,67,0.0042068749153299995
6067009635,67,0.00410041298059
6067004502,67,0.0015592987956099995
6067004701,67,0.0007794160506
6067004501,67,0.000997848785091
6067009639,67,0.0022294215627399997
6067004702,67,0.00220864950368
6067005510,67,0.0025256649368200004
6067005904,67,0.00414176376872
6067005204,67,0.004828124695050001
6067007016,67,0.00371518168767
6067005205,67,0.0010290092123400002
6067008506,67,0.00120571385342
6067007020,67,0.00350800366836
6067007428,67,0.00236976145823
6067007102,67,0.00527122401648
6067009011,67,0.00312875157281
6067008509,67,0.00424156361471
6067005903,67,0.0013876087808199998
6067009407,67,0.0069691757475999995
6067007103,67,0.00275106690527
6067009622,67,0.00607533121586
6067007019,67,0.000535295374579
6067007104,67,0.00603003327397
6067005301,67,0.0006755931740310001
6067003202,67,0.0020166172252400003
6067005505,67,0.00265008940945
6067007424,67,0.0015695068264400002
6067007406,67,0.00417872929241
6067009312,67,0.00396025809981
6067008600,67,0.00696859108032
6067009406,67,0.0020739509977899997
6067002700,67,0.00285303599679
6067000200,67,0.00460939468973
6067000300,67,0.00462563284893
6067000400,67,0.00433953514116
6067000500,67,0.0031383811728
6067002000,67,0.002120585619
6067001900,67,0.0030821496929699997
6067001800,67,0.00459957124005
6067008137,67,0.00152534443833
6067007423,67,0.0018241530725700002
6067005102,67,0.00225553618145
6067009307,67,0.00433953046382
6067004201,67,0.00324270556397
6067008905,67,0.00344590212905
6067001200,67,0.0033833188239
6067001300,67,0.0037573390568
6067000600,67,0.000909376412871
6067001400,67,0.00268183138576
6067000700,67,0.00021827578380900002
6067000800,67,0.00147596006195
6067001500,67,0.00563325519209
6067005508,67,0.0026598265882299995
6067007602,67,0.0038407063741999997
6067003600,67,0.00167854649424
6067008912,67,0.0031493474521199997
6067009110,67,0.0008626227793880001
6067008140,67,0.0022711969492399996
6067003501,67,0.00246815290572
6067008008,67,0.0042303925719199996
6067007415,67,0.00251526357602
6067009501,67,0.0015198636373399998
6067009403,67,0.00144452367174
6067009314,67,0.0034038830012600003
6067005001,67,0.0036798792175700003
6067006004,67,0.00235950769344
6067007906,67,0.0031961026447199993
6067008207,67,0.00433313238484
6067009103,67,0.0022503193902199997
6067009008,67,0.00253599457844
6067009007,67,0.0011382302569300001
6067009106,67,0.00357504291772
6067009323,67,0.004370628526560001
6067001600,67,0.00657951605479
6067001700,67,0.00545934136282
6067009107,67,0.00293146716325
6067009608,67,0.00401730551531
6067009601,67,0.0034560103766599994
6067005506,67,0.0014142586949100007
6067007903,67,0.00423046740933
6067008122,67,0.0027491855758899997
6067008129,67,0.00223249821188
6067008130,67,0.00295200899332
6067009404,67,0.0058215757428
6067009105,67,0.00212580292994
6067008125,67,0.004339326739760001
6067008124,67,0.00443333708044
6067008127,67,0.00272849563011
6067008128,67,0.00136149208328
6067008131,67,0.0032896863082100005
6067008133,67,0.0012577866598699999
6067008134,67,0.003653476163
6067008132,67,0.0032708257213799998
6067009619,67,0.00530062524485
6067009610,67,0.00333147000998
6067009609,67,0.00267669514868
6067002600,67,0.00357530121073
6067008135,67,0.0030352671728300002
6067008138,67,0.0027133161084600004
6067008139,67,0.00201105431098
6067008141,67,0.00332344837492
6067008142,67,0.00243731261628
6067008143,67,0.00287763515792
6067008136,67,0.00172039567874
6067008144,67,0.0023074390446199996
6067008204,67,0.00372118790966
6067008203,67,0.0045788365997
6067008145,67,0.00703190301082
6067008510,67,0.00478577035802
6067008208,67,0.0036172293902799997
6067008206,67,0.00525940126456
6067008209,67,0.0040642192176999995
6067007301,67,0.00183508661053
6067009325,67,0.000591032615679
6067007101,67,0.0
6067008705,67,0.00544092044578
6067009326,67,0.0033210052452600004
6067009330,67,0.0027698074404200004
6067007105,67,0.0040438322595
6067003203,67,0.0009404765544299999
6067009637,67,0.00347672422884
6067001101,67,0.00185537898256
6067988300,67,5.68608416823e-05
6067009611,67,0.00223473242044
6067009615,67,0.005353022346749999
6067009616,67,0.00516591374635
6067009614,67,0.00368477898922
6067009800,67,0.0012109067382599999
6067009612,67,0.004717488495800001
6067008404,67,0.00247383795048
6067008211,67,0.0026347144790000005
6067008403,67,0.00409019039805
6067008402,67,0.00496359600116
6067008210,67,0.0045156956518900004
6067009308,67,0.00514531630792
6067009112,67,0.0027180552914899997
6067009617,67,0.00350042274251
6067009618,67,0.0033572483800500003
6067008504,67,0.0038927516363200004
6067008501,67,0.006065099278640001
6067008512,67,0.0029882251034899997
6067008907,67,0.00269723541964
6067008908,67,0.0031444118208900002
6067008909,67,0.0015695333313499999
6067008702,67,0.00257236659988
6067009309,67,0.00218273185288
6067009316,67,0.0022502435134000003
6067009318,67,0.0009042370575710001
6067009310,67,0.006038652049210001
6067009317,67,0.00428243627493
6067009319,67,0.0017878927875500004
6067009320,67,0.0023904514040199998
6067009311,67,0.00382833689341
6067009321,67,0.00336659889886
