geoid,prc_asian,unreliable_flag
6067002300,0.0864561817645323,0
6067002400,0.0839799178457325,0
6067009004,0.112162538268856,0
6067008913,0.0294453321159553,0
6067008910,0.0673323823109843,0
6067008911,0.0808823529411765,0
6067009504,0.0245866892751166,1
6067009322,0.46257668711656397,0
6067009503,0.0196204567385011,1
6067009502,0.0269047020367111,0
6067009006,0.102756422276392,0
6067009005,0.0867391943546016,0
6067009108,0.0765412748171369,0
6067009109,0.10975128306356098,0
6067009111,0.173275393807713,0
6067007017,0.17037037037037,0
6067007015,0.15661182205972002,0
6067008513,0.33007696862048497,0
6067007107,0.228436856049455,0
6067002500,0.0645792563600783,0
6067003900,0.20123565754633702,0
6067004005,0.282577565632458,0
6067004004,0.26457603897092397,0
6067004001,0.248774971730117,0
6067005403,0.0911764705882353,1
6067005402,0.14601420678768698,0
6067005404,0.0962821734985701,0
6067004401,0.156569630212431,0
6067004203,0.23896526772793103,0
6067004300,0.335447883626818,0
6067004100,0.361406219818428,0
6067004202,0.263312586445367,0
6067004012,0.29198527329368495,0
6067005502,0.0788259184050212,0
6067004006,0.206443914081146,0
6067005601,0.0582107843137255,0
6067004402,0.167129728574482,0
6067004601,0.169825721918331,0
6067004602,0.09835733117014801,0
6067004801,0.5007112375533429,0
6067005201,0.1486646884273,0
6067004904,0.220128988458927,0
6067004903,0.362400578452639,0
6067004802,0.34815595363540597,0
6067005202,0.0462392108508015,1
6067005605,0.0627157652474108,0
6067003101,0.0323898453457835,0
6067005701,0.0681967213114754,0
6067005606,0.0741402411790978,0
6067005702,0.0613483633210492,0
6067005801,0.0247784409477302,1
6067002900,0.0694042799305957,1
6067003000,0.0485557083906465,1
6067003102,0.0982696702579171,0
6067002800,0.0570518389805966,0
6067004905,0.16952030564595996,0
6067005101,0.270755597014925,0
6067005002,0.242724760201593,0
6067004906,0.303345241961676,0
6067002200,0.134920634920635,0
6067004008,0.24053333333333302,0
6067004011,0.47284991568296797,0
6067004010,0.23727822187560899,0
6067004009,0.316704150480474,0
6067003502,0.21410209327947102,0
6067003300,0.162162162162162,0
6067003400,0.17655172413793102,0
6067003800,0.185919682697075,0
6067003700,0.197874493927125,0
6067002100,0.310275889644142,0
6067007207,0.12239762068176599,1
6067005804,0.102574416733709,0
6067005803,0.0677139761646804,0
6067007206,0.0433398628795299,1
6067007209,0.0346271991063949,0
6067007402,0.07441716844217999,0
6067007208,0.0581473968897904,0
6067007204,0.16773094934014499,0
6067007403,0.0454633767243054,1
6067007414,0.12621359223300999,0
6067007416,0.0765248705829395,1
6067007413,0.137251976726839,0
6067007417,0.118135945384387,0
6067007422,0.0393700787401575,0
6067007421,0.149444738233739,0
6067006102,0.0282992434855702,0
6067006002,0.033099782556173,1
6067006101,0.0284974093264249,0
6067006201,0.0533973519569329,1
6067006003,0.0694535162203353,0
6067005901,0.0838452088452089,0
6067007904,0.0230739893211289,0
6067007701,0.0418695228821811,0
6067007802,0.0535824266064463,1
6067007801,0.0439635926498369,0
6067007905,0.0706598034627983,0
6067007702,0.0901027077497666,0
6067007601,0.0154761904761905,0
6067006202,0.0468703648768911,1
6067006400,0.129925650557621,0
6067006300,0.0739996345697058,0
6067006701,0.24931350114416503,0
6067006600,0.15893656985984697,0
6067006500,0.184141355140187,0
6067006800,0.102412868632708,0
6067006702,0.22857142857142898,0
6067008007,0.0135251798561151,1
6067008006,0.0453885257806826,1
6067008005,0.0249653259361997,1
6067008009,0.0361679224973089,0
6067008117,0.0436225699383594,1
6067008113,0.0174096544447375,1
6067008120,0.0262491365415611,0
6067008119,0.0265437788018433,0
6067008111,0.0855282627996449,1
6067008010,0.0761689291101056,0
6067007004,0.113753302739536,0
6067006900,0.0900614536978173,1
6067007001,0.16670351536590802,0
6067007007,0.0996855927501387,0
6067007501,0.030575256107171,1
6067007503,0.0900866217516843,1
6067007504,0.0404984423676012,0
6067007013,0.154185022026432,0
6067007010,0.14062063181436998,0
6067007012,0.103706010588602,0
6067007011,0.0927449513836948,0
6067007014,0.0720887245841035,0
6067007202,0.10182566212393901,0
6067009900,0.0527538926330467,0
6067009606,0.24864204236827803,0
6067000100,0.0174731182795699,0
6067007429,0.0562913907284768,1
6067007426,0.132039753904401,0
6067007427,0.12126992778307699,0
6067007432,0.0689719977447848,0
6067007431,0.164882226980728,0
6067007433,0.2678923988154,0
6067007430,0.126989913719772,0
6067008507,0.183277245663992,0
6067008505,0.20750452079566,0
6067009331,0.326933262711864,0
6067008704,0.31137254901960804,0
6067009329,0.35924932975871293,0
6067009324,0.17344078486335002,0
6067009010,0.239629480467177,0
6067008801,0.177645659928656,0
6067009201,0.214365881032548,0
6067009638,0.23559670781893,0
6067008703,0.23420221169036298,0
6067008508,0.279323658634003,0
6067005509,0.20511395219566397,0
6067009328,0.30810810810810807,0
6067009332,0.36850519584332503,0
6067007018,0.303205367126351,0
6067003204,0.44809752493535293,0
6067009634,0.342673796791444,0
6067007106,0.26686710763680105,0
6067009630,0.310936315390447,0
6067009408,0.0963511972633979,0
6067009633,0.286713286713287,0
6067009632,0.41400054689636295,0
6067009636,0.34304246726226895,0
6067009635,0.349984142086901,0
6067004502,0.175900813638125,0
6067004701,0.26877802690582997,0
6067004501,0.295426452410383,0
6067009639,0.350936524453694,0
6067004702,0.25667276051188304,0
6067005510,0.0839678050902763,0
6067005904,0.0316115702479339,0
6067005204,0.0907824471790109,0
6067007016,0.307692307692308,0
6067005205,0.0784415584415584,1
6067008506,0.328908554572271,0
6067007020,0.132359354557348,0
6067007428,0.0918107112496458,0
6067007102,0.310166498486377,0
6067009011,0.28952618453865303,0
6067008509,0.22366220735786,0
6067005903,0.0355002305209774,1
6067009407,0.0680408244946968,0
6067007103,0.293127962085308,0
6067009622,0.255367382317642,0
6067007019,0.19204655674102802,0
6067007104,0.2449924887331,0
6067005301,0.0150554675118859,1
6067003202,0.274415932592876,0
6067005505,0.0619261926192619,1
6067007424,0.00339514233481327,1
6067007406,0.0785822548676693,0
6067009312,0.37102152167323404,0
6067008600,0.039481351981352004,0
6067009406,0.037593984962406,1
6067002700,0.0630656934306569,0
6067000200,0.0390230953013008,0
6067000300,0.0502431118314425,0
6067000400,0.0125817815802718,1
6067000500,0.0343653250773994,0
6067002000,0.250809061488673,0
6067001900,0.0914693480376257,0
6067001800,0.1296411532877,0
6067008137,0.008187134502923979,1
6067007423,0.0460383323453863,1
6067005102,0.265425643170885,0
6067009307,0.142961608775137,0
6067004201,0.18995010691375602,0
6067008905,0.039568345323741,0
6067001200,0.0348289927831817,0
6067001300,0.100098135426889,0
6067000600,0.04296875,1
6067001400,0.0562576437015899,0
6067000700,0.159983961507618,0
6067000800,0.157216494845361,0
6067001500,0.0423572744014733,0
6067005508,0.11720116618075802,0
6067007602,0.0320181780623838,0
6067003600,0.106862745098039,0
6067008912,0.06275167785234902,0
6067009110,0.0807017543859649,0
6067008140,0.0435787388577088,1
6067003501,0.082598235765838,0
6067008008,0.0509683995922528,0
6067007415,0.0453283996299722,1
6067009501,0.0185444366689993,1
6067009403,0.0430597771023303,1
6067009314,0.344627138349111,0
6067005001,0.277728285077951,0
6067006004,0.0983671843886898,0
6067007906,0.0326869806094183,1
6067008207,0.0343546889507892,0
6067009103,0.16168831168831196,0
6067009008,0.0431411530815109,0
6067009007,0.11972789115646301,0
6067009106,0.0695716761574647,0
6067009323,0.284852914306596,0
6067001600,0.0276994526455465,0
6067001700,0.0786697657786519,1
6067009107,0.10632830067459001,0
6067009608,0.45858283433133706,0
6067009601,0.37580103753433003,0
6067005506,0.0310502283105023,1
6067007903,0.0198139911039224,0
6067008122,0.0509977827050998,0
6067008129,0.0458190148911798,0
6067008130,0.0696916520431186,1
6067009404,0.0648638426626324,1
6067009105,0.083436087135224,0
6067008125,0.04674022066198599,0
6067008124,0.0327295183202964,1
6067008127,0.0213972201901975,1
6067008128,0.0220397579948142,0
6067008131,0.0272094926350245,1
6067008133,0.0247373771602846,1
6067008134,0.04728731264513401,0
