geoid,vbm_rate_youth
6067002300,0.670104059925
6067002400,0.785278651855
6067009004,0.6226410822439999
6067008913,0.600000166669
6067008910,0.60576931398
6067008911,0.686259131887
6067009504,0.551698696069
6067009322,0.640911185924
6067009503,0.49999687477
6067009502,0.6719233969239999
6067009006,0.613138686131
6067009005,0.684772377994
6067009108,0.532102575582
6067009109,0.598837892113
6067009111,0.599098760255
6067007017,0.6627900351070001
6067007015,0.635637659693
6067008513,0.656251204408
6067007107,0.628316947338
6067002500,0.6507947845000001
6067003900,0.7054250705830001
6067004005,0.581119373252
6067004004,0.694091675109
6067004001,0.628415318463
6067005403,0.652543916963
6067005402,0.499956510394
6067005404,0.720484818933
6067004401,0.7045454545450001
6067004203,0.577640904876
6067004300,0.61478395129
6067004100,0.595588040629
6067004202,0.547620550253
6067004012,0.788184811869
6067005502,0.5769166267920001
6067004006,0.592008583464
6067005601,0.674069920414
6067004402,0.599998666601
6067004601,0.572139283682
6067004602,0.6747959944419999
6067004801,0.681818698399
6067005201,0.489528795812
6067004904,0.599566988901
6067004903,0.547284930129
6067004802,0.738463183417
6067005202,0.539909316853
6067005605,0.619565914424
6067003101,0.554352257642
6067005701,0.713056708762
6067005606,0.6884027935789999
6067005702,0.755655428881
6067005801,0.627216714954
6067002900,0.537943136294
6067003000,0.624312896528
6067003102,0.491060780267
6067002800,0.629629766803
6067004905,0.586828860819
6067005101,0.554540438185
6067005002,0.669724602315
6067004906,0.650598025738
6067002200,0.538457396689
6067004008,0.702126210831
6067004011,0.798229399434
6067004010,0.620691605325
6067004009,0.646706934638
6067003502,0.5569679694399999
6067003300,0.671234574919
6067003400,0.617190448102
6067003800,0.610068747759
6067003700,0.540540029225
6067002100,0.642860203688
6067007207,0.557254245155
6067005804,0.8085111815100001
6067005803,0.835616747978
6067007206,0.575999488006
6067007209,0.5476164967989999
6067007402,0.592814116664
6067007208,0.567161784514
6067007204,0.605439539172
6067007403,0.663798052802
6067007414,0.6
6067007416,0.5199953205100001
6067007413,0.599996726963
6067007417,0.670214407074
6067007422,0.594202898551
6067007421,0.632707251524
6067006102,0.6666644446369999
6067006002,0.554744488254
6067006101,0.652638403843
6067006201,0.624991797003
6067006003,0.671875
6067005901,0.696777964284
6067007904,0.7088585484029999
6067007701,0.591836734694
6067007802,0.729876536104
6067007801,0.636361157085
6067007905,0.671754291682
6067007702,0.724378685729
6067007601,0.645740630212
6067006202,0.6181948111460001
6067006400,0.640621692202
6067006300,0.490188541974
6067006701,0.559830938899
6067006600,0.572654029003
6067006500,0.5705440024639999
6067006800,0.593935515462
6067006702,0.601890310795
6067008007,0.530056294422
6067008006,0.650650944834
6067008005,0.6823510164300001
6067008009,0.611115260936
6067008117,0.661016345934
6067008113,0.582465507754
6067008120,0.5793070628279999
6067008119,0.566877881432
6067008111,0.605408201767
6067008010,0.577922288763
6067007004,0.549108123407
6067006900,0.6000168042790001
6067007001,0.510203456962
6067007007,0.480331086825
6067007501,0.570417059876
6067007503,0.602837543406
6067007504,0.7580633976019999
6067007013,0.577767703066
6067007010,0.499997549152
6067007012,0.6128952481509999
6067007011,0.529124083197
6067007014,0.541973593136
6067007202,0.5688074320359999
6067009900,0.878580266741
6067009606,0.627356857329
6067000100,0.648152194443
6067007429,0.6013088086399999
6067007426,0.537037037037
6067007427,0.529729332339
6067007432,0.611845178644
6067007431,0.661291415189
6067007433,0.595835402867
6067007430,0.611540057668
6067008507,0.658333333333
6067008505,0.7254939828010001
6067009331,0.7074621438950001
6067008704,0.75000312482
6067009329,0.6136360537259999
6067009324,0.710172249312
6067009010,0.589791624094
6067008801,0.6968942443709999
6067009201,0.759535259951
6067009638,0.7181125936120001
6067008703,0.7074438235870001
6067008508,0.692048808253
6067005509,0.5481481481480001
6067009328,0.648515674889
6067009332,0.650793650794
6067007018,0.6249937500689999
6067003204,0.649998875149
6067009634,0.6197203921660001
6067007106,0.646637054941
6067009630,0.642779585902
6067009408,0.731052443105
6067009633,0.574076474641
6067009632,0.662215639564
6067009636,0.6854068724860001
6067009635,0.727270639392
6067004502,0.5599882411289999
6067004701,0.767130194134
6067004501,0.530868144973
6067009639,0.573642220946
6067004702,0.562493228997
6067005510,0.523807155348
6067005904,0.7187484178329999
6067005204,0.525549832154
6067007016,0.5972817068990001
6067005205,0.6532252471369999
6067008506,0.581818181818
6067007020,0.671532846715
6067007428,0.602411874064
6067007102,0.654339295548
6067009011,0.6206856422689999
6067008509,0.7105430211
6067005903,0.589045036554
6067009407,0.6825753458789999
6067007103,0.577367072363
6067009622,0.653193404268
6067007019,0.59375
6067007104,0.65944663118
6067005301,0.565213421395
6067003202,0.635038989627
6067005505,0.561902367053
6067007424,0.5
6067007406,0.590637687244
6067009312,0.713174385633
6067008600,0.6965881763070001
6067009406,0.6969648918860001
6067002700,0.621614657707
6067000200,0.7215332167849999
6067000300,0.722228086061
6067000400,0.618317819504
6067000500,0.587410308185
6067002000,0.6666693330879999
6067001900,0.510628769586
6067001800,0.517236338058
6067008137,0.600121511497
6067007423,0.591840920501
6067005102,0.573035576249
