geoid,countyfp,prc_latino,unreliable_flag
6067002300,67,0.13455296547700002,0
6067002400,67,0.0931081697855,0
6067009004,67,0.144169217924,0
6067008913,67,0.198356539603,0
6067008910,67,0.281027104137,0
6067008911,67,0.286764705882,0
6067009504,67,0.429843153879,0
6067009322,67,0.177553229881,0
6067009503,67,0.562560308781,0
6067009502,67,0.416645712849,0
6067009006,67,0.222951434465,0
6067009005,67,0.220817406645,0
6067009108,67,0.177377220481,0
6067009109,67,0.207856296881,0
6067009111,67,0.186130726055,0
6067007017,67,0.25246913580200003,0
6067007015,67,0.211253300833,0
6067008513,67,0.0686796921255,0
6067007107,67,0.17868707683200002,0
6067002500,67,0.106327462492,1
6067003900,67,0.248308325978,0
6067004005,67,0.12076372315,0
6067004004,67,0.160146140965,0
6067004001,67,0.238974745571,0
6067005403,67,0.189915966387,1
6067005402,67,0.19731649565900009,0
6067005404,67,0.0951382268827,0
6067004401,67,0.454497770784,0
6067004203,67,0.337735166425,0
6067004300,67,0.265886470524,0
6067004100,67,0.362372030133,0
6067004202,67,0.378803596127,0
6067004012,67,0.191730387992,0
6067005502,67,0.436034705557,0
6067004006,67,0.163285600636,0
6067005601,67,0.0957924836601,0
6067004402,67,0.561231032272,0
6067004601,67,0.350845948353,0
6067004602,67,0.517744879335,0
6067004801,67,0.201991465149,0
6067005201,67,0.361127596439,0
6067004904,67,0.352681602172,0
6067004903,67,0.205639913232,0
6067004802,67,0.296944151739,0
6067005202,67,0.23643649815,0
6067005605,67,0.29085155351,0
6067003101,67,0.565509191713,0
6067005701,67,0.145245901639,0
6067005606,67,0.127288968289,0
6067005702,67,0.113375243876,0
6067005801,67,0.120817507687,0
6067002900,67,0.320030846347,0
6067003000,67,0.327785419532,0
6067003102,67,0.392752203722,0
6067002800,67,0.465682015639,0
6067004905,67,0.385312013584,0
6067005101,67,0.297574626866,0
6067005002,67,0.261908632743,0
6067004906,67,0.287106203313,0
6067002200,67,0.3139589169,0
6067004008,67,0.190666666667,0
6067004011,67,0.0876897133221,0
6067004010,67,0.109767985962,0
6067004009,67,0.178695563279,0
6067003502,67,0.262578038928,0
6067003300,67,0.122079706825,0
6067003400,67,0.238390804598,0
6067003800,67,0.357792100479,0
6067003700,67,0.501771255061,0
6067002100,67,0.233106757297,0
6067007207,67,0.23541523678800005,0
6067005804,67,0.0514883346742,0
6067005803,67,0.0804442036836,0
6067007206,67,0.106268364349,0
6067007209,67,0.239877129293,0
6067007402,67,0.304616334723,0
6067007208,67,0.262339418526,0
6067007204,67,0.257343550447,0
6067007403,67,0.244608509812,0
6067007414,67,0.242949607027,0
6067007416,67,0.288993923025,0
6067007413,67,0.230642995674,0
6067007417,67,0.165034134758,0
6067007422,67,0.282677165354,0
6067007421,67,0.13453199365399998,0
6067006102,67,0.226954328944,0
6067006002,67,0.21841024402,0
6067006101,67,0.188122758071,0
6067006201,67,0.310053833843,0
6067006003,67,0.158502068365,0
6067005901,67,0.08707002457,0
6067007904,67,0.13882532418,0
6067007701,67,0.158227848101,0
6067007802,67,0.111886676247,0
6067007801,67,0.08672505581319999,0
6067007905,67,0.0877398221806,0
6067007702,67,0.114145658263,0
6067007601,67,0.1875,0
6067006202,67,0.462474043311,0
6067006400,67,0.351301115242,0
6067006300,67,0.470308788599,0
6067006701,67,0.430778032037,0
6067006600,67,0.381014304291,0
6067006500,67,0.337178738318,0
6067006800,67,0.562064343164,0
6067006702,67,0.350360750361,0
6067008007,67,0.12517985611500002,0
6067008006,67,0.12999273783600002,0
6067008005,67,0.105640314378,0
6067008009,67,0.097093649085,0
6067008117,67,0.169274537696,0
6067008113,67,0.204431548404,0
6067008120,67,0.192263412388,0
6067008119,67,0.163133640553,0
6067008111,67,0.118230245635,0
6067008010,67,0.134426847662,0
6067007004,67,0.454317897372,0
6067006900,67,0.30663276117800004,0
6067007001,67,0.590979438426,0
6067007007,67,0.524505270945,0
6067007501,67,0.251536643026,0
6067007503,67,0.1291626564,0
6067007504,67,0.185135736538,0
6067007013,67,0.385462555066,0
6067007010,67,0.251887056192,0
6067007012,67,0.374649641856,0
6067007011,67,0.396709050112,0
6067007014,67,0.413651967256,0
6067007202,67,0.200565698123,0
6067009900,67,0.440390425285,0
6067009606,67,0.245926127105,0
6067000100,67,0.0551075268817,0
6067007429,67,0.28632645111,0
6067007426,67,0.143398012305,0
6067007427,67,0.129309170187,0
6067007432,67,0.112572824657,0
6067007431,67,0.121520342612,0
6067007433,67,0.11253701875600004,0
6067007430,67,0.20828776279,0
6067008507,67,0.121149365778,0
6067008505,67,0.0556057866184,0
6067009331,67,0.13890360169500002,0
6067008704,67,0.149803921569,0
6067009329,67,0.226988382484,0
6067009324,67,0.183952347582,0
6067009010,67,0.239226741845,0
6067008801,67,0.129607609988,0
6067009201,67,0.222222222222,0
6067009638,67,0.204603909465,0
6067008703,67,0.07760663507110001,0
6067008508,67,0.117960324857,0
6067005509,67,0.261256253474,0
6067009328,67,0.198798798799,0
6067009332,67,0.124700239808,1
6067007018,67,0.177226984719,0
6067003204,67,0.304211304027,0
6067009634,67,0.32577540107,0
6067007106,67,0.253397474444,0
6067009630,67,0.184514783927,0
6067009408,67,0.34606613455,0
6067009633,67,0.343776223776,0
6067009632,67,0.165983046213,0
6067009636,67,0.202423204014,0
6067009635,67,0.162543609261,0
6067004502,67,0.450794265788,0
6067004701,67,0.441423766816,0
6067004501,67,0.567676143387,0
6067009639,67,0.199791883455,0
6067004702,67,0.397989031079,0
6067005510,67,0.257776810964,0
6067005904,67,0.0898760330579,0
6067005204,67,0.183422335733,0
6067007016,67,0.241430211579,0
6067005205,67,0.231688311688,0
6067008506,67,0.0818584070796,0
6067007020,67,0.222634103794,0
6067007428,67,0.118447152168,0
6067007102,67,0.117053481332,0
6067009011,67,0.143391521197,0
6067008509,67,0.0422240802676,0
6067005903,67,0.136468418626,0
6067009407,67,0.424854912948,0
6067007103,67,0.286018957346,0
6067009622,67,0.156687558341,0
6067007019,67,0.206595538312,0
6067007104,67,0.184777165749,0
6067005301,67,0.341521394612,0
6067003202,67,0.302566066641,0
6067005505,67,0.278847884788,0
6067007424,67,0.260903630191,0
6067007406,67,0.306750612102,0
6067009312,67,0.209760533495,0
6067008600,67,0.0961538461538,0
6067009406,67,0.203425229741,0
6067002700,67,0.320583941606,0
6067000200,67,0.152110432705,0
6067000300,67,0.135818476499,0
6067000400,67,0.218419728234,0
6067000500,67,0.258823529412,0
6067002000,67,0.191747572816,0
6067001900,67,0.17353227375900002,0
6067001800,67,0.153909977183,0
6067008137,67,0.104483430799,0
6067007423,67,0.282750444576,0
6067005102,67,0.266262288224,0
6067009307,67,0.151371115174,0
6067004201,67,0.370990734141,0
6067008905,67,0.18810833686,0
6067001200,67,0.137747097584,0
6067001300,67,0.169447170429,0
6067000600,67,0.18671875,0
6067001400,67,0.103954341623,0
6067000700,67,0.232558139535,0
6067000800,67,0.106958762887,0
6067001500,67,0.117454471046,0
