geoid,countyfp,cvapdens
6067002300,67,0.00275070142886
6067002400,67,0.0035108952783000002
6067009004,67,0.00249563638728
6067008913,67,0.0027957129067899995
6067008910,67,0.0024006121561
6067008911,67,0.0013103341352
6067009504,67,0.0014653736702899998
6067009322,67,0.00883225222432
6067009503,67,0.00184046931968
6067009502,67,0.00514131103431
6067009006,67,0.0034558812497199995
6067009005,67,0.00221056369374
6067009108,67,0.00295075244187
6067009109,67,0.0038959934783400004
6067009111,67,0.00402102536147
6067007017,67,0.00210553691191
6067007015,67,0.00338086211984
6067008513,67,0.0018854807975999999
6067007107,67,0.00243562108338
6067002500,67,0.0011702984260999999
6067003900,67,0.00262066827041
6067004005,67,0.0032858378886599995
6067004004,67,0.00524133654082
6067004001,67,0.00431610060565
6067005403,67,0.00214054583919
6067005402,67,0.00207052798464
6067005404,67,0.00428109167838
6067004401,67,0.0024606274600000003
6067004203,67,0.00299076264447
6067004300,67,0.00501127787586
6067004100,67,0.0028457256600400004
6067004202,67,0.00352589910427
6067004012,67,0.0027907116314699995
6067005502,67,0.00309078815098
6067004006,67,0.00373095139261
6067005601,67,0.0036759373640300004
6067004402,67,0.0021355445638599996
6067004601,67,0.00429109422903
6067004602,67,0.0024456236340300004
6067004801,67,0.00343087487309
6067005201,67,0.00283072183407
6067004904,67,0.00382097434846
6067004903,67,0.00405603428874
6067004802,67,0.00267568229899
6067005202,67,0.00269568740029
6067005605,67,0.0018754782469500002
6067003101,67,0.0022255675197199996
6067005701,67,0.00229558537427
6067005606,67,0.00344087742374
6067005702,67,0.00342087232244
6067005801,67,0.00441612611216
6067002900,67,0.00375095649391
6067003000,67,0.005391374800569999
6067003102,67,0.0017854552911
6067002800,67,0.00203051778203
6067004905,67,0.00393600368094
6067005101,67,0.00260066316911
6067005002,67,0.00399601898484
6067004906,67,0.0017654501898
6067002200,67,0.00266567974834
6067004008,67,0.00268068357431
6067004011,67,0.00237060450415
6067004010,67,0.0038759883770400003
6067004009,67,0.00383597817443
6067003502,67,0.00207052798464
6067003300,67,0.00330584298996
6067003400,67,0.0032508289613899996
6067003800,67,0.00381597307313
6067003700,67,0.0021355445638599996
6067002100,67,0.00159040555342
6067007207,67,0.0030657817743499995
6067005804,67,0.00198050502878
6067005803,67,0.0028407243847199995
6067007206,67,0.00274069887821
6067007209,67,0.00260066316911
6067007402,67,0.00411104831732
6067007208,67,0.00306078049903
6067007204,67,0.00287073203667
6067007403,67,0.0031057919769499997
6067007414,67,0.00271569250159
6067007416,67,0.00308578687565
6067007413,67,0.0036859399146799998
6067007417,67,0.00220056114309
6067007422,67,0.0014553711196400002
6067007421,67,0.006031538042199999
6067006102,67,0.00254564914053
6067006002,67,0.00302577157175
6067006101,67,0.0034058684964699995
6067006201,67,0.00384097944976
6067006003,67,0.00300076519512
6067005901,67,0.00504628680313
6067007904,67,0.00391099730431
6067007701,67,0.004586169473220001
6067007802,67,0.00385098200041
6067007801,67,0.00416106107057
6067007905,67,0.00334585319256
6067007702,67,0.00337586084452
6067007601,67,0.0050712931797600004
6067006202,67,0.00223056879504
6067006400,67,0.0028757333119899995
6067006300,67,0.00314580217956
6067006701,67,0.00465118605244
6067006600,67,0.00381597307313
6067006500,67,0.00392099985496
6067006800,67,0.00397601388354
6067006702,67,0.0034458786990700005
6067008007,67,0.0022405713456900003
6067008006,67,0.004296095504350001
