geoid,countyfp10,pop10,areakm,popdens
6067006101,67,4608,2.79671972885,1647.64454317
6067006201,67,6290,2.22767678365,2823.56940027
6067006003,67,4461,1.54579466371,2885.8942942
6067005901,67,5892,3.40235418407,1731.74210598
6067007904,67,4797,2.2626894632,2120.04346068
6067007701,67,6126,2.4494398017299996,2500.98001823
6067007802,67,4808,4.81889341706,997.739435983
6067007801,67,5481,3.6059765247199995,1519.97661727
6067007905,67,4225,2.4429790649700003,1729.44584773
6067007702,67,4306,2.6525430933900003,1623.34780186
6067007601,67,6416,2.98795335116,2147.28921304
6067006202,67,3599,1.62986364289,2208.16018303
6067006400,67,5347,3.4169039042900002,1564.86695259
6067006300,67,4592,2.80859481613,1634.9812987
6067006701,67,8370,3.2898526979400002,2544.18685835
6067006600,67,6166,2.2110085173700003,2788.77261284
6067006500,67,6637,3.89146509475,1705.52731128
6067006800,67,7455,2.48128118607,3004.49624244
6067006702,67,7560,3.9281559072000003,1924.56719606
6067008007,67,3151,2.11941132282,1486.7335878
6067008006,67,5718,5.4918449848,1041.18015272
6067008005,67,4715,6.20013509954,760.467300197
6067008009,67,4407,4.565016716140001,965.385292987
6067008117,67,2084,0.944513341796,2206.42727612
6067008113,67,3752,1.6073862489700002,2334.22427398
6067008120,67,4873,1.97220337935,2470.84050814
6067008119,67,5668,2.3823438179,2379.16960492
6067008111,67,6153,2.82835178924,2175.47195629
6067008010,67,4890,5.19490407962,941.3070819110001
6067007004,67,7533,2.8762962008599997,2618.99313351
6067006900,67,4763,5.278042367169999,902.4179172239999
6067007001,67,3842,3.34533039105,1148.46653421
6067007007,67,5356,3.9230944806599997,1365.24879184
6067007501,67,6067,2.6309514903599998,2306.00983037
6067007503,67,4912,1.82733188872,2688.07217251
6067007504,67,2054,3.4261845927,599.500682006
6067007013,67,2779,0.674072634694,4122.70111108
6067007010,67,3626,2.6563534733900003,1365.02917866
6067007012,67,3345,1.06038688956,3154.50901265
6067007011,67,5788,1.9466922834599998,2973.24854533
6067007014,67,7342,1.937445755,3789.52545177
6067007202,67,4065,10.748776380399999,378.182581546
6067009900,67,3976,266.741412535,14.9058219427
6067009606,67,7159,2.7058668497099996,2645.73254991
6067000100,67,3558,2.30742775118,1541.976774
6067007429,67,4889,0.99919037656,4892.96145629
6067007426,67,2234,0.868096813918,2573.44568507
6067007427,67,6840,1.97117079806,3470.01893835
6067007432,67,5040,1.11443368777,4522.47635306
6067007431,67,3355,1.14221973961,2937.26319347
6067007433,67,7656,2.60857706303,2934.93341964
6067007430,67,7805,1.9052572748400003,4096.55961065
6067008507,67,3687,3.6415699445,1012.47540379
6067008505,67,2186,1.22316832186,1787.16204542
6067009331,67,7049,2.60722262447,2703.64330757
6067008704,67,3231,2.14834414939,1503.94898365
6067009329,67,2300,2.00288714164,1148.34228659
6067009324,67,2742,12.1998228268,224.75736237599997
6067009010,67,4866,4.7501944831300005,1024.37911064
6067008801,67,4436,25.4127800684,174.557840113
6067009201,67,2293,56.0185629068,40.9328601274
6067009638,67,4330,123.911251724,34.944364936599996
6067008703,67,4912,5.734489308890001,856.571480983
6067008508,67,6825,18.9266829926,360.602013711
6067005509,67,1910,0.32195333349399996,5932.53680362
6067009328,67,5245,3.1932329488,1642.53597658
6067009332,67,1425,7.87004701357,181.066262698
6067007018,67,5083,4.83406432746,1051.49614397
6067003204,67,5456,1.59941040852,3411.25703005
6067009634,67,4913,1.18015967394,4162.99599832
6067007106,67,7161,6.447570118280001,1110.65096907
6067009630,67,9389,2.7105395079299996,3463.88605388
6067009408,67,1783,16.2360552105,109.817315652
6067009633,67,3309,0.703929886601,4700.75225244
6067009632,67,6811,2.23399169496,3048.80273967
6067009636,67,7672,2.96761878297,2585.2377145
6067009635,67,5941,8.176838138960001,726.564461597
6067004502,67,4795,2.70203144016,1774.59075003
6067004701,67,3303,1.40159604819,2356.59911019
6067004501,67,3529,1.80249538681,1957.84134918
6067009639,67,3554,2.8530389678400003,1245.68925979
6067004702,67,4945,1.53965433127,3211.75987334
6067005510,67,4291,0.647412340301,6627.92432718
6067005904,67,4825,2.6068172650599997,1850.91608248
6067005204,67,4220,3.71476650317,1136.00679784
6067007016,67,5537,4.88366748183,1133.77907497
6067005205,67,2109,8.88602080251,237.33907976
6067008506,67,2520,1.1097567962100001,2270.7678011999997
6067007020,67,4034,2.59114268867,1556.84209042
6067007428,67,3451,1.30337302974,2647.74544297
6067007102,67,7195,4.43705108556,1621.57249517
6067009011,67,3964,5.262386890299999,753.270347208
6067008509,67,4711,2.19963568549,2141.71829957
6067005903,67,2277,0.653847721782,3482.46223722
6067009407,67,9944,7.495655759560001,1326.63509624
6067007103,67,3850,2.19220001399,1756.22661045
6067009622,67,7222,3.00330384381,2404.68509868
6067007019,67,1203,5.86669451827,205.05584469299998
6067007104,67,7689,2.22442910428,3456.61724404
6067005301,67,1823,6.266843658250001,290.896039444
6067003202,67,5052,1.65396742468,3054.4737004
6067005505,67,4550,1.9623924452300001,2318.59840831
6067007424,67,3508,1.4408878615600005,2434.61000233
6067007406,67,7626,4.5613390870499995,1671.87745845
6067009312,67,6535,2.12562495987,3074.38994337
6067008600,67,6784,320.108191245,21.1928347525
6067009406,67,2390,155.98999549299998,15.321495410299999
6067002700,67,3383,1.28810606286,2626.33652426
6067000200,67,3497,1.5112574947600002,2313.96701893
6067000300,67,3103,1.42983440091,2170.18138466
6067000400,67,3667,0.975596920458,3758.72445177
6067000500,67,3159,0.866047365346,3647.60650099
6067002000,67,2376,1.0330761374,2299.92728897
6067001900,67,2771,1.10535614239,2506.88433685
6067001800,67,4686,1.7176037213,2728.21951995
6067008137,67,2432,1.08468436295,2242.1269109
6067007423,67,5313,0.9876779265189999,5379.28393188
6067005102,67,4481,3.09512646949,1447.75990389
6067009307,67,5241,2.58950201099,2023.94127433
6067004201,67,5290,1.8986182637,2786.23676025
6067008905,67,4451,1.61429725792,2757.23692038
6067001200,67,3323,0.676075201031,4915.13369361
6067001300,67,3005,0.7926082042820001,3791.28046337
6067000600,67,1122,0.406307944327,2761.45228186
6067001400,67,2466,0.794016969854,3105.72707338
6067000700,67,2806,0.513793336346,5461.33980631
6067000800,67,1425,0.5753226866219999,2476.87086419
6067001500,67,4329,1.7462040015599998,2479.09178775
6067005508,67,3106,0.963742367902,3222.85301907
6067007602,67,4619,2.49391912394,1852.10496831
6067003600,67,2826,1.26930674382,2226.41218425
6067008912,67,3100,2.0095814667,1542.60976794
6067009110,67,1482,0.605885703897,2446.00588934
6067008140,67,2894,1.64843041028,1755.60944639
6067003501,67,2629,1.19787025051,2194.72851829
6067008008,67,4610,3.0289437795999996,1521.9826894999999
6067007415,67,3039,1.5364654091299998,1977.9163149
6067009501,67,2772,67.86639341909999,40.8449581648
6067009403,67,2038,84.98185957359999,23.981588661700002
6067009314,67,5922,5.18799582775,1141.48125724
6067005001,67,8107,2.3508811939,3448.49413107
6067006004,67,2319,1.29627161465,1788.97691949
6067007906,67,3525,1.9110582341999998,1844.52777886
6067008207,67,4212,3.8017009533599997,1107.92512396
6067009103,67,3495,1.8938945113999999,1845.40373234
6067009008,67,4928,1.5932411732299998,3093.06593552
6067009007,67,2818,0.997609131731,2824.75361378
6067009106,67,4143,1.77487741009,2334.24572112
6067009323,67,5321,3.79615010148,1401.68324691
6067001600,67,5421,3.04888587714,1778.02653771
6067001700,67,4794,3.525645382,1359.75104713
6067009107,67,3213,2.41352752452,1331.24647114
6067009608,67,7597,3.8085036863699995,1994.74665791
6067009601,67,6621,7.6334728183600005,867.364063193
6067005506,67,3066,1.29799783653,2362.09946866
6067007903,67,4576,2.5456051729099998,1797.60791214
6067008122,67,3384,2.5047598801700004,1351.027708
6067008129,67,3358,1.12475582808,2985.5368749000004
6067008130,67,3761,1.71129519588,2197.75057457
6067009404,67,5921,179.905477787,32.9117271626
6067009105,67,2709,0.877227382069,3088.13889691
6067008125,67,5265,2.55936011773,2057.1548191
6067008124,67,4478,2.4377867446,1836.91211297
6067008127,67,4792,2.3243064173500003,2061.6903022
6067008128,67,2462,1.0042850677700002,2451.49517703
6067008131,67,4922,2.91642248027,1687.68415183
6067008133,67,2652,0.903777595978,2934.35023373
6067008134,67,4647,1.6222850187399998,2864.47815662
6067008132,67,3710,1.9673526392700005,1885.78291759
6067009619,67,7824,3.2105823973299996,2436.94103802
6067009610,67,6072,1.86781180031,3250.86285406
6067009609,67,5215,1.44515594639,3608.60709394
6067002600,67,2505,0.937494036603,2672.01699658
6067008135,67,4000,1.40931240598,2838.26352697
6067008138,67,3568,1.80742652637,1974.07747864
6067008139,67,3360,1.3353463724099999,2516.20109166
6067008141,67,6799,2.0942965990999998,3246.43606016
6067008142,67,3353,1.51497300288,2213.24075981
6067008143,67,4248,2.40590453647,1765.65609134
6067008136,67,2339,1.48383370325,1576.32219492
6067008144,67,2541,1.40551913831,1807.87292804
6067008204,67,4495,2.59792762095,1730.22526254
6067008203,67,4760,6.117046224019999,778.1533481480002
6067008145,67,7345,3.3881053568299997,2167.87827604
6067008510,67,4744,3.9884897287,1189.42264433
6067008208,67,4598,3.54472599524,1297.13834191
6067008206,67,5638,2.82106687186,1998.53468779
6067008209,67,4085,3.53727871474,1154.8425582
6067007301,67,4644,12.8017111653,362.76400397099997
6067009325,67,836,46.790862601499995,17.8667362284
6067007101,67,253,76.2709676005,3.3171206287199997
6067008705,67,4397,80.6466371334,54.521802226300004
6067009326,67,4804,13.6337723424,352.36029173300005
6067009330,67,3818,5.92554573189,644.328838685
6067007105,67,6725,2.03094054801,3311.27368873
6067003203,67,3200,0.985429264921,3247.31577792
6067009637,67,6003,2.17246445479,2763.2212747
6067001101,67,2047,1.56966656947,1304.09861547
6067988300,67,6747,3.33336793459,2024.07898929
6067009611,67,3165,1.9291652035799998,1640.60599586
6067009615,67,7864,2.7913308685900002,2817.29410458
6067009616,67,5814,2.16973470969,2679.59026236
6067009614,67,6658,2.2207390832,2998.10097025
6067009800,67,1984,156.10283664,12.709570451800001
6067009612,67,5073,1.518342466,3341.1434598
6067008404,67,3275,2.9580048412,1107.1651927
6067008211,67,2871,7.71429201269,372.16636280800003
6067008403,67,5246,2.9770426517799997,1762.15144142
6067008402,67,5505,3.24692343547,1695.45112763
6067008210,67,5472,6.026503611080001,907.989168037
6067009308,67,6032,2.8977540293,2081.61215169
6067009112,67,3630,2.9898401669999997,1214.11172412
6067009617,67,3545,2.2258494022599997,1592.65042657
6067009618,67,4642,13.9676116727,332.340281845
6067008504,67,4320,6.42192485325,672.695507767
6067008501,67,6228,10.346357232,601.950992059
6067008512,67,3819,4.0005636564,954.615481218
6067008907,67,4835,1.54254906324,3134.42218159
6067008908,67,4835,2.2184528848,2179.44678164
6067008909,67,2358,2.70239650878,872.55885372
6067008702,67,3082,3.27150475352,942.074131693
6067009309,67,2282,2.09655478232,1088.45235967
6067009316,67,4605,1.2802551276799998,3596.93931346
6067009318,67,2620,1.33030604407,1969.47162021
6067009310,67,7000,5.18019280638,1351.30105416
6067009317,67,5700,2.7132785471,2100.7795186
6067009319,67,4864,2.3278584020900004,2089.47416889
6067009320,67,4336,1.66394112694,2605.8614273000007
6067009311,67,6407,6.30120980324,1016.78887072
6067009321,67,5573,1.7824606477900002,3126.57673925
