geoid,countyfp10,pop10,areakm,popdens
6067002300,67,3156,1.2130951264299998,2601.60966047
6067002400,67,4387,3.22472394464,1360.42652807
6067009004,67,3878,1.38116024465,2807.78426328
6067008913,67,4145,4.35139504357,952.5680749510001
6067008910,67,3486,1.69493852104,2056.71176666
6067008911,67,2295,0.547169010389,4194.31648435
6067009504,67,2059,2.13940858687,962.415507088
6067009322,67,13206,5.0925110377900005,2593.21971067
6067009503,67,3067,3.78727069023,809.8180063839999
6067009502,67,7055,10.4040040054,678.104314099
6067009006,67,4940,2.90943436805,1697.92453621
6067009005,67,3165,15.7459448376,201.004133613
6067009108,67,3693,1.50247718158,2457.94082285
6067009109,67,4842,1.7566078184,2756.44907718
6067009111,67,5539,1.47087672462,3765.78125638
6067007017,67,2770,7.51146838622,368.76944128300005
6067007015,67,4997,5.889091905880001,848.517917509
6067008513,67,2793,3.3608637423500003,831.0363686589999
6067007107,67,3372,14.0324480706,240.30019445099998
6067002500,67,1587,0.984311015615,1612.2952754
6067003900,67,3374,2.4180013104199998,1395.36731658
6067004005,67,4185,2.17690462811,1922.45445481
6067004004,67,6086,3.00761657528,2023.52921247
6067004001,67,5755,3.4144222196099996,1685.49746629
6067005403,67,2224,1.30680436694,1701.86146929
6067005402,67,2641,5.632841837999999,468.85747478
6067005404,67,5611,4.1439736914,1354.0143875999995
6067004401,67,4122,1.38652172917,2972.90688872
6067004203,67,5112,1.63703874655,3122.71167116
6067004300,67,9553,3.7784032181000002,2528.31671174
6067004100,67,5015,2.03336836057,2466.3509559999998
6067004202,67,5538,1.6423869237399995,3371.92163428
6067004012,67,3267,2.0338858151299997,1606.28486403
6067005502,67,5477,2.8680405013800003,1909.66619801
6067004006,67,4843,1.95998898787,2470.93225011
6067005601,67,4822,2.60771482687,1849.1285743
6067004402,67,4252,1.2405144114,3427.61032112
6067004601,67,7614,2.26775374919,3357.50740252
6067004602,67,5067,1.31673016444,3848.16884799
6067004801,67,5899,1.8722217662799998,3150.80195426
6067005201,67,3040,2.04990164952,1482.99797735
6067004904,67,5675,2.47708665437,2290.99776949
6067004903,67,6740,1.7753388432799997,3796.45836372
6067004802,67,4485,1.42339547257,3150.91630291
6067005202,67,3154,1.87301760885,1683.91369366
6067005605,67,3124,1.2858128984200001,2429.5914311
6067003101,67,3568,1.25698975808,2838.52750355
6067005701,67,3060,2.63329133923,1162.04384772
6067005606,67,4029,2.6025626273199998,1548.08954747
6067005702,67,4795,3.2859327663599998,1459.25079451
6067005801,67,5050,2.64061464914,1912.43353196
6067002900,67,4499,2.31759397945,1941.23735214
6067003000,67,6563,2.5817846994,2542.04000881
6067003102,67,2933,1.14718887269,2556.68449183
6067002800,67,3291,0.924551302534,3559.56450548
6067004905,67,6649,1.71919758215,3867.50194918
6067005101,67,4454,2.0442498649200003,2178.79432276
6067005002,67,6284,3.06482996993,2050.3584413
6067004906,67,2797,0.958391225748,2918.43239468
6067002200,67,4004,2.7304021278799997,1466.45065908
6067004008,67,3596,1.6556825776800002,2171.91389731
6067004011,67,3086,1.22340286486,2522.47243213
6067004010,67,5131,1.6481049288499998,3113.27265041
6067004009,67,5129,1.8739045957700002,2737.06570313
6067003502,67,2916,1.26033660534,2313.66762471
6067003300,67,4073,2.3778772559599997,1712.87226445
6067003400,67,4085,2.2823326389900003,1789.83550873
6067003800,67,5083,4.89825157053,1037.71721946
6067003700,67,4219,1.42763451723,2955.23815729
6067002100,67,2377,1.54307146352,1540.43416407
6067007207,67,4212,8.957180466819999,470.237259995
6067005804,67,2585,2.9442884656599997,877.971037874
6067005803,67,3545,3.7883723969,935.7580587639999
6067007206,67,4131,18.6979904284,220.93283317400002
6067007209,67,3695,2.5642352975,1440.97540643
6067007402,67,6180,2.8619583091100003,2159.36059597
6067007208,67,4495,7.58251453905,592.8112602819999
6067007204,67,4965,8.18335088395,606.719676378
6067007403,67,4537,2.16799658404,2092.71547446
6067007414,67,4317,1.43753363371,3003.06017108
6067007416,67,3866,1.18888567957,3251.78447888
6067007413,67,5932,5.67643203463,1045.02264165
6067007417,67,3012,2.45905783842,1224.85935587
6067007422,67,2692,0.975469597805,2759.6964642
6067007421,67,9003,4.58297455829,1964.44468227
6067006102,67,3114,1.30869153866,2379.47591774
6067006002,67,4624,1.9702018112900002,2346.96769311
