geoid,prc_black,unreliable_flag
6067002300,0.0112127471230451,1
6067002400,0.0118667275216796,1
6067009004,0.138602838853326,0
6067008913,0.0328692079433919,1
6067008910,0.0881597717546362,0
6067008911,0.168252595155709,0
6067009504,0.0,1
6067009322,0.12349332370985198,0
6067009503,0.0048247024766806,1
6067009502,0.00339451848126729,1
6067009006,0.136508531783236,0
6067009005,0.0911496618641576,0
6067009108,0.0707941483803553,0
6067009109,0.0831030398736676,0
6067009111,0.107731305449937,0
6067007017,0.11512345679012301,0
6067007015,0.17062766605728197,0
6067008513,0.0210183540556542,1
6067007107,0.12010597586105401,0
6067002500,0.0273972602739726,1
6067003900,0.0426596057664019,0
6067004005,0.14940334128878302,0
6067004004,0.0922514842441772,0
6067004001,0.118545043347154,0
6067005403,0.034453781512605,1
6067005402,0.0299921073401736,1
6067005404,0.00953288846520496,1
6067004401,0.17335431418830302,0
6067004203,0.22992040520984103,0
6067004300,0.218309088920486,0
6067004100,0.11415877921576201,0
6067004202,0.21161825726141104,0
6067004012,0.0877938261115831,0
6067005502,0.0932250323057043,0
6067004006,0.204256165473349,0
6067005601,0.22079248366013102,0
6067004402,0.0515067322077367,1
6067004601,0.17898486197684801,0
6067004602,0.0928817684039749,0
6067004801,0.119487908961593,0
6067005201,0.15252225519287801,0
6067004904,0.134928716904277,0
6067004903,0.224005784526392,0
6067004802,0.14120126448893602,0
6067005202,0.0440813810110974,1
6067005605,0.0451668584579977,1
6067003101,0.0446454625036475,1
6067005701,0.0672131147540984,1
6067005606,0.0339437248771773,1
6067005702,0.0151745068285281,1
6067005801,0.0303852414541508,1
6067002900,0.0514748409485252,1
6067003000,0.17826685006877602,0
6067003102,0.100228534116879,0
6067002800,0.248479582971329,0
6067004905,0.26319513230508,0
6067005101,0.16954291044776096,0
6067005002,0.20842139489513897,0
6067004906,0.253653783696005,0
6067002200,0.198179271708683,0
6067004008,0.0573333333333333,0
6067004011,0.0779089376053963,1
6067004010,0.326574380970949,0
6067004009,0.170312819464322,0
6067003502,0.0826294528094014,1
6067003300,0.054512139257902,1
6067003400,0.11218390804597698,0
6067003800,0.263262270699058,0
6067003700,0.121710526315789,0
6067002100,0.037984806077569,1
6067007207,0.0144131777625257,1
6067005804,0.0,1
6067005803,0.00135427952329361,1
6067007206,0.0144466209598433,1
6067007209,0.0220608768500419,1
6067007402,0.0910915547321291,0
6067007208,0.0549921117872436,1
6067007204,0.104512558535547,0
6067007403,0.20516805906353197,0
6067007414,0.0832177531206657,0
6067007416,0.0585190186810714,0
6067007413,0.10711621661942401,0
6067007417,0.0700504600771742,0
6067007422,0.0311023622047244,0
6067007421,0.0461131676361713,0
6067006102,0.148781171196414,0
6067006002,0.0205363614399613,1
6067006101,0.127740135512156,0
6067006201,0.18201658664338702,0
6067006003,0.10472458088395402,0
6067005901,0.0446867321867322,0
6067007904,0.0213577421815408,1
6067007701,0.0699448231093801,0
6067007802,0.0646684459043318,1
6067007801,0.0820882706508673,1
6067007905,0.0016378100140383698,1
6067007702,0.0340802987861811,1
6067007601,0.09032738095238099,0
6067006202,0.10442005339661801,0
6067006400,0.074907063197026,0
6067006300,0.119130275899872,0
6067006701,0.0939359267734554,0
6067006600,0.190868371622598,0
6067006500,0.20633761682243001,0
6067006800,0.092627345844504,0
6067006702,0.17604617604617603,0
6067008007,0.0423021582733813,1
6067008006,0.018881626724764,1
6067008005,0.00832177531206657,1
6067008009,0.0258342303552207,1
6067008117,0.0616405879563774,1
6067008113,0.0121340015826959,1
6067008120,0.0370711489753626,1
6067008119,0.00737327188940092,1
6067008111,0.00547499260136135,1
6067008010,0.00697586726998492,1
6067007004,0.161590877485746,0
6067006900,0.143674507310871,0
6067007001,0.0420075171346452,1
6067007007,0.0972813020159053,0
6067007501,0.0743892828999212,0
6067007503,0.162271414821944,0
6067007504,0.0124610591900312,1
6067007013,0.17180616740088098,0
6067007010,0.0729661727704781,0
6067007012,0.187480535658673,0
6067007011,0.13792071802543,0
6067007014,0.19619751782413503,0
6067007202,0.0133710465415274,1
6067009900,0.0137113641645364,1
6067009606,0.251357957631722,0
6067000100,0.0056451612903225794,1
6067007429,0.0909622126996494,0
6067007426,0.0927591102697586,0
6067007427,0.0407412454012808,1
6067007432,0.089268934410825,0
6067007431,0.0677194860813704,1
6067007433,0.0563919052319842,1
6067007430,0.0755863409891846,0
6067008507,0.0170851669686772,1
6067008505,0.00994575045207957,1
6067009331,0.0975900423728814,0
6067008704,0.0813071895424837,0
6067009329,0.160411081322609,0
6067009324,0.0420462508759636,1
6067009010,0.10873942811115599,0
6067008801,0.0906064209274673,0
6067009201,0.0889450056116723,0
6067009638,0.14506172839506198,0
6067008703,0.0349526066350711,1
6067008508,0.0105179070696312,1
6067005509,0.157865480822679,0
6067009328,0.0648648648648649,0
6067009332,0.0159872102318145,1
6067007018,0.0380171449869549,0
6067003204,0.0923531584780199,0
6067009634,0.17411764705882402,0
6067007106,0.10547203848466599,0
6067009630,0.137319939347991,0
6067009408,0.0530216647662486,1
6067009633,0.17454545454545498,0
6067009632,0.0936560021875854,0
6067009636,0.149553298249908,0
6067009635,0.131144941325722,0
6067004502,0.18326230143355302,0
6067004701,0.121917040358744,0
6067004501,0.0942521631644005,0
6067009639,0.14568158168574402,0
6067004702,0.184826325411335,0
6067005510,0.17533173809005898,0
6067005904,0.0396694214876033,1
6067005204,0.0452751335035988,1
6067007016,0.176808266360505,0
6067005205,0.09298701298701299,0
6067008506,0.0110619469026549,1
6067007020,0.087440034888792,0
6067007428,0.0444885236610938,0
6067007102,0.11579212916246198,0
6067009011,0.101995012468828,0
6067008509,0.00919732441471572,1
6067005903,0.126325495620101,0
6067009407,0.0179107464478687,1
6067007103,0.10402843601895699,0
6067009622,0.129217228963862,0
6067007019,0.37148399612027205,0
6067007104,0.154231347020531,0
6067005301,0.30427892234548304,0
6067003202,0.129260819609345,0
6067005505,0.157335733573357,0
6067007424,0.167928963175764,0
6067007406,0.08720998017954999,0
6067009312,0.0478933010003031,1
6067008600,0.0155885780885781,1
6067009406,0.0321637426900585,1
6067002700,0.237372262773723,0
