geoid,countyfp,prc_pov_final,unreliable_flag
6067002300,67,0.04485098849219999,0
6067002400,67,0.07244058500910001,0
6067009004,67,0.134958888574,0
6067008913,67,0.16855229739100006,0
6067008910,67,0.17425115207400002,0
6067008911,67,0.34756097561,0
6067009504,67,0.24739583333299997,0
6067009322,67,0.147942238267,0
6067009503,67,0.225796075909,0
6067009502,67,0.17269177478300002,0
6067009006,67,0.21416430594900002,0
6067009005,67,0.22332134292599998,0
6067009108,67,0.116548276769,0
6067009109,67,0.15733227785499998,0
6067009111,67,0.109315416742,0
6067007017,67,0.08920773549589997,0
6067007015,67,0.202518789356,0
6067008513,67,0.014505624630000004,1
6067007107,67,0.0451460607849,0
6067002500,67,0.016447368421100002,0
6067003900,67,0.0457399103139,0
6067004005,67,0.108148148148,0
6067004004,67,0.036383011112800005,0
6067004001,67,0.0840336134454,0
6067005403,67,0.280672268908,0
6067005402,67,0.326756116811,0
6067005404,67,0.130028598665,0
6067004401,67,0.2871754524,0
6067004203,67,0.38947178002899996,0
6067004300,67,0.267320189448,0
6067004100,67,0.327968596663,0
6067004202,67,0.23745344919300002,0
6067004012,67,0.0526014865638,0
6067005502,67,0.365519792823,0
6067004006,67,0.138319260153,0
6067005601,67,0.334339297262,0
6067004402,67,0.40519090519100004,0
6067004601,67,0.448376830045,0
6067004602,67,0.367689161554,0
6067004801,67,0.2270289596,0
6067005201,67,0.458333333333,0
6067004904,67,0.17905634759,0
6067004903,67,0.39334298118699995,0
6067004802,67,0.321672354949,0
6067005202,67,0.160692212608,0
6067005605,67,0.300345224396,0
6067003101,67,0.126349576889,0
6067005701,67,0.058032786885199986,0
6067005606,67,0.0686318631863,0
6067005702,67,0.0344678083677,0
6067005801,67,0.0618780531934,0
6067002900,67,0.140929246192,0
6067003000,67,0.26808803301199996,0
6067003102,67,0.271955599086,0
6067002800,67,0.413883241359,0
6067004905,67,0.18197254846500002,0
6067005101,67,0.381933068102,0
6067005002,67,0.332303690457,0
6067004906,67,0.25390625,0
6067002200,67,0.449112978525,0
6067004008,67,0.0695187165775,0
6067004011,67,0.065562690098,0
6067004010,67,0.124279180752,0
6067004009,67,0.0650389823554,0
6067003502,67,0.150201983107,0
6067003300,67,0.107879065506,0
6067003400,67,0.122899884925,0
6067003800,67,0.19666170880800002,0
6067003700,67,0.403728294178,0
6067002100,67,0.250699720112,0
