idnum,lon,lat,dens.cvap.std,dens.work.std,popDens.std,prc.CarAccess.std,prc.ElNonReg.std,prc.disabled.std,prc.latino.std,prc.nonEngProf.std,prc.pov.std,prc.youth.std,rate.vbm.std,dens.poll.std,center_score,droppoff_score
1928,-122.45329439,37.6659412806,0.630573248407643,0.724511930585683,0.4069754886081421,0.187096774193548,0.619354838709677,0.787096774193548,0.793548387096774,0.561290322580645,0.4516129032258061,0.445161290322581,0.791304347826087,0.845652173913043,0.5767357870857449,0.5857683612686551
1918,-122.407670161,37.6596695371,0.0509554140127389,0.264642082429501,0.991145664615052,0.9290322580645161,0.8,0.6322580645161291,0.9483870967741941,0.9483870967741941,0.7161290322580649,0.819354838709677,0.954347826086957,0.041304347826087,0.6871902884348841,0.69376847640313
1896,-122.480054955,37.6509916425,0.8343949044585991,0.481561822125813,0.371126228269085,0.109677419354839,0.812903225806452,0.309677419354839,0.6064516129032261,0.4580645161290321,0.658064516129032,0.6903225806451609,0.710869565217391,0.645652173913044,0.5566836120467851,0.544407571717546
1721,-122.47768234,37.5790516359,0.955414012738854,0.5119305856832971,0.313789007666559,0.4774193548387101,0.29032258064516103,0.6967741935483871,0.4129032258064521,0.0258064516129032,0.0645161290322581,0.5290322580645159,0.765217391304348,0.9804347826086959,0.490236879483466,0.489959589034471
1857,-122.433971454,37.6303419479,0.197452229299363,0.973969631236443,0.0,0.832258064516129,0.993548387096774,0.13548387096774198,0.4,0.5290322580645159,0.7225806451612901,0.335483870967742,0.6,0.7608695652173909,0.547203867312232,0.540524522079461
1778,-122.387456282,37.5952861022,0.9745222929936308,0.991323210412148,0.3129251700680269,0.7483870967741941,0.470967741935484,0.354838709677419,0.27096774193548395,0.6838709677419351,0.7612903225806451,0.219354838709677,0.526086956521739,0.49782608695652203,0.56720490569389,0.570547701459459
1706,-122.341432362,37.574600657800005,0.681528662420382,0.7353579175704991,0.952920850880035,0.6838709677419351,0.6129032258064521,0.793548387096774,0.6903225806451609,0.793548387096774,0.8838709677419359,0.0774193548387097,0.49347826086956503,0.8739130434782609,0.697759573547505,0.708299197712739
1581,-122.322407876,37.5461773616,0.08917197452229303,0.950108459869848,0.28333873231832396,0.316129032258065,0.0903225806451613,0.0258064516129032,0.154838709677419,0.212903225806452,0.032258064516129,0.23225806451612901,0.21304347826086997,0.795652173913043,0.270671652193328,0.27488220642220096
1653,-122.259387626,37.561783284499995,0.29299363057324795,0.6334056399132321,0.0,0.36129032258064503,0.5935483870967739,0.5935483870967739,0.12258064516129,0.4516129032258061,0.161290322580645,0.393548387096774,0.42826086956521703,0.9782608695652172,0.5035864511953699,0.509516515353468
1585,-122.286149626,37.546876924,0.7261146496815291,0.8915401301518442,0.418205377389051,0.49032258064516104,0.954838709677419,0.503225806451613,0.735483870967742,0.7096774193548392,0.212903225806452,0.954838709677419,0.752173913043478,0.8326086956521741,0.6543459871659499,0.649304928622672
1397,-122.294117339,37.5107310146,0.8726114649681529,0.869848156182213,0.6492819349962211,0.651612903225806,0.5290322580645159,0.29677419354838697,0.393548387096774,0.393548387096774,0.393548387096774,0.3032258064516131,0.71304347826087,0.693478260869565,0.5810041081165129,0.589101979266511
1163,-122.247526472,37.4684258656,0.662420382165605,0.245119305856833,0.7122340999892021,0.438709677419355,0.212903225806452,0.4,0.5096774193548389,0.0451612903225806,0.2,0.329032258064516,0.7456521739130441,0.291304347826087,0.4304347969003231,0.4379699025985271
1277,-122.23911286100001,37.4901797629,0.0636942675159236,0.997830802603037,0.0,0.993548387096774,0.8451612903225809,0.7419354838709681,0.851612903225806,0.658064516129032,1.0,0.9354838709677421,0.7152173913043479,0.9652173913043479,0.644092078468052,0.643165647229833
1168,-122.202249491,37.4692702035,0.159235668789809,0.835140997830803,0.738689126444228,0.780645161290323,0.7483870967741941,0.8580645161290319,1.0,0.980645161290323,0.9870967741935479,0.7612903225806451,0.743478260869565,0.36304347826086997,0.7021666407769699,0.708247983765162
1090,-122.228989931,37.454376492600005,0.235668789808917,0.811279826464208,0.7398769031422091,0.12258064516129,0.258064516129032,0.9354838709677421,0.52258064516129,0.0516129032258065,0.496774193548387,0.27096774193548395,0.528260869565217,0.991304347826087,0.524804574477861,0.5387462665970421
1137,-122.138655723,37.4632286764,0.9490445859872608,0.704989154013015,0.678112514847209,0.8387096774193549,0.548387096774194,0.24516129032258105,0.92258064516129,0.8645161290322579,0.870967741935484,0.92258064516129,0.8760869565217391,0.702173913043478,0.71225381337414,0.716248082155555
1095,-122.183721189,37.4552138003,0.45859872611465,0.761388286334056,0.40924306230428703,0.516129032258065,0.193548387096774,0.4838709677419351,0.309677419354839,0.11612903225806501,0.193548387096774,0.0129032258064516,0.0347826086956522,0.21086956521739106,0.27555013941776196,0.282964406082071
804,-122.22686301799999,37.3824302032,0.267515923566879,0.609544468546638,0.2849584278155711,0.10322580645161301,0.0,0.0967741935483871,0.283870967741935,0.180645161290323,0.6129032258064521,0.7096774193548392,0.0217391304347826,0.27173913043478304,0.251871306271315,0.248349905180923
1560,-122.5127523,37.5423241079,0.9044585987261148,0.637744034707158,0.5620343375445419,0.7225806451612901,0.445161290322581,0.180645161290323,0.567741935483871,0.22580645161290305,0.154838709677419,0.29677419354838697,0.6217391304347829,0.9891304347826092,0.499938207549418,0.48357606393626296
1335,-122.475077701,37.4999170261,0.9044585987261148,0.7375271149674619,0.0,0.7225806451612901,0.445161290322581,0.180645161290323,0.567741935483871,0.22580645161290305,0.154838709677419,0.29677419354838697,0.991304347826087,0.0456521739130435,0.573612507986412,0.582094646970344
1143,-122.428623935,37.464876728600004,1.0,0.9566160520607379,0.329662023539575,0.5935483870967739,0.425806451612903,0.735483870967742,0.7419354838709681,0.5935483870967739,0.6903225806451609,0.37419354838709706,0.5043478260869559,0.934782608695652,0.6480430774645699,0.65815032169776
615,-122.388071548,37.328915857800006,0.41401273885350304,0.36876355748373096,0.270273188640536,0.0451612903225806,0.341935483870968,0.92258064516129,0.587096774193548,0.4774193548387101,0.92258064516129,0.0,0.0260869565217391,0.147826086956522,0.29880806733846804,0.305226107471154
