idnum,lon,lat,dens.cvap.std,dens.work.std,popDens.std,prc.CarAccess.std,prc.ElNonReg.std,prc.disabled.std,prc.latino.std,prc.nonEngProf.std,prc.pov.std,prc.youth.std,rate.vbm.std,dens.poll.std,center_score,droppoff_score
1962,-122.39928152,37.6814343101,0.707006369426752,0.21041214750542306,0.8166504697116941,0.8451612903225809,0.664516129032258,0.812903225806452,0.6,0.3032258064516131,0.638709677419355,0.180645161290323,0.560869565217391,0.8391304347826091,0.584029208225734,0.5702984363716839
2000,-122.41813762700001,37.7026509834,0.305732484076433,0.466377440347072,0.356548968793867,0.92258064516129,0.806451612903226,0.587096774193548,0.7161290322580649,0.967741935483871,0.8967741935483872,0.5419354838709679,0.8239130434782609,0.56304347826087,0.702045889902227,0.704459830611251
1996,-122.454469819,37.7019113567,0.968152866242038,0.0195227765726681,0.718172983479106,0.380645161290323,0.941935483870968,0.329032258064516,0.7548387096774191,0.7548387096774191,0.27741935483871,0.812903225806452,0.443478260869565,0.417391304347826,0.617158501369479,0.607379395516451
1980,-122.481480706,37.694155445199996,0.8598726114649681,0.353579175704989,0.3988770111219089,0.6967741935483871,0.8387096774193549,0.6064516129032261,0.7032258064516128,0.8451612903225809,0.4129032258064521,0.6064516129032261,0.641304347826087,0.343478260869565,0.5637017861003211,0.562634344768027
1969,-122.463080709,37.6873367426,0.885350318471338,0.603036876355748,0.567325342835547,0.980645161290323,0.9161290322580647,0.316129032258064,0.8387096774193549,0.954838709677419,0.8645161290322579,0.780645161290323,0.28695652173913,0.7456521739130441,0.6394685389649539,0.625096767637479
1953,-122.481005274,37.6797675256,0.9617834394904459,0.9392624728850328,0.9653385163589252,0.9161290322580647,0.9354838709677421,0.387096774193548,0.5419354838709679,0.92258064516129,0.9032258064516128,0.6967741935483871,0.330434782608696,0.830434782608696,0.678578225824074,0.6658475996094201
1927,-122.462372979,37.665754739899995,0.16560509554140102,0.9045553145336228,0.8599503293380841,0.3032258064516131,0.9483870967741941,0.6129032258064521,0.406451612903226,0.503225806451613,0.670967741935484,0.2,0.810869565217391,0.8956521739130441,0.655926742553011,0.6606464967214329
1915,-122.43490386100001,37.659118234,0.7452229299363059,0.594360086767896,0.7640643559010909,0.8838709677419359,0.870967741935484,0.341935483870968,0.7225806451612901,0.638709677419355,0.787096774193548,0.4774193548387101,0.697826086956522,0.91304347826087,0.654307735577316,0.637986311571011
1917,-122.416748105,37.6594864582,0.980891719745223,0.4099783080260301,0.44574020084224203,0.46451612903225803,0.6967741935483871,0.7225806451612901,0.7741935483870971,0.7225806451612901,0.5419354838709679,0.7483870967741941,0.456521739130435,0.12826086956521698,0.598090111184584,0.592651043673908
1871,-122.452354856,37.6371651521,0.8280254777070061,0.15401301518438199,0.750890832523486,0.27096774193548395,0.9032258064516128,0.780645161290323,0.36129032258064503,0.6451612903225811,0.148387096774194,0.67741935483871,0.732608695652174,0.595652173913043,0.598507438146725,0.5965054937199781
