idnum,lon,lat,dens.cvap.std,dens.work.std,popDens.std,prc.CarAccess.std,prc.ElNonReg.std,prc.disabled.std,prc.latino.std,prc.nonEngProf.std,prc.pov.std,prc.youth.std,rate.vbm.std,dens.poll.std,center_score,droppoff_score
992,-122.2645553,37.43211067,0.299363057,0.859002169,0.299643667,0.103225806,0.032258065,0.612903226,0.251612903,0.167741935,0.819354839,0.703225806,0.156521739,0.506521739,0.12431688035,0.107939814514
