gid,osm_id,code,fclass,name,lon,lat
9837,358830590,2110,hospital,Seton Coastside Hospital,-122.5076153,37.5266064
9892,358831037,2082,school,Alvin S Hatch Elementary School,-122.4359684,37.4627472
9894,358831062,2082,school,Half Moon Bay High School,-122.4280171,37.4734833
18710,430366107,2405,hostel,Point Montara Lighthouse Hostel,-122.518833,37.536639
19060,443809742,2303,cafe,Here Comes The Sun Coffee House,-122.5162294,37.5412256
19251,452312096,2303,cafe,Starbucks,-122.4349377,37.4700883
23894,760442275,2303,cafe,La Di Da,-122.4303636,37.4635359
24960,842553220,2303,cafe,Peet’s Coffee & Tea,-122.4326428,37.4689762
25043,851513335,2303,cafe,Montara Bakery,-122.5157574,37.5419594
46942,2312378423,2303,cafe,Dunkin' Donuts,-122.4328316,37.468444
62973,3484612045,2082,school,Sea Crest School,-122.4271002,37.4565331
70096,3956130158,2303,cafe,Nano's Yougurt Shack,-122.4291847,37.463147
70099,3956130163,2303,cafe,Cafe Society,-122.4294914,37.4632329
71165,4008802791,2501,supermarket,Trader Joe's,-122.4822883,37.7001684
77508,4334921489,2303,cafe,Starbucks,-122.4209541,37.6387565
82322,4582002125,2303,cafe,Garden Deli Cafe,-122.4292166,37.4648453
82326,4582002129,2303,cafe,Fish N Fries,-122.4295534,37.4653357
83038,4618031443,2402,motel,El Camino Inn,-122.4648659,37.6874679
83973,4641873700,2012,community_centre,New Leaf Community Classroom,-122.4324479,37.4689657
83975,4641873703,2303,cafe,Sam’s Coffee Shop,-122.4301118,37.4685879
89425,4978574611,2501,supermarket,Grocery Outlet,-122.5063502,37.5946793
94454,5314002499,2303,cafe,Broaster Foods,-122.4822703,37.7010894
3752,358777530,2082,school,Tunitas School,-122.3921959,37.3807751
20178,515627029,2082,school,Kings Mountain School,-122.3232129,37.4193018
27816,1125838586,2402,motel,Half Moon Bay Lodge,-122.4281379,37.4333548
39828,1830474569,2303,cafe,The Bike Hut,-122.3857364,37.3679172
56743,2960460668,2303,cafe,Downtown Local,-122.3831618,37.2522874
76945,4303593032,2303,cafe,San Gregorio General Store,-122.3868579,37.3270468
3883,358779033,2082,school,Willow Oaks Elementary School,-122.1573861,37.4626343
13439,358857628,2082,school,East Palo Alto High School,-122.1566777,37.4616972
21073,571998301,2303,cafe,Cafe Zoe,-122.1527285,37.4592332
29868,1256830720,2110,hospital,PAMF Menlo Park Surgical Hospital,-122.1590573,37.4615473
29898,1257029253,2014,arts_centre,Captivating Dance Nona,-122.1527549,37.4591142
868,305597766,2501,supermarket,Nijiya Market,-122.3111453,37.5483584
2310,358760584,2082,school,Abbott Middle School,-122.3094135,37.5304926
2410,358761742,2082,school,Beresford Park Elementary School,-122.3071913,37.5407699
2438,358762298,2082,school,Borel Middle School,-122.3210808,37.5499365
2462,358762666,2082,school,Buena Vista School,-122.3344147,37.524382
2506,358763066,2082,school,Carey Elementary School,-122.3187805,37.5445034
2687,358765302,2082,school,El Portal del Sol School,-122.334054,37.5141044
2889,358767499,2082,school,Highlands School,-122.3496932,37.5238267
3552,358774956,2082,school,Junipero Serra High School,-122.3166362,37.5457699
3737,358777340,2082,school,Alpha Beacon Christian School,-122.3039061,37.5239239
9875,358830867,2082,school,Laurel Elementary School,-122.3049689,37.5318812
9885,358830973,2082,school,Saint Gregory Elementary School,-122.3080246,37.5432698
27727,1116384573,2501,supermarket,Piazza's Fine Foods,-122.3260741,37.5338709
28595,1199004366,2501,supermarket,Trader Joe's,-122.2984371,37.5354941
42212,1999482422,2303,cafe,Javaddictions,-122.2980031,37.5381336
56819,2963969214,2303,cafe,Neal's Coffee Shop,-122.3367898,37.5214012
57060,2975197129,2082,school,Art School,-122.3256822,37.5332892
57434,2987026251,2303,cafe,Pete's Coffee & Tea,-122.2916624,37.5444678
57441,2987164950,2303,cafe,Starbucks,-122.3260893,37.5339959
57477,2989648457,2303,cafe,Starbucks,-122.337235,37.5211577
60645,3277590961,2303,cafe,Andes Cafe,-122.3060646,37.5452627
71064,4004471520,2082,school,Administrative Office,-122.2458374,37.5435734
71162,4008639789,2501,supermarket,Dean's Produce,-122.3240258,37.5628004
71656,4044809433,2303,cafe,Sea Link Cafe,-122.2586188,37.5304475
72272,4067977662,2082,school,San Mateo Nippon Gakuyen,-122.3237394,37.5687453
75279,4210144067,2303,cafe,Fiero Caffe,-122.3273256,37.5639722
76862,4296831543,2303,cafe,Starbucks,-122.3237692,37.5629628
77191,4316669090,2303,cafe,SeeU Cafe,-122.2502911,37.5628984
79759,4428464093,2303,cafe,Emerald Hills Cafe and Roasting Company,-122.2596209,37.4719802
2602,358764336,2082,school,William H Crocker Middle School,-122.3632866,37.5661572
3255,358771731,2082,school,North Hillsborough Elementary School,-122.3625742,37.5682118
9854,358830669,2082,school,The Nueva School,-122.3825884,37.5607637
50835,2563568517,2303,cafe,Outland Java Company,-122.4028996,37.4870967
70301,3965441221,2303,cafe,Aroma Cafe,-122.3636785,37.5948473
80896,4505657556,2303,cafe,dogpatch,-122.3822882,37.6147344
85667,4751193784,2303,cafe,three twins,-122.3833012,37.6152392
86001,4768920234,2303,cafe,Peet's Coffee & Tea,-122.3811244,37.6173552
