lon,lat,county,num_stops_per_day,score_std,geometry,in_county
-121.510055,38.498365,67,96,1.0,POINT (-121.510055 38.498365),True
-121.417847,38.498375,67,28,1.0,POINT (-121.417847 38.498375),True
-121.417674,38.498481,67,28,1.0,POINT (-121.417674 38.498481),True
-121.54454,38.498684,67,28,1.0,POINT (-121.54454 38.498684),True
-121.461029,38.498905,67,108,1.0,POINT (-121.461029 38.498905),True
-121.544363,38.499029,67,27,1.0,POINT (-121.544363 38.499029),True
-121.523644,38.499268,67,26,1.0,POINT (-121.523644 38.499268),True
-121.523375,38.499862,67,28,1.0,POINT (-121.523375 38.499862),True
-121.54998,38.499886,67,9,0.5,POINT (-121.54998 38.499886),True
-121.43116,38.499981,67,608,1.0,POINT (-121.43116 38.499981),True
-121.434506,38.500144,67,676,1.0,POINT (-121.434506 38.500144),True
-121.419113,38.500153,67,28,1.0,POINT (-121.419113 38.500153),True
-121.418836,38.50017,67,28,1.0,POINT (-121.418836 38.50017),True
-121.434815,38.500191,67,675,1.0,POINT (-121.434815 38.500191),True
-121.440631,38.500212,67,114,1.0,POINT (-121.440631 38.500212),True
-121.461449,38.500263,67,120,1.0,POINT (-121.461449 38.500263),True
-121.433701,38.50042,67,282,1.0,POINT (-121.433701 38.50042),True
-121.441825,38.500475,67,114,1.0,POINT (-121.441825 38.500475),True
-121.461952,38.500641,67,108,1.0,POINT (-121.461952 38.50064099999999),True
-121.435141,38.500647,67,114,1.0,POINT (-121.435141 38.500647),True
-121.50995,38.50071,67,96,1.0,POINT (-121.50995 38.50071),True
-121.430687,38.500736,67,161,1.0,POINT (-121.430687 38.500736),True
-121.510023,38.500822,67,95,1.0,POINT (-121.510023 38.500822),True
-121.544594,38.501019,67,28,1.0,POINT (-121.544594 38.501019),True
-121.536522,38.501167,67,210,1.0,POINT (-121.536522 38.501167),True
-121.43577,38.501242,67,114,1.0,POINT (-121.43577 38.501242),True
-121.518373,38.501264,67,28,1.0,POINT (-121.518373 38.501264),True
-121.516492,38.501388,67,26,1.0,POINT (-121.516492 38.501388),True
-121.518089,38.501419,67,26,1.0,POINT (-121.518089 38.501419),True
-121.548599,38.501434,67,9,0.5,POINT (-121.548599 38.501434),True
-121.544814,38.501537,67,27,1.0,POINT (-121.544814 38.501537),True
-121.536377,38.501568,67,204,1.0,POINT (-121.536377 38.501568),True
-121.548676,38.501598,67,8,0.5,POINT (-121.548676 38.501598),True
-121.431686,38.501679,67,248,1.0,POINT (-121.431686 38.501679),True
