gid,osm_id,code,fclass,name,lon,lat
91233,5120357279,2082,school,Glenshire Elementary School,-120.099167,39.3630003
44206,2119910780,2501,supermarket,Save Mart,-120.2090692,39.3192133
58238,3065877649,2402,motel,Inn at Truckee,-120.2148253,39.3218503
63846,3562526725,2501,supermarket,Safeway,-120.206545,39.3272672
2647,358764863,2082,school,Donner Trail Elementary School,-120.4549271,39.3162924
26145,964482464,2405,hostel,Cal Lodge,-120.3508604,39.3174227
3227,358771276,2082,school,Mount Saint Marys Academy,-121.0674497,39.2146164
6010,358796813,2082,school,Bear River School,-120.9813344,39.1910062
6017,358796983,2082,school,Blue Tent School,-120.9682808,39.30795
6069,358799159,2082,school,Pleasant Valley Elementary School,-121.1996787,39.2590598
8223,358818899,2082,school,Ben Hill Elementary School,-121.0677276,39.2157275
8229,358818924,2082,school,Deer Creek School,-121.0296709,39.2507272
8235,358818949,2082,school,Lyman Gilmore Intermediate School,-121.0735612,39.221283
8242,358818980,2082,school,Nevada Union High School,-121.0552274,39.2396161
8246,358818997,2082,school,Ready Springs Elementary School,-121.1818987,39.1951718
8247,358819007,2082,school,Seven Hills Intermediate School,-121.0296709,39.2540606
8248,358819010,2110,hospital,Sierra Nevada Memorial Hospital,-121.0473356,39.2280335
8255,358819036,2082,school,Union Hill Elementary School,-121.0385594,39.20545
23008,670673339,2501,supermarket,Natural Selection,-121.053672,39.223735
24860,828308339,2501,supermarket,SPD,-121.0254488,39.2531996
35093,1534801391,2501,supermarket,California Organics,-121.025354,39.2523488
39292,1795154319,2501,supermarket,Raley's,-121.0652965,39.202508
41152,1922415671,2501,supermarket,Briar Patch Co-op,-121.0527866,39.2346251
41369,1939022787,2501,supermarket,Grocery Outlet,-121.0374995,39.2334794
42540,2018986773,2501,supermarket,K-Mart,-121.0592974,39.1984096
43562,2085322240,2082,school,Woolman School,-121.1022308,39.269478
2554,358763697,2082,school,Clear Creek Elementary School,-121.1435627,39.1426726
2746,358766022,2082,school,Forest Springs School,-121.0641153,39.1562838
3065,358769312,2082,school,Limekiln School,-121.1157827,39.0876733
8221,358818894,2082,school,Alta Sierra Elementary School,-121.0410581,39.1182287
8222,358818896,2082,school,Bear River High School,-121.0793916,39.0465628
8227,358818916,2082,school,Chicago Park Elementary School,-120.9643884,39.1510069
8228,358818922,2082,school,Cottage Hill Elementary School,-121.0663357,39.0504517
8245,358818995,2082,school,Pleasant Ridge Elementary School,-121.1127268,39.0737846
8234,358818948,2082,school,Grizzly Hill Elementary School,-120.9905057,39.3712823
8237,358818954,2082,school,Malakoff Elementary School,-120.9055016,39.3676732
8244,358818986,2082,school,Oak Tree Elementary School,-121.096343,39.3662811
8252,358819026,2082,school,Washington Elementary School,-120.799941,39.3585091
