geoid,prc_black,unreliable_flag
6039000300,0.033862076724,1
6039000106,0.0015503875969,1
6039000108,0.00941676792224,1
6039000201,0.200985695396,0
6039000109,0.00321248279027,1
6039000604,0.0121658670322,1
6039000603,0.0309435238417,1
6039000800,0.00254072634883,1
6039000900,0.0196745719451,1
6039000506,0.0309973045822,1
6039000508,0.0104557640751,1
6039000102,0.00689145951268,1
6039000502,0.0207355576414,0
6039000103,0.0,1
6039001000,0.00400962309543,1
6039000503,0.0209734412402,1
6039000602,0.0,1
6039000104,0.0,1
6039000700,0.0524977442376,1
6039000509,0.0214945424013,1
6039000507,0.05,1
6039000400,0.0,1
6039000202,0.01161632924,1
