idnum,lon,lat,dens.cvap.std,dens.work.std,popDens.std,prc.CarAccess.std,prc.ElNonReg.std,prc.disabled.std,prc.latino.std,prc.nonEngProf.std,prc.pov.std,prc.youth.std,rate.vbm.std,dens.poll.std,center_score,droppoff_score
3057,-121.4397233,38.57198824,0.490506329,0.938393839,0.320024077,0.335443038,0.107594937,0.32278481,0.306962025,0.0,0.041139241,0.009493671,0.589010989,0.563736264,0.06525895395,0.0605474578286
3053,-121.4764889,38.57154551,0.373417722,0.902090209,0.990720305,0.857594937,0.560126582,0.439873418,0.370253165,0.14556962,0.579113924,0.879746835,0.868131868,0.737362637,0.2116326178,0.205404811629
2946,-121.5037712,38.55681413,0.382911392,0.572057206,0.493780096,0.962025316,0.227848101,0.965189873,0.829113924,0.518987342,0.984177215,0.262658228,0.645054945,0.408791209,0.2113371945,0.190911085329
2844,-121.4759165,38.54276138,0.025316456,0.200220022,0.653441011,0.14556962,0.0,0.689873418,0.765822785,0.465189873,0.0,0.056962025,0.846153846,0.657142857,0.11130786765,0.0954067437
2562,-121.5303011,38.50609705,0.620253165,0.674367437,0.544793339,0.699367089,0.151898734,0.224683544,0.189873418,0.541139241,0.268987342,0.569620253,0.289010989,0.876923077,0.1559261277,0.140160912343
2385,-121.5298566,38.48450941,0.753164557,0.789878988,0.666131621,0.727848101,0.484177215,0.981012658,0.129746835,0.313291139,0.325949367,0.32278481,0.70989011,0.458241758,0.12936165685,0.131631872229
2390,-121.4839537,38.48508133,0.594936709,0.724972497,0.287971509,0.813291139,0.658227848,0.544303797,0.901898734,0.882911392,0.658227848,0.908227848,0.949450549,0.381318681,0.2242373214,0.220413183257
2631,-121.4386074,38.51441979,0.844936709,0.95269527,0.0,0.882911392,0.965189873,0.60443038,0.870253165,0.835443038,0.981012658,0.870253165,0.506593407,0.524175824,0.2153962068,0.225990600386
2336,-121.4470908,38.47833035,0.661392405,0.589658966,0.865569823,0.952531646,0.591772152,0.825949367,0.908227848,0.958860759,0.512658228,0.715189873,0.978021978,0.435164835,0.21221722435,0.207262141671
2398,-121.4105077,38.48596015,0.958860759,0.295929593,0.820074238,0.487341772,0.92721519,0.85443038,0.892405063,0.971518987,0.832278481,0.813291139,0.58021978,0.73956044,0.2029303134,0.213678062486
3011,-121.3844399,38.56543524,0.449367089,0.108910891,0.317014446,0.313291139,0.664556962,0.243670886,0.610759494,0.056962025,0.458860759,0.984177215,0.336263736,0.602197802,0.153689843,0.1602151638
3318,-121.4220297,38.60818616,0.462025316,0.96259626,0.795595907,0.819620253,0.537974684,0.462025316,0.939873418,0.870253165,0.901898734,0.841772152,0.878021978,0.723076923,0.22792373515,0.218419259443
3112,-121.4030933,38.57961594,0.430379747,0.083608361,0.89255618,0.876582278,0.860759494,0.265822785,0.566455696,0.060126582,0.727848101,0.936708861,0.678021978,0.568131868,0.22900086165,0.233176145443
3217,-121.3481996,38.59463487,0.46835443,0.778877888,0.318519262,0.348101266,0.022151899,0.132911392,0.044303797,0.066455696,0.028481013,0.297468354,0.301098901,0.889010989,0.11947718185,0.103358380114
3532,-121.4317812,38.63686263,0.765822785,0.686468647,0.721960273,0.911392405,0.680379747,0.617088608,0.851265823,0.670886076,0.92721519,0.819620253,0.778021978,0.217582418,0.193559525,0.1950672963
3473,-121.4868335,38.62900181,0.863924051,0.465346535,0.711978331,0.544303797,0.806962025,0.310126582,0.952531646,0.768987342,0.60443038,0.96835443,0.826373626,0.89010989,0.230604769,0.232245317357
3306,-121.5323793,38.60684058,0.582278481,0.346534653,0.317014446,0.117088608,0.689873418,0.009493671,0.560126582,0.477848101,0.863924051,0.405063291,0.6,0.976923077,0.18493515835,0.188081853643
3750,-121.5335693,38.66440932,0.417721519,0.614961496,0.0,0.174050633,0.930379747,0.275316456,0.768987342,0.452531646,0.205696203,0.439873418,0.652747253,0.907692308,0.1631538291,0.179719556957
3812,-121.5061071,38.6719516,0.908227848,0.381738174,0.938302568,0.155063291,0.851265823,0.139240506,0.512658228,0.89556962,0.617088608,0.132911392,0.30989011,0.873626374,0.13211414935,0.149723520429
3995,-121.4513068,38.69421381,0.430379747,0.429042904,0.385433387,0.199367089,0.870253165,0.987341772,0.629746835,0.32278481,0.569620253,0.221518987,0.707692308,0.53956044,0.11305118625,0.134197581
4006,-121.3500326,38.69538337,0.506329114,0.146314631,0.610955056,0.686708861,0.96835443,0.522151899,0.772151899,0.689873418,0.705696203,0.911392405,0.757142857,0.272527473,0.2021873184,0.214804319914
4175,-121.3688452,38.71676624,0.89556962,0.728272827,0.944823435,0.246835443,0.556962025,0.642405063,0.518987342,0.75,0.449367089,0.550632911,0.521978022,0.748351648,0.1688330341,0.1685838303
3711,-121.3585798,38.65929871,0.496835443,0.411441144,0.31932183,0.629746835,0.424050633,0.816455696,0.21835443,0.46835443,0.71835443,0.642405063,0.672527473,0.369230769,0.14023570945,0.138375635229
3489,-121.3396548,38.63071824,0.705696203,0.357535754,0.482694623,0.712025316,0.528481013,0.696202532,0.151898734,0.180379747,0.528481013,0.386075949,0.403296703,0.645054945,0.1476894491,0.149240142643
3604,-121.2939112,38.64561071,0.648734177,0.540154015,0.303170144,0.746835443,0.313291139,0.582278481,0.069620253,0.189873418,0.25,0.189873418,0.038461538,0.741758242,0.12284166155,0.118719615857
4012,-121.2947909,38.69598568,0.911392405,0.075907591,0.59961878,0.243670886,0.471518987,0.585443038,0.174050633,0.370253165,0.212025316,0.920886076,0.73956044,0.674725275,0.13536031855,0.136231086771
4131,-121.2582069,38.71076628,0.651898734,0.350935094,0.731641252,0.028481013,0.224683544,0.329113924,0.117088608,0.151898734,0.284810127,0.240506329,0.767032967,0.989010989,0.1153380876,0.108490512686
3778,-121.2758811,38.667395,0.373417722,0.941694169,0.823786116,0.287974684,0.601265823,0.629746835,0.816455696,0.648734177,0.452531646,0.348101266,0.596703297,0.102197802,0.1018482032,0.113066995157
3842,-121.2299826,38.67506702,0.610759494,0.752475248,0.468047753,0.651898734,0.164556962,0.740506329,0.164556962,0.075949367,0.227848101,0.373417722,0.33956044,0.924175824,0.14531268895,0.131606174614
3848,-121.1747551,38.67561465,0.265822785,0.770077008,0.623645666,0.667721519,0.667721519,0.098101266,0.411392405,0.107594937,0.556962025,0.594936709,0.393406593,0.502197802,0.1845153085,0.186772615243
3852,-121.1379363,38.67596576,0.085443038,0.907590759,0.450943018,0.863924051,0.971518987,0.034810127,0.053797468,0.401898734,0.193037975,0.212025316,0.030769231,0.048351648,0.08296826405,0.112752182914
2491,-121.0984508,38.49639394,0.96835443,0.445544554,0.255969101,0.183544304,0.047468354,0.262658228,0.098101266,0.344936709,0.636075949,0.063291139,0.232967033,0.964835165,0.11720438235,0.102495257186
2870,-121.2370253,38.54543849,0.784810127,0.922992299,0.541081461,0.034810127,0.379746835,0.120253165,0.341772152,0.471518987,0.161392405,0.199367089,0.320879121,0.997802198,0.1239959224,0.122557083557
3332,-121.2932836,38.60962896,0.439873418,0.295929593,0.419341894,0.617088608,0.389240506,0.594936709,0.474683544,0.82278481,0.471518987,0.458860759,0.725274725,0.601098901,0.1750019239,0.166683385029
3122,-121.3111675,38.58064611,0.601265823,0.95049505,0.26850923,0.642405063,0.566455696,0.892405063,0.563291139,0.848101266,0.588607595,0.588607595,0.063736264,0.391208791,0.1822153601,0.180461267057
2910,-121.3474155,38.55145765,0.382911392,0.424642464,0.588282504,0.363924051,0.180379747,0.588607595,0.398734177,0.534810127,0.300632911,0.367088608,0.468131868,0.545054945,0.1211589733,0.111581109129
1851,-121.372455,38.41442284,0.879746835,0.944994499,0.334570626,0.658227848,0.370253165,0.958860759,0.613924051,0.094936709,0.319620253,0.496835443,0.549450549,0.715384615,0.1809586864,0.170975438271
2180,-121.3548973,38.45780581,0.825949367,0.750275028,0.578200241,0.367088608,0.351265823,0.205696203,0.525316456,0.832278481,0.291139241,0.379746835,0.105494505,0.950549451,0.1405985202,0.135567266871
2177,-121.3824295,38.45749414,0.803797468,0.301430143,0.320024077,0.28164557,0.458860759,0.42721519,0.664556962,0.639240506,0.408227848,0.632911392,0.557142857,0.816483516,0.17302954825,0.167976502457
2228,-121.4009198,38.46447886,0.417721519,0.448844884,0.6035313,0.680379747,0.594936709,0.376582278,0.753164557,0.898734177,0.655063291,0.560126582,0.261538462,0.440659341,0.16750597955,0.169073841429
2292,-121.3184425,38.47260377,0.344936709,0.380638064,0.829353933,0.028481013,0.39556962,0.294303797,0.376582278,0.610759494,0.117088608,0.284810127,0.385714286,0.986813187,0.1066304548,0.1083505164
1854,-121.3449386,38.41473223,0.952531646,0.413641364,0.893208266,0.170886076,0.547468354,0.183544304,0.268987342,0.458860759,0.158227848,0.376582278,0.318681319,0.942857143,0.1227747241,0.128698407257
1809,-121.2530946,38.40852223,0.841772152,0.248624862,0.255969101,0.085443038,0.056962025,0.64556962,0.262658228,0.098101266,0.32278481,0.215189873,0.708791209,0.77032967,0.1302350224,0.114071248843
803,-121.2968191,38.28570662,0.996835443,0.699669967,0.830306982,0.120253165,0.490506329,0.370253165,0.930379747,0.553797468,0.357594937,0.408227848,0.10989011,0.898901099,0.1746567287,0.170727467271
544,-121.305345,38.24962847,0.03164557,0.897689769,0.0,0.693037975,0.75,0.607594937,0.933544304,0.582278481,0.683544304,0.515822785,0.183516484,0.613186813,0.22157177055,0.222061517614
2172,-121.4283161,38.45696076,0.715189873,0.229922992,0.738111958,0.411392405,0.756329114,0.67721519,0.791139241,0.924050633,0.553797468,0.420886076,0.972527473,0.404395604,0.13557118875,0.148617980957
2012,-121.437076,38.43526423,0.971518987,0.04070407,0.302166934,0.275316456,0.310126582,0.408227848,0.689873418,0.569620253,0.208860759,0.462025316,0.293406593,0.463736264,0.1377188835,0.131335896514
1895,-121.4826615,38.42031843,0.977848101,0.452145215,0.33201244,0.284810127,0.462025316,0.129746835,0.537974684,0.53164557,0.240506329,0.509493671,0.172527473,0.191208791,0.10189604975,0.107140556186
1791,-121.4181778,38.40669735,0.892405063,0.757975798,0.0,0.294303797,0.325949367,0.085443038,0.357594937,0.787974684,0.224683544,0.493670886,0.035164835,0.917582418,0.13111345125,0.1263522168
1733,-121.4455511,38.39917542,0.92721519,0.061606161,0.549458266,0.196202532,0.544303797,0.047468354,0.490506329,0.680379747,0.778481013,0.03164557,0.191208791,0.614285714,0.114906993,0.121819013871
1626,-121.4269348,38.38500174,0.797468354,0.225522552,0.780547753,0.044303797,0.712025316,0.221518987,0.389240506,0.683544304,0.018987342,0.784810127,0.126373626,0.838461538,0.12639742625,0.138856021757
301,-121.614624,38.15951274,0.037974684,0.465346535,0.0,0.376582278,0.563291139,0.955696203,0.686708861,0.455696203,0.67721519,0.14556962,0.197802198,0.648351648,0.13667737545,0.141293084914
