geoid,prc_white,unreliable_flag
6067002300,0.710829153143,0
6067002400,0.79392971246,0
6067009004,0.52964096855,0
6067008913,0.673590504451,0
6067008910,0.534664764622,0
6067008911,0.407871972318,0
6067009504,0.49597286986,0
6067009322,0.19516420065,0
6067009503,0.397233837247,0
6067009502,0.530550666331,0
6067009006,0.474217138571,0
6067009005,0.525433695972,0
6067009108,0.599007314525,0
6067009109,0.53355704698,0
6067009111,0.468404852435,0
6067007017,0.400308641975,0
6067007015,0.366849482023,0
6067008513,0.526050917703,0
6067007107,0.382690609361,0
6067002500,0.757338551859,0
6067003900,0.429832303619,0
6067004005,0.410023866348,0
6067004004,0.444512102299,0
6067004001,0.335092348285,0
6067005403,0.676890756303,0
6067005402,0.590765588003,0
6067005404,0.762249761678,0
6067004401,0.175714660372,0
6067004203,0.118125904486,0
6067004300,0.112107623318,0
6067004100,0.150473247054,0
6067004202,0.101313969571,0
6067004012,0.347776833758,0
6067005502,0.338932988739,0
6067004006,0.299721559268,0
6067005601,0.615196078431,0
6067004402,0.134857875614,0
6067004601,0.175677394733,0
6067004602,0.22165889272,0
6067004801,0.146514935989,0
6067005201,0.30059347181,0
6067004904,0.231839782756,0
6067004903,0.145914678236,0
6067004802,0.16354056902,0
6067005202,0.655055487053,0
6067005605,0.527905638665,0
6067003101,0.323023052232,0
6067005701,0.68131147541,0
6067005606,0.696069673962,0
6067005702,0.76219380013,0
6067005801,0.758184120094,0
6067002900,0.501060343166,0
6067003000,0.394360385144,0
6067003102,0.325824355207,0
6067002800,0.15638575152,0
6067004905,0.17673694637,0
6067005101,0.186800373134,0
6067005002,0.256055925866,0
6067004906,0.125040597597,0
6067002200,0.28314659197,0
6067004008,0.445333333333,0
6067004011,0.349072512648,0
6067004010,0.270813023981,0
6067004009,0.2615007156,0
6067003502,0.385604113111,0
6067003300,0.585203847916,0
6067003400,0.418620689655,0
6067003800,0.165757725996,0
6067003700,0.135627530364,0
6067002100,0.360255897641,0
6067007207,0.612903225806,0
6067005804,0.788415124698,0
6067005803,0.806067172264,0
6067007206,0.798237022527,0
6067007209,0.690868472494,0
6067007402,0.50301065308,0
6067007208,0.597701149425,0
6067007204,0.434227330779,0
6067007403,0.4532737517,0
6067007414,0.498381877023,0
6067007416,0.478730587441,0
6067007413,0.470237207221,0
6067007417,0.607598693974,0
6067007422,0.599212598425,0
6067007421,0.631940772078,0
6067006102,0.56710563183,0
6067006002,0.621406136748,0
6067006101,0.571741729773,0
6067006201,0.384257238469,0
6067006003,0.598301763553,0
6067005901,0.76121007371,0
6067007904,0.757246376812,0
6067007701,0.662609542356,0
6067007802,0.717306507904,0
6067007801,0.738279237506,0
6067007905,0.810949929808,0
6067007702,0.703314659197,0
