N,geocode.b,geocode.bg,geocode.t,idnum,lon,lat,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,MTFCC10,UR10,UACE10,UATYPE,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,geocode.b1,geocode.b2,geocode.b3,geocode.bg1,geocode.bg2,geocode.bg3,transit.dist.1,transit.dist.2,transit.dist.3,transit.score1,transit.score2,transit.score3,transit.score.std,prc.latino.std,dens.cvap.std,prc.asian.std,prc.AmInd.std,prc.youth.std,prc.nonEngProf.std,prc.pov.std,prc.disabled.std,prc.CarAccess.std,rate.vbm.std,prc.ElNonReg.std,dens.poll.std,dens.work.std,popDens.std,final_composite_score,droppoff_score
778,6.07E+13,60670091032,6067009103,2911,-121.3382264,38.55155958,6,67,9103,2001,6.07E+13,Block 2001,G5040,U,77068,U,S,344260,0,38.546989,-121.339272,6.07E+13,6.07E+13,6.07E+13,60670091032,60670091032,60670091032,0.018880327,0.029103706,0.131849617,1,1,1,0.17983365,0.411392405,0.287974684,0.610759494,0.852564103,0.686708861,0.563291139,0.221518987,0.439873418,0.452531646,0.453846154,0.636075949,0.436263736,0.168316832,0.39065008,0.132504938,0.170669495
779,6.07E+13,60670091062,6067009106,3013,-121.3660584,38.56564402,6,67,9106,2008,6.07E+13,Block 2008,G5040,U,77068,U,S,10209,0,38.5656699,-121.3662439,6.07E+13,6.07E+13,6.07E+13,60670091062,60670091062,60670091062,0.087255777,0.10992561,0.143386955,1,1,1,0.340568342,0.727848101,0.563291139,0.291139241,0.096153846,0.851265823,0.094936709,0.569620253,0.335443038,0.316455696,0.445054945,0.348101266,0.652747253,0.02750275,0.537520064,0.187076228,0.207962304
780,6.07E+13,60670091062,6067009106,3012,-121.3752491,38.56553998,6,67,9106,2015,6.07E+13,Block 2015,G5040,U,77068,U,S,66414,0,38.5644428,-121.3743401,6.07E+13,6.07E+13,6.07E+13,60670091061,60670091062,60670091052,0.119755044,0.139416549,0.138649642,1,1,1,0.397821235,0.727848101,0.563291139,0.291139241,0.096153846,0.851265823,0.094936709,0.569620253,0.335443038,0.316455696,0.445054945,0.348101266,0.652747253,0.02750275,0.891803772,0.187076228,0.207962304
781,6.07E+13,60670091063,6067009106,3014,-121.3568676,38.56574736,6,67,9106,3005,6.07E+13,Block 3005,G5040,U,77068,U,S,20790,0,38.5662266,-121.3569541,6.07E+13,6.07E+13,6.07E+13,60670091063,60670091063,60670091063,0.226579083,0.263573044,0.260015347,1,1,1,0.750167474,0.727848101,0.563291139,0.291139241,0.096153846,0.851265823,0.094936709,0.569620253,0.335443038,0.316455696,0.661538462,0.348101266,0.457142857,0.821782178,0.493780096,0.175339964,0.19622604
782,6.07E+13,60670091072,6067009107,3068,-121.3386157,38.57314817,6,67,9107,2008,6.07E+13,Block 2008,G5040,U,77068,U,S,29991,0,38.5731484,-121.3394824,6.07E+13,6.07E+13,6.07E+13,60670091072,60670091071,60670091071,0.106052138,0.135633326,0.292450909,1,1,1,0.534136373,0.332278481,0.329113924,0.471518987,0.791666667,0.588607595,0.329113924,0.17721519,0.382911392,0.550632911,0.485714286,0.193037975,0.941758242,0.99119912,0.578200241,0.155429545,0.167011824
783,6.07E+13,60670091072,6067009107,3015,-121.3476768,38.56585001,6,67,9107,2013,6.07E+13,Block 2013,G5040,U,77068,U,S,691086,0,38.5663495,-121.3427466,6.07E+13,6.07E+13,6.07E+13,60670091072,60670091072,60670091072,0.084228567,0.136201577,0.150895295,1,1,1,0.371325439,0.332278481,0.329113924,0.471518987,0.791666667,0.588607595,0.329113924,0.17721519,0.382911392,0.550632911,0.485714286,0.193037975,0.941758242,0.99119912,0,0.155429545,0.167011824
784,6.07E+13,60670091072,6067009107,3016,-121.3384859,38.56595196,6,67,9107,2013,6.07E+13,Block 2013,G5040,U,77068,U,S,691086,0,38.5663495,-121.3427466,6.07E+13,6.07E+13,6.07E+13,60670091031,60670091072,60670090041,0.329109069,0.333644886,0.325247439,1,1,1,0.988001394,0.332278481,0.329113924,0.471518987,0.791666667,0.588607595,0.329113924,0.17721519,0.382911392,0.550632911,0.485714286,0.193037975,0.941758242,0.99119912,0,0.155429545,0.167011824
785,6.07E+13,60670091081,6067009108,2909,-121.3566045,38.55135502,6,67,9108,1001,6.07E+13,Block 1001,G5040,U,77068,U,S,19545,0,38.5512874,-121.3570058,6.07E+13,6.07E+13,6.07E+13,60670091081,60670091081,60670091081,0.287488861,0.289664212,0.293227094,1,1,1,0.870380167,0.39556962,0.382911392,0.325949367,0.08974359,0.357594937,0.518987342,0.297468354,0.575949367,0.363924051,0.7,0.180379747,0.651648352,0.464246425,0.41502809,0.123972319,0.134795104
786,6.07E+13,60670091083,6067009108,2910,-121.3474155,38.55145765,6,67,9108,3003,6.07E+13,Block 3003,G5040,U,77068,U,S,47881,0,38.552035,-121.3470853,6.07E+13,6.07E+13,6.07E+13,60670091083,60670091083,60670091083,0.29627984,0.349749371,0.367974043,1,1,1,1.014003254,0.39556962,0.382911392,0.325949367,0.08974359,0.357594937,0.518987342,0.297468354,0.575949367,0.363924051,0.468131868,0.180379747,0.545054945,0.424642464,0.588282504,0.117576714,0.128399499
787,6.07E+13,60670091093,6067009109,2908,-121.3657935,38.5512517,6,67,9109,3008,6.07E+13,Block 3008,G5040,U,77068,U,S,17737,0,38.5511939,-121.3667202,6.07E+13,6.07E+13,6.07E+13,60670091093,60670091093,60670091081,0.308649348,0.325714219,0.361543619,1,1,1,0.995907187,0.512658228,0.784810127,0.484177215,0.112179487,0.977848101,0.313291139,0.436708861,0.300632911,0.579113924,0.568131868,0.392405063,0.553846154,0.0220022,0.574087079,0.183610516,0.20715482
788,6.07E+13,60670091094,6067009109,2962,-121.356736,38.55855119,6,67,9109,4013,6.07E+13,Block 4013,G5040,U,77068,U,S,24307,0,38.5585196,-121.3576192,6.07E+13,6.07E+13,6.07E+13,60670091094,60670091094,60670091092,0.23168631,0.270897044,0.290162875,1,1,1,0.792746229,0.512658228,0.784810127,0.484177215,0.112179487,0.977848101,0.313291139,0.436708861,0.300632911,0.579113924,0.692307692,0.392405063,0.410989011,0.0220022,0.651284109,0.175039087,0.198583391
789,6.07E+13,60670091101,6067009110,2961,-121.3659259,38.55844785,6,67,9110,1001,6.07E+13,Block 1001,G5040,U,77068,U,S,77482,0,38.5576868,-121.3663573,6.07E+13,6.07E+13,6.07E+13,60670091101,60670091101,60670091101,0.138440024,0.161092007,0.205351109,1,1,1,0.504883141,0.746835443,0.012658228,0.348101266,0.115384615,0.914556962,0.794303797,0.990506329,0.446202532,0.841772152,0.769230769,0.085443038,0.028571429,0.200220022,0.927819021,0.211334539,0.216461121
790,6.07E+13,60670091102,6067009110,2960,-121.3751158,38.55834382,6,67,9110,2003,6.07E+13,Block 2003,G5040,U,77068,U,S,146995,0,38.5582038,-121.3750873,6.07E+13,6.07E+13,6.07E+13,60670091102,60670091102,60670091051,0.2932828,0.318889955,0.3319187,1,1,1,0.944091455,0.746835443,0.012658228,0.348101266,0.115384615,0.914556962,0.794303797,0.990506329,0.446202532,0.841772152,0.769230769,0.085443038,0.106593407,0.97139714,0.26760634,0.216015858,0.22114244
791,6.07E+13,60670091111,6067009111,2856,-121.3656612,38.54405555,6,67,9111,1008,6.07E+13,Block 1008,G5040,U,77068,U,S,54724,0,38.5441885,-121.3672309,6.07E+13,6.07E+13,6.07E+13,60670091111,60670091111,60670091111,0.259246818,0.261362001,0.303876554,1,1,1,0.824485372,0.430379747,0.835443038,0.639240506,0.394230769,0.712025316,0.53164557,0.268987342,0.379746835,0.332278481,0.653846154,0.746835443,0.872527473,0.265126513,0.670044141,0.156971902,0.201782028
792,6.07E+13,60670091121,6067009112,2857,-121.3564731,38.54415887,6,67,9112,1007,6.07E+13,Block 1007,G5040,U,77068,U,S,17001,0,38.5443818,-121.356781,6.07E+13,6.07E+13,6.07E+13,60670091121,60670091121,60670091121,0.210331251,0.239334673,0.244582888,1,1,1,0.694248812,0.680379747,0.392405063,0.525316456,0.83974359,0.778481013,0.471518987,0.509493671,0.21835443,0.525316456,0.838461538,0.642405063,0.775824176,0.271727173,0.963382825,0.196169704,0.234714008
793,6.07E+13,60670091122,6067009112,2859,-121.3380967,38.5443634,6,67,9112,2000,6.07E+13,Block 2000,G5040,U,77068,U,S,622152,0,38.5404543,-121.3403673,6.07E+13,6.07E+13,6.07E+13,60670091032,60670091032,60670091032,0.052573949,0.09758034,0.100227794,1,1,1,0.250382083,0.680379747,0.392405063,0.525316456,0.83974359,0.778481013,0.471518987,0.509493671,0.21835443,0.525316456,0.543956044,0.642405063,0.735164835,0.833883388,0.306530899,0.193730143,0.232274447
794,6.07E+13,60670091122,6067009112,2858,-121.3472849,38.54426148,6,67,9112,2016,6.07E+13,Block 2016,G5040,U,77068,U,S,23267,0,38.5442353,-121.347366,6.07E+13,6.07E+13,6.07E+13,60670091122,60670091122,60670091122,0.151145216,0.180102985,0.225262173,1,1,1,0.556510374,0.680379747,0.392405063,0.525316456,0.83974359,0.778481013,0.471518987,0.509493671,0.21835443,0.525316456,0.543956044,0.642405063,0.735164835,0.833883388,0.822833066,0.193730143,0.232274447
795,6.07E+13,60670092011,6067009201,2691,-121.3928204,38.52215315,6,67,9201,1009,6.07E+13,Block 1009,G5040,U,77068,U,S,47588,0,38.5224548,-121.3939788,6.07E+13,6.07E+13,6.07E+13,60670092011,60670092011,60670092011,0.225285543,0.233482804,0.27839933,1,1,1,0.737167677,0.556962025,0.221518987,0.715189873,0.891025641,0.721518987,0.882911392,0.515822785,0.75,0.591772152,0.002197802,0.737341772,0.002197802,0.99559956,0,0.143296425,0.187536931
796,6.07E+13,60670092011,6067009201,2576,-121.4017341,38.50765496,6,67,9201,1019,6.07E+13,Block 1019,G5040,U,77068,U,S,541695,0,38.5069452,-121.4049479,6.07E+13,6.07E+13,6.07E+13,60670092011,60670092011,60670092011,0.448218541,0.478703328,0.541558123,1,1,1,0.695191402,0.556962025,0.221518987,0.715189873,0.891025641,0.721518987,0.882911392,0.515822785,0.75,0.591772152,0.002197802,0.737341772,0.002197802,0.99559956,0.229885634,0.143296425,0.187536931
797,6.07E+13,60670092011,6067009201,2577,-121.3925505,38.50776101,6,67,9201,1020,6.07E+13,Block 1020,G5040,U,77068,U,S,466462,0,38.5081252,-121.3966361,6.07E+13,6.07E+13,6.07E+13,60670092011,60670092011,60670092011,0.912894993,0.961196702,0.949183513,1,1,1,0,0.556962025,0.221518987,0.715189873,0.891025641,0.721518987,0.882911392,0.515822785,0.75,0.591772152,0.002197802,0.737341772,0.002197802,0.99559956,0,0.143296425,0.187536931
798,6.07E+13,60670092011,6067009201,2690,-121.4020057,38.52204707,6,67,9201,1032,6.07E+13,Block 1032,G5040,U,77068,U,S,42126,0,38.5223684,-121.3995158,6.07E+13,6.07E+13,6.07E+13,60670092011,60670092011,60670092011,0.209032501,0.218747206,0.247117158,1,1,1,0.674896865,0.556962025,0.221518987,0.715189873,0.891025641,0.721518987,0.882911392,0.515822785,0.75,0.591772152,0.002197802,0.737341772,0.002197802,0.99559956,0,0.143296425,0.187536931
799,6.07E+13,60670092011,6067009201,2578,-121.3833669,38.50786637,6,67,9201,1051,6.07E+13,Block 1051,G5040,U,77068,U,S,1262344,0,38.5072903,-121.3810374,6.07E+13,6.07E+13,6.07E+13,60670092011,60670092011,60670092011,1.283528151,1.296269502,1.338095522,1,1,1,0,0.556962025,0.221518987,0.715189873,0.891025641,0.721518987,0.882911392,0.515822785,0.75,0.591772152,0.002197802,0.737341772,0.002197802,0.99559956,0.229885634,0.143296425,0.187536931
800,6.07E+13,60670092011,6067009201,2518,-121.3924157,38.50056496,6,67,9201,1064,6.07E+13,Block 1064,G5040,U,77068,U,S,137180,0,38.4995697,-121.3928524,6.07E+13,6.07E+13,6.07E+13,60670092011,60670092011,60670092011,1.142520571,1.167906187,1.245069029,1,1,1,0,0.556962025,0.221518987,0.715189873,0.891025641,0.721518987,0.882911392,0.515822785,0.75,0.591772152,0.002197802,0.737341772,0.002197802,0.99559956,0.229885634,0.143296425,0.187536931
801,6.07E+13,60670092011,6067009201,2519,-121.383233,38.50067031,6,67,9201,1065,6.07E+13,Block 1065,G5040,U,77068,U,S,558306,0,38.4998293,-121.3863386,6.07E+13,6.07E+13,6.07E+13,60670092011,60670092011,60670092011,1.761906954,1.779146803,1.797591,1,1,1,0,0.556962025,0.221518987,0.715189873,0.891025641,0.721518987,0.882911392,0.515822785,0.75,0.591772152,0.002197802,0.737341772,0.002197802,0.99559956,0.271368379,0.143296425,0.187536931
802,6.07E+13,60670092012,6067009201,2582,-121.3466323,38.50828082,6,67,9201,2013,6.07E+13,Block 2013,G5040,R,NA,NA,S,1477644,0,38.506198,-121.3458133,6.07E+13,6.07E+13,6.07E+13,60670092012,60670092012,60670092012,2.557969625,2.55305302,2.584547987,1,1,1,0,0.556962025,0.221518987,0.715189873,0.891025641,0.721518987,0.882911392,0.515822785,0.75,0.591772152,0.032967033,0.737341772,0.912087912,0.939493949,0.236556982,0.197889832,0.242130338
803,6.07E+13,60670093072,6067009307,1908,-121.3634148,38.42172264,6,67,9307,2013,6.07E+13,Block 2013,G5040,U,77068,U,S,18871,0,38.4219839,-121.3633052,6.07E+13,6.07E+13,6.07E+13,60670093072,60670093072,60670093072,3.568403295,3.305266526,3.611372232,1,1,1,0,0.303797468,0.696202532,0.563291139,0.586538462,0.193037975,0.648734177,0.278481013,0.64556962,0.129746835,0.443956044,0.136075949,0.915384615,0.376237624,0.93258427,0.109226874,0.117391431
804,6.07E+13,60670093073,6067009307,1852,-121.3632829,38.41452666,6,67,9307,3004,6.07E+13,Block 3004,G5040,U,77068,U,S,81602,0,38.4135748,-121.3638536,6.07E+13,6.07E+13,6.07E+13,60670093073,60670093073,60670093073,3.689653551,3.710651403,4.031025546,1,1,1,0,0.303797468,0.696202532,0.563291139,0.586538462,0.193037975,0.648734177,0.278481013,0.64556962,0.129746835,0.408791209,0.136075949,0.774725275,0.713971397,0.334570626,0.100787314,0.108951871
805,6.07E+13,60670093081,6067009308,1907,-121.3725878,38.4216188,6,67,9308,1000,6.07E+13,Block 1000,G5040,U,77068,U,S,45926,0,38.4226151,-121.37286,6.07E+13,6.07E+13,6.07E+13,60670093081,60670093081,60670093081,2.99464956,3.013707579,3.127716598,1,1,1,0,0.610759494,0.879746835,0.262658228,0.705128205,0.490506329,0.082278481,0.313291139,0.958860759,0.658227848,0.825274725,0.370253165,0.842857143,0.584158416,0,0.174938517,0.197153707
806,6.07E+13,60670093081,6067009308,1906,-121.3817607,38.42151426,6,67,9308,1011,6.07E+13,Block 1011,G5040,U,77068,U,S,34758,0,38.421064,-121.3811533,6.07E+13,6.07E+13,6.07E+13,60670093081,60670093081,60670093081,2.739599107,2.749127995,2.878349438,1,1,1,0,0.610759494,0.879746835,0.262658228,0.705128205,0.490506329,0.082278481,0.313291139,0.958860759,0.658227848,0.825274725,0.370253165,0.842857143,0.584158416,0.879363965,0.174938517,0.197153707
807,6.07E+13,60670093082,6067009308,1849,-121.3907991,38.41421309,6,67,9308,2006,6.07E+13,Block 2006,G5040,U,77068,U,S,162031,0,38.4209559,-121.3920584,6.07E+13,6.07E+13,6.07E+13,60670096111,60670093082,60670093082,3.037431125,3.032286105,2.888587819,1,1,1,0,0.610759494,0.879746835,0.262658228,0.705128205,0.490506329,0.082278481,0.313291139,0.958860759,0.658227848,0.334065934,0.370253165,0.961538462,0.887788779,0,0.182059396,0.204274586
808,6.07E+13,60670093082,6067009308,1905,-121.3909336,38.42140903,6,67,9308,2006,6.07E+13,Block 2006,G5040,U,77068,U,S,162031,0,38.4209559,-121.3920584,6.07E+13,6.07E+13,6.07E+13,60670093082,60670093082,60670093082,2.556793909,2.554856267,2.468131814,1,1,1,0,0.610759494,0.879746835,0.262658228,0.705128205,0.490506329,0.082278481,0.313291139,0.958860759,0.658227848,0.334065934,0.370253165,0.961538462,0.887788779,0,0.182059396,0.204274586
809,6.07E+13,60670093082,6067009308,1850,-121.381627,38.41431831,6,67,9308,2014,6.07E+13,Block 2014,G5040,U,77068,U,S,28342,0,38.4140195,-121.3811578,6.07E+13,6.07E+13,6.07E+13,60670093082,60670093082,60670093082,3.192833872,3.197681364,3.333211327,1,1,1,0,0.610759494,0.879746835,0.262658228,0.705128205,0.490506329,0.082278481,0.313291139,0.958860759,0.658227848,0.334065934,0.370253165,0.961538462,0.887788779,0.482694623,0.182059396,0.204274586
810,6.07E+13,60670093083,6067009308,1851,-121.372455,38.41442284,6,67,9308,3005,6.07E+13,Block 3005,G5040,U,77068,U,S,230545,0,38.4120781,-121.373864,6.07E+13,6.07E+13,6.07E+13,60670093071,60670093083,60670093083,3.414190151,3.427809561,3.550774137,1,1,1,0,0.610759494,0.879746835,0.262658228,0.705128205,0.490506329,0.082278481,0.313291139,0.958860759,0.658227848,0.549450549,0.370253165,0.715384615,0.944994499,0.334570626,0.167290166,0.189505355
811,6.07E+13,60670093091,6067009309,1796,-121.3723222,38.40722689,6,67,9309,1003,6.07E+13,Block 1003,G5040,U,77068,U,S,37192,0,38.405771,-121.3721583,6.07E+13,6.07E+13,6.07E+13,60670093091,60670093091,60670093091,3.852411712,3.861727177,3.991114624,1,1,1,0,0.534810127,0.151898734,0.674050633,0.695512821,0.196202532,0.376582278,0.186708861,0.816455696,0.158227848,0.245054945,0.155063291,0.806593407,0.926292629,0.32328451,0.112952566,0.122256364
812,6.07E+13,60670093091,6067009309,1795,-121.3814934,38.40712237,6,67,9309,1007,6.07E+13,Block 1007,G5040,U,77068,U,S,21250,0,38.4068965,-121.3801337,6.07E+13,6.07E+13,6.07E+13,60670093091,60670093091,60670093091,3.657672898,3.658992353,3.571893444,1,1,1,0,0.534810127,0.151898734,0.674050633,0.695512821,0.196202532,0.376582278,0.186708861,0.816455696,0.158227848,0.245054945,0.155063291,0.806593407,0.926292629,0.519361958,0.112952566,0.122256364
813,6.07E+13,60670093092,6067009309,1741,-121.3721894,38.40003094,6,67,9309,2000,6.07E+13,Block 2000,G5040,U,77068,U,S,785085,0,38.3955485,-121.3747205,6.07E+13,6.07E+13,6.07E+13,60670093102,60670093091,60670093102,4.303611759,4.309479313,4.443603445,1,1,1,0,0.534810127,0.151898734,0.674050633,0.695512821,0.196202532,0.376582278,0.186708861,0.816455696,0.158227848,0.450549451,0.155063291,0.258241758,0.589658966,0.275832665,0.080051468,0.089355265
814,6.07E+13,60670093092,6067009309,1687,-121.3720567,38.39283501,6,67,9309,2000,6.07E+13,Block 2000,G5040,U,77068,U,S,785085,0,38.3955485,-121.3747205,6.07E+13,6.07E+13,6.07E+13,60670093103,60670093103,60670093103,4.764100902,4.767166003,4.679946832,1,1,1,0,0.534810127,0.151898734,0.674050633,0.695512821,0.196202532,0.376582278,0.186708861,0.816455696,0.158227848,0.450549451,0.155063291,0.258241758,0.589658966,0.275832665,0.080051468,0.089355265
815,6.07E+13,60670093092,6067009309,1740,-121.3813597,38.39992644,6,67,9309,2006,6.07E+13,Block 2006,G5040,U,77068,U,S,52558,0,38.4005066,-121.3811276,6.07E+13,6.07E+13,6.07E+13,60670093092,60670093092,60670093092,4.130203075,4.128790182,4.000239393,1,1,1,0,0.534810127,0.151898734,0.674050633,0.695512821,0.196202532,0.376582278,0.186708861,0.816455696,0.158227848,0.450549451,0.155063291,0.258241758,0.589658966,0.570124398,0.080051468,0.089355265
816,6.07E+13,60670093103,6067009310,1688,-121.3628873,38.39293881,6,67,9310,3004,6.07E+13,Block 3004,G5040,U,77068,U,S,28663,0,38.3933086,-121.3626381,6.07E+13,6.07E+13,6.07E+13,60670093103,60670093104,60670093103,4.965224787,4.974422411,5.10390091,1,1,1,0,0.579113924,0.933544304,0.515822785,0.599358974,0.528481013,0.405063291,0.759493671,0.509493671,0.443037975,0.761538462,0.215189873,0.859340659,0.797579758,0.850421348,0.190168034,0.203079427
817,6.07E+13,60670093103,6067009310,1577,-121.3626237,38.37854694,6,67,9310,3019,6.07E+13,Block 3019,G5040,U,77068,U,S,512510,0,38.381301,-121.3600491,6.07E+13,6.07E+13,6.07E+13,60670093104,60670093103,60670093104,5.872940219,5.877091268,5.789824696,1,1,1,0,0.579113924,0.933544304,0.515822785,0.599358974,0.528481013,0.405063291,0.759493671,0.509493671,0.443037975,0.761538462,0.215189873,0.859340659,0.797579758,0,0.190168034,0.203079427
818,6.07E+13,60670093104,6067009310,1633,-121.3627555,38.38574287,6,67,9310,4006,6.07E+13,Block 4006,G5040,U,77068,U,S,269564,0,38.3846931,-121.3633398,6.07E+13,6.07E+13,6.07E+13,60670093104,60670093104,60670093104,5.415222821,5.421691262,5.554961966,1,1,1,0,0.579113924,0.933544304,0.515822785,0.599358974,0.528481013,0.405063291,0.759493671,0.509493671,0.443037975,0.759340659,0.215189873,0.68021978,0.321232123,0,0.179420782,0.192332174
819,6.07E+13,60670093105,6067009310,1798,-121.3539797,38.40743383,6,67,9310,5001,6.07E+13,Block 5001,G5040,U,77068,U,S,22502,0,38.4068363,-121.3537874,6.07E+13,6.07E+13,6.07E+13,60670093105,60670093105,60670093281,4.387378231,4.679694159,4.4096896,1,1,1,0,0.579113924,0.933544304,0.515822785,0.599358974,0.528481013,0.405063291,0.759493671,0.509493671,0.443037975,0.751648352,0.215189873,0.365934066,0.888888889,0.640048154,0.160563639,0.173475031
820,6.07E+13,60670093105,6067009310,1743,-121.3538488,38.40023786,6,67,9310,5009,6.07E+13,Block 5009,G5040,U,77068,U,S,168883,0,38.4003134,-121.354915,6.07E+13,6.07E+13,6.07E+13,60670093105,60670093281,60670093105,4.788426662,4.806660068,5.138714685,1,1,1,0,0.579113924,0.933544304,0.515822785,0.599358974,0.528481013,0.405063291,0.759493671,0.509493671,0.443037975,0.751648352,0.215189873,0.365934066,0.888888889,0,0.160563639,0.173475031
821,6.07E+13,60670093105,6067009310,1797,-121.363151,38.4073307,6,67,9310,5010,6.07E+13,Block 5010,G5040,U,77068,U,S,23972,0,38.4064732,-121.3623545,6.07E+13,6.07E+13,6.07E+13,60670093105,60670093101,60670093105,4.09852547,4.114848532,4.233323067,1,1,1,0,0.579113924,0.933544304,0.515822785,0.599358974,0.528481013,0.405063291,0.759493671,0.509493671,0.443037975,0.751648352,0.215189873,0.365934066,0.888888889,0.653441011,0.160563639,0.173475031
822,6.07E+13,60670093111,6067009311,2234,-121.3458501,38.46510435,6,67,9311,1015,6.07E+13,Block 1015,G5040,U,77068,U,S,26574,0,38.465113,-121.3448945,6.07E+13,6.07E+13,6.07E+13,60670093111,60670093111,60670093111,2.412490913,2.428306819,2.464559982,1,1,1,0,0.541139241,0.85443038,0.82278481,0.5,0.803797468,0.651898734,0.424050633,0.376582278,0.069620253,0.253846154,0.503164557,0.782417582,0.415841584,0.83793138,0.157261511,0.187451384
823,6.07E+13,60670093112,6067009311,2232,-121.3642068,38.46489864,6,67,9311,2024,6.07E+13,Block 2024,G5040,U,77068,U,S,110978,0,38.4656405,-121.3609326,6.07E+13,6.07E+13,6.07E+13,60670093121,60670093121,60670093112,1.430874186,1.450287373,1.516690144,1,1,1,0,0.541139241,0.85443038,0.82278481,0.5,0.803797468,0.651898734,0.424050633,0.376582278,0.069620253,0.210989011,0.503164557,0.969230769,0.556655666,0.682233146,0.168470302,0.198660175
