geoid,countyfp10,pop10,areakm,popdens
6039000300,39,8213,9.86237841748,832.7605829280002
6039000106,39,5021,56.9138856536,88.2210016473
6039000108,39,7068,287.033910086,24.6242682541
6039000201,39,9049,105.21292904,86.00654009540001
6039000109,39,2392,727.181982664,3.28941043236
6039000604,39,5467,1.7655368922099999,3096.50850352
6039000603,39,5585,1.2078151316399999,4624.05202062
6039000800,39,7027,2.8169921451599995,2494.50464818
6039000900,39,9612,3.82460415495,2513.20126491
6039000506,39,6438,42.2542789027,152.36326751299998
6039000508,39,6878,108.97218281399999,63.1170251196
6039000102,39,4163,1791.84332358,2.3233058075999997
6039000502,39,10473,10.761863740299999,973.158576683
6039000103,39,5033,663.029179152,7.590917803099999
6039001000,39,5319,373.952037569,14.2237492128
6039000503,39,8539,153.258671195,55.71626018550001
6039000602,39,5161,1.4168424867299998,3642.60674586
6039000104,39,4773,47.8592808982,99.7298728777
6039000700,39,10776,8.38344870661,1285.38986485
6039000509,39,5935,82.1720352409,72.22651821390001
6039000507,39,10546,161.737888509,65.2042641167
6039000400,39,1288,644.928321349,1.9971211642700002
6039000202,39,6109,290.601855273,21.0218891901
