geoid,vbm_rate_youth
6039000300,0.576038914696
6039000106,0.659795342957
6039000108,0.717034747853
6039000201,0.709333693664
6039000109,0.650620047891
6039000604,0.586230382101
6039000603,0.74607946343
6039000800,0.731620396652
6039000900,0.706198545122
6039000506,0.667539874839
6039000508,0.720032826044
6039000102,0.679508920523
6039000502,0.667193454027
6039000103,0.696204852211
6039001000,0.761114508853
6039000503,0.756888110327
6039000602,0.661431388133
6039000104,0.715356670434
6039000700,0.703794113573
6039000509,0.634312406977
6039000507,0.699727445347
6039000400,0.937113691374
6039000202,0.710015318039
