geoid,countyfp,prc_nonengprof_final,unreliable_flag
6039000300,39,0.225826811411,0
6039000106,39,0.018606574322900003,1
6039000108,39,0.012115093387200002,1
6039000201,39,0.0638949671772,0
6039000109,39,0.0376207422471,1
6039000604,39,0.502752654345,0
6039000603,39,0.332848535217,0
6039000800,39,0.32038206249,0
6039000900,39,0.488385734397,0
6039000506,39,0.197689989956,0
6039000508,39,0.210489214719,0
6039000102,39,0.011560693641600001,1
6039000502,39,0.226775431862,0
6039000103,39,0.0039632874426399995,1
6039001000,39,0.17592027659099999,0
6039000503,39,0.138011552169,0
6039000602,39,0.432855863921,0
6039000104,39,0.012405063291100001,1
6039000700,39,0.107640161231,0
6039000509,39,0.052743362831899995,0
6039000507,39,0.164759065115,0
6039000400,39,0.23088685015299998,0
6039000202,39,0.138308075964,0
