geoid,countyfp,prc_youth_final,unreliable_flag
6039000300,39,0.11834852064300001,0
6039000106,39,0.0467054263566,0
6039000108,39,0.045868772782500004,0
6039000201,39,0.0815001803101,0
6039000109,39,0.058742542450699986,0
6039000604,39,0.133481836875,0
6039000603,39,0.131383158607,0
6039000800,39,0.127036317441,0
6039000900,39,0.131660108476,0
6039000506,39,0.118149146451,0
6039000508,39,0.12882037533500001,0
6039000102,39,0.0743293133153,0
6039000502,39,0.12543732400399998,0
6039000103,39,0.0369496855346,1
6039001000,39,0.10084202085,0
6039000503,39,0.0767126410578,0
6039000602,39,0.08988246139660001,0
6039000104,39,0.08378511582060001,0
6039000700,39,0.09835124272,0
6039000509,39,0.0888329135181,0
6039000507,39,0.126434782609,0
6039000400,39,0.0914359304572,0
6039000202,39,0.09077331563230001,0
