geoid,countyfp,prc_pov_final,unreliable_flag
6039000300,39,0.35624857728200005,0
6039000106,39,0.14011627907,0
6039000108,39,0.164304221917,0
6039000201,39,0.28305647840500003,0
6039000109,39,0.0784494693124,0
6039000604,39,0.349214569308,0
6039000603,39,0.39015216276299997,0
6039000800,39,0.336690424543,0
6039000900,39,0.357758162289,0
6039000506,39,0.165618448637,0
6039000508,39,0.253408761242,0
6039000102,39,0.146142433234,0
6039000502,39,0.211110162983,0
6039000103,39,0.237574552684,0
6039001000,39,0.1515704154,0
6039000503,39,0.08524552547039999,0
6039000602,39,0.35010433572899996,0
6039000104,39,0.0931493346476,0
6039000700,39,0.117753474221,0
6039000509,39,0.129135180521,0
6039000507,39,0.239391304348,0
6039000400,39,0.147456535737,0
6039000202,39,0.166029582849,0
