geoid,prc_asian,unreliable_flag
6039000300,0.0030374620317246,1
6039000106,0.00988372093023256,1
6039000108,0.008505467800729041,1
6039000201,0.0245221781464118,0
6039000109,0.0114731528223956,1
6039000604,0.0,1
6039000603,0.0109908691241123,1
6039000800,0.0,1
6039000900,0.0170158460065936,1
6039000506,0.0197663971248877,1
6039000508,0.0308310991957105,1
6039000102,0.0024612355402412,1
6039000502,0.0213328782319311,1
6039000103,0.004127358490566039,1
6039001000,0.0246591820368885,1
6039000503,0.0712413085603556,0
6039000602,0.0018437427978797,1
6039000104,0.0729423361261705,1
6039000700,0.0267410384710032,1
6039000509,0.0198152812762385,1
6039000507,0.00643478260869565,1
6039000400,0.000643915003219575,1
6039000202,0.0391636242947229,0
