geoid,countyfp,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_poplatino_final,prc_poplatino_final_unreliable_flag,pop10,areakm,popdens,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,vbm_rate_youth,vbm_rate_asn,vbm_rate_tot,job_dens,prc_asian,prc_asian_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,pollvoter_dens,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,vbm_rate_lat,prc_white,prc_white_unreliable_flag,cvapdens
6039000300,39,0.895694135115,0,0.35624857728200005,0,0.12950402713,0,0.033862076724041,1,0.521543480706,0,0.521543480706,0,8213,9.86237841748,832.7605829280002,0.225826811411,0,0.576038914696,0.731459439939,0.6450515709610001,0.0667293675053,0.0030374620317246,1,0.118348520643,0,0.0508167744066,0.4668675954592361,0,0.622043301589,0.399257509281134,0,0.0547860010177
6039000106,39,0.998462327012,0,0.14011627907,0,0.153930530165,0,0.00155038759689922,1,0.108139534884,0,0.108139534884,0,5021,56.9138856536,88.2210016473,0.018606574322900003,1,0.659795342957,0.830966385615,0.6813983659810001,0.0119445097578,0.00988372093023256,1,0.0467054263566,0,0.0717679846747,0.152274534835211,0,0.610924169085,0.843217054263566,0,0.04517442189180002
6039000108,39,0.951074870274,0,0.164304221917,0,0.119696969697,0,0.00941676792223572,1,0.0299210206561,0,0.0299210206561,0,7068,287.033910086,24.6242682541,0.012115093387200002,1,0.717034747853,0.8036474572910001,0.727944123876,0.0197037385375,0.008505467800729041,1,0.0458687727825,0,0.0671851864989,0.28412982051282,0,0.660671103956,0.897174969623329,0,0.0588002487703
6039000201,39,0.919389978214,0,0.28305647840500003,0,0.27990430621999995,0,0.20098569539608105,0,0.4377930039670001,0,0.4377930039670001,0,9049,105.21292904,86.00654009540001,0.0638949671772,0,0.709333693664,0.653378390924,0.666716955214,0.0564307547613,0.0245221781464118,0,0.0815001803101,0,0.0109946106742,0.617083433001107,0,0.618446255499,0.289698281043395,0,0.0776841748177
6039000109,39,0.991001124859,0,0.0784494693124,0,0.17071057192400002,0,0.00321248279027077,1,0.165672326755,0,0.165672326755,0,2392,727.181982664,3.28941043236,0.0376207422471,1,0.650620047891,0.937150317046,0.7497683083319999,0.005407947331300001,0.0114731528223956,1,0.058742542450699986,0,0.020426755163900003,0.237492695652174,0,0.778373587269,0.7457549334557141,0,0.0195058517555
6039000604,39,0.8426150121070001,0,0.349214569308,0,0.118513969911,0,0.0121658670322138,1,0.9285469499660001,0,0.928546949966,0,5467,1.76553689221,3096.50850352,0.502752654345,0,0.586230382101,0.732050139876,0.650695960304,0.0083235363273,0.0,1,0.133481836875,0,0.0135828059106,0.38298091954023,0,0.612170339538,0.0486634681288554,0,0.0163962232148
6039000603,39,0.908199018921,0,0.390152162763,0,0.0955392809587,0,0.0309435238417315,1,0.866925938451,0,0.866925938451,0,5585,1.20781513164,4624.05202062,0.332848535217,0,0.74607946343,0.771837221182,0.657663763099,0.00587820362097,0.0109908691241123,1,0.131383158607,0,0.0136357311389,0.517872376154492,0,0.662430053192,0.0644234020967197,1,0.022445864194
6039000800,39,0.7961060032449999,0,0.336690424543,0,0.109424233744,0,0.00254072634882678,1,0.8166193394110001,0,0.8166193394110001,0,7027,2.8169921451599995,2494.50464818,0.32038206249,0,0.731620396652,0.8564582913330001,0.693605934298,0.10886433106,0.0,1,0.127036317441,0,0.0158730369557,0.587099198084979,0,0.6710277310849999,0.171872664773576,0,0.0314920563125
6039000900,39,0.889938592348,0,0.357758162289,0,0.11228136167,0,0.0196745719451239,1,0.911942996916,0,0.911942996916,0,9612,3.82460415495,2513.20126491,0.488385734397,0,0.706198545122,0.6878605253810001,0.669167159759,0.019891841053400004,0.0170158460065936,1,0.131660108476,0,0.0245937848093,0.4582639409426459,0,0.666256557601,0.0274380516856322,0,0.0331882173348
6039000506,39,0.967378410439,0,0.165618448637,0,0.114649681529,0,0.0309973045822102,1,0.745582509733,0,0.745582509733,0,6438,42.2542789027,152.36326751299998,0.197689989956,0,0.667539874839,0.681679116647,0.661583103737,0.0184810721843,0.0197663971248877,1,0.118149146451,0,0.043125880866400006,0.3482498603351961,0,0.633595258596,0.192422881102126,0,0.040481709730300006
