geoid,prc_black,unreliable_flag
6039000300,0.033862076724041,1
6039000106,0.00155038759689922,1
6039000108,0.00941676792223572,1
6039000201,0.20098569539608102,0
6039000109,0.00321248279027077,1
6039000604,0.0121658670322138,1
6039000603,0.0309435238417315,1
6039000800,0.00254072634882678,1
6039000900,0.0196745719451239,1
6039000506,0.0309973045822102,1
6039000508,0.010455764075066999,1
6039000102,0.0068914595126753605,1
6039000502,0.020735557641437,0
6039000103,0.0,1
6039001000,0.00400962309542903,1
6039000503,0.0209734412401687,1
6039000602,0.0,1
6039000104,0.0,1
6039000700,0.0524977442375523,1
6039000509,0.0214945424013434,1
6039000507,0.05,1
6039000400,0.0,1
6039000202,0.0116163292399602,1
