geoid,countyfp,cvapdens
6039000300,39,0.054786001017699995
6039000106,39,0.04517442189180002
6039000108,39,0.058800248770300004
6039000201,39,0.0776841748177
6039000109,39,0.0195058517555
6039000604,39,0.0163962232148
6039000603,39,0.022445864194
6039000800,39,0.0314920563125
6039000900,39,0.0331882173348
6039000506,39,0.040481709730300006
6039000508,39,0.0477186634251
6039000102,39,0.0378809294962
6039000502,39,0.0582914004636
6039000103,39,0.0452309605925
6039001000,39,0.0345451461525
6039000503,39,0.0632668061288
6039000602,39,0.017187765025200002
6039000104,39,0.0373720811896
6039000700,39,0.08684344433760001
6039000509,39,0.0516198337762
6039000507,39,0.0718041499406
6039000400,39,0.00825465030814
6039000202,39,0.040029400124400004
