geoid,prc_white,unreliable_flag
6081610800,0.210181257231007,0
6081610900,0.33328557099871003,0
6081611200,0.7376766632195791,0
6081611000,0.49582560296846,0
6081610700,0.47761767531220006,0
6081611600,0.7353195164075992,0
6081612000,0.0166036717062635,1
6081611500,0.7130755064456721,0
6081611300,0.671124954195676,0
6081612500,0.7453057294174291,0
6081612100,0.168651468753544,0
6081602100,0.0920502092050209,0
6081602200,0.124589750063115,0
6081602400,0.386808041861746,0
6081602500,0.15485564304461902,0
6081602000,0.229012345679012,0
6081603700,0.328655578655579,0
6081602600,0.0999874229656647,0
6081612600,0.7378640776699029,0
6081612700,0.8330179754020809,0
6081612800,0.7839805825242719,0
6081604000,0.50294208733354,0
6081604102,0.30585015395141996,0
6081604101,0.20781268955477397,0
6081604800,0.308048289738431,0
6081605100,0.5694883133291221,0
6081604400,0.182632941645091,0
6081605200,0.656341789052069,0
6081605300,0.641781548250265,0
6081605400,0.6150008601410629,0
6081605800,0.7093200916730329,0
6081605900,0.408632851864293,0
6081605500,0.5746127691726479,0
6081600402,0.0576848625629113,0
6081609202,0.5789720722835021,0
6081609201,0.743527508090615,0
6081601901,0.211461572634385,0
6081603802,0.5058,0
6081603801,0.38306968790081203,0
6081614000,0.255219582433405,0
6081600401,0.11361639824304501,0
6081608013,0.4403951701427,0
6081601902,0.20118876080691603,0
6081611700,0.0714152177977192,0
6081601601,0.196428571428571,0
6081606800,0.584740827023879,0
6081606000,0.274803954994886,0
6081609100,0.460111317254174,0
6081610304,0.45454545454545503,0
6081606200,0.119678217821782,0
6081606300,0.46871520819416607,0
6081606400,0.5851351351351349,0
6081606100,0.28773281952472696,0
6081613200,0.805670407560543,0
6081603900,0.493316699340581,0
6081603400,0.594292389853137,0
6081611800,0.0385876418663304,0
6081613300,0.856722997795738,0
6081607300,0.656591099916037,0
6081613600,0.74852295106802,0
6081600100,0.378848728246319,0
6081603100,0.6500994035785289,0
6081605600,0.6356796522320679,0
6081604600,0.380738695201933,0
6081608100,0.38723181580324395,0
6081610202,0.342382495948136,0
6081600500,0.11061067691084898,0
6081606500,0.7063041529728109,0
6081606600,0.545010845986985,0
6081606900,0.534300274402195,0
6081606700,0.6122534620226611,0
6081600600,0.0636395511921459,0
6081601200,0.16190057193136803,0
6081601100,0.20414724320848698,0
6081613502,0.7039938556067591,0
6081612900,0.704298740772905,0
6081605700,0.580191333708498,0
6081607200,0.40978886756238,0
6081607100,0.6662464544595021,0
6081607400,0.45697818032112003,0
6081607500,0.40383250532292403,0
6081607702,0.35260115606936404,0
6081607800,0.408499566348656,0
6081607701,0.25606533749699695,0
6081608002,0.5111111111111111,0
6081607900,0.5302981724911829,0
6081608502,0.45184621240959294,0
6081608300,0.384903640256959,0
6081608200,0.48852205313386604,0
6081608501,0.548512026090501,0
6081608023,0.377115526122149,0
6081608400,0.373086734693878,0
6081608600,0.36470327723649204,0
6081608700,0.614479266456822,0
6081609300,0.7518881118881121,0
6081609000,0.6107114308553161,0
6081610100,0.44617912900575196,0
6081610000,0.607961650687787,0
6081610201,0.12481352560914999,0
6081609900,0.715462610899873,0
6081610303,0.43106004447739105,0
6081610400,0.16042866282789497,0
6081610203,0.0923231309583542,0
6081610602,0.455702917771883,0
6081610601,0.0961884508424669,0
6081610500,0.14921117658239902,0
6081613900,0.578659976387249,0
6081600800,0.14915254237288098,0
6081600900,0.35361883295767604,0
6081600700,0.10998215021282401,0
6081601000,0.16525488988141102,0
6081601700,0.276679841897233,0
6081601800,0.27654836464857296,0
6081601300,0.0863662293211637,0
6081611400,0.771305530371713,0
6081609603,0.7279454722492701,0
6081611900,0.123832684824903,0
6081602300,0.129323308270677,0
6081609602,0.7131195335276971,0
6081613000,0.7468427095292769,0
6081613700,0.607935440484196,0
6081603000,0.6556397886515051,0
6081604500,0.44891971192318,0
6081611100,0.779968454258675,0
6081607000,0.570764312699797,0
6081604900,0.349484213816818,0
6081608004,0.382687599020596,0
6081610302,0.36357039187227896,0
6081613400,0.851441241685144,0
6081602900,0.570652173913043,0
6081602800,0.30851748551812896,0
6081603200,0.683488754799781,0
6081607600,0.43598615916955,0
6081613501,0.562654575432811,0
6081609700,0.831330472103004,0
6081609500,0.732146429285857,0
6081604700,0.40729709605361103,0
6081600300,0.160580160580161,0
6081609601,0.6907287033869309,0
6081603300,0.662713120830245,0
6081605000,0.46515720319099,0
6081608001,0.36921420882669503,0
6081608900,0.540627279358133,0
6081604200,0.30776770399411896,0
6081602700,0.244473771032662,0
6081601400,0.12422942910747801,0
6081601501,0.11488732914665699,0
6081601502,0.11518324607329801,0
6081601603,0.152550850283428,0
6081609800,0.648492623476588,0
6081601605,0.0742612157403154,0
6081601604,0.362637362637363,0
6081613800,0.7089252211203431,0
6081600200,0.0495120209473935,0
6081609400,0.8172433035714292,0
6081608800,0.6538844621513941,0
