geoid,countyfp,cvapdens
6081610800,81,0.00420764577589
6081610900,81,0.00768486893543
6081611200,81,0.00450598740793
6081611000,81,0.00846672976421
6081610700,81,0.0065223653347600006
6081611600,81,0.00297312867783
6081612000,81,0.0069441586766
6081611500,81,0.0037858524340600003
6081611300,81,0.00740710258837
6081612500,81,0.00562734043867
6081612100,81,0.00644006419489
6081602100,81,0.00319945681248
6081602200,81,0.00821982634459
6081602400,81,0.011738200074100001
6081602500,81,0.00878564668121
6081602000,81,0.0115221595819
6081603700,81,0.00871363318382
6081602600,81,0.0118616517839
6081612600,81,0.0061931607752799996
6081612700,81,0.00289082753796
6081612800,81,0.004310522200729999
6081604000,81,0.00495864367721
6081604102,81,0.00436196041315
6081604101,81,0.010277354841399999
6081604800,81,0.00666639232953
6081605100,81,0.00440311098309
6081604400,81,0.006789844039340001
6081605200,81,0.0047117402576
6081605300,81,0.0065635159047
6081605400,81,0.00812723756224
6081605800,81,0.0037652771490900004
6081605900,81,0.00740710258837
6081605500,81,0.007571704868109998
6081600402,81,0.00691329574915
6081609202,81,0.0060902843504399996
6081609201,81,0.005524464013829999
6081601901,81,0.0060079832105699995
6081603802,81,0.007551129583140002
6081603801,81,0.0032611826673800003
6081614000,81,0.00789062178511
6081600401,81,0.00483519196741
6081608013,81,0.00596683264063
6081601902,81,0.00784947121518
6081611700,81,0.00568906629357
6081601601,81,0.00399160528373
6081606800,81,0.00521583473931
6081606000,81,0.00543187523147
6081609100,81,0.0019752273569
6081610304,81,0.0061211472778900005
6081606200,81,0.006861857536729999
6081606300,81,0.0058228056458599995
6081606400,81,0.00761285543805
6081606100,81,0.005493601086379999
6081613200,81,0.0100098761368
6081603900,81,0.00831241512695
6081603400,81,0.0090428377433
6081611800,81,0.0039504547138
6081613300,81,0.00420764577589
6081607300,81,0.0054112999465
6081613600,81,0.009845273857040001
6081600100,81,0.00761285543805
6081603100,81,0.00538043701905
6081605600,81,0.00846672976421
6081604600,81,0.00443397391054
6081608100,81,0.00482490432492
6081610202,81,0.0033331961647700002
6081600500,81,0.0113678449447
6081606500,81,0.00479404139747
6081606600,81,0.00492778074976
6081606900,81,0.00386815357393
6081606700,81,0.0036418254392800004
6081600600,81,0.007808320645239998
6081601200,81,0.00913542652566
6081601100,81,0.00906341302827
6081613502,81,0.009629233364879999
6081612900,81,0.00644006419489
6081605700,81,0.00765400600798
6081607200,81,0.00535986173409
6081607100,81,0.00436196041315
6081607400,81,0.00665610468705
6081607500,81,0.00511295831447
6081607702,81,0.00390930414386
6081607800,81,0.004917493107279999
6081607701,81,0.00504094481709
6081608002,81,0.00463972676022
6081607900,81,0.00457800090531
6081608502,81,0.0037755647915700004
6081608300,81,0.00448541212296
6081608200,81,0.0055038887288599994
6081608501,81,0.006841282251760001
6081608023,81,0.0034360725896100002
6081608400,81,0.00768486893543
6081608600,81,0.005236410024279999
6081608700,81,0.010164190774
6081609300,81,0.00487634253734
6081609000,81,0.00348751080202
6081610100,81,0.0031274433150900002
6081610000,81,0.00659437883215
6081610201,81,0.00507180774454
6081609900,81,0.00484547960989
6081610303,81,0.009999588494299999
6081610400,81,0.005256985309249999
6081610203,81,0.0023455824863200005
6081610602,81,0.004022468211179999
6081610601,81,0.00409448170857
6081610500,81,0.00460886383276
6081613900,81,0.009104563598209998
6081600800,81,0.00807579934982
6081600900,81,0.00617258549031
6081600700,81,0.0086004691165
6081601000,81,0.00991728735443
6081601700,81,0.00687214517921
6081601800,81,0.0102670671989
6081601300,81,0.009557219867500001
6081611400,81,0.0067486934694
6081609603,81,0.00809637463479
6081611900,81,0.010308217768799999
6081602300,81,0.00507180774454
6081609602,81,0.0026027735484099998
6081613000,81,0.00487634253734
6081613700,81,0.0130241553846
6081603000,81,0.00669725525699
6081604500,81,0.0058330932883400004
6081611100,81,0.00967038393482
6081607000,81,0.0055450392987899996
6081604900,81,0.00492778074976
6081608004,81,0.00735566437595
6081610302,81,0.0035286613719600008
6081613400,81,0.00470145261512
6081602900,81,0.005719929221020001
6081602800,81,0.00719106209621
6081603200,81,0.0057919427184099995
6081607600,81,0.0043928233406
6081613501,81,0.00650179004979
6081609700,81,0.00704703510144
6081609500,81,0.0069441586766
6081604700,81,0.00397102999877
6081600300,81,0.005719929221020001
6081609601,81,0.00419735813341
6081603300,81,0.010668285255799999
6081605000,81,0.0114912966545
6081608001,81,0.00405333113864
6081608900,81,0.00953664458253
6081604200,81,0.00457800090531
6081602700,81,0.0090428377433
6081601400,81,0.0107608740381
6081601501,81,0.0080243611374
6081601502,81,0.00642977655241
6081601603,81,0.00934117937533
6081609800,81,0.0070573227439200015
6081601605,81,0.009546932225010001
6081601604,81,0.00411505699354
6081613800,81,0.0054112999465
6081600200,81,0.00484547960989
6081609400,81,0.00475289082754
6081608800,81,0.0084050039093
