geoid,countyfp,prcdisabled_final,unreliable_flag
6081610800,81,0.020612306759599998,0
6081610900,81,0.0757825370675,0
6081611200,81,0.0936794582393,0
6081611000,81,0.0515940618155,0
6081610700,81,0.0752413401476,0
6081611600,81,0.07023144453310001,0
6081612000,81,0.0937707825316,0
6081611500,81,0.053558844256499996,0
6081611300,81,0.059789343246599985,0
6081612500,81,0.0518848804216,1
6081612100,81,0.0902702702703,0
6081602100,81,0.0589285714286,0
6081602200,81,0.0774959742351,0
6081602400,81,0.048505122308199984,0
6081602500,81,0.07101086048449999,0
6081602000,81,0.0656746031746,0
6081603700,81,0.0745290745291,1
6081602600,81,0.0287840219307,0
6081612600,81,0.0190031152648,1
6081612700,81,0.0288104089219,1
6081612800,81,0.0296430732002,0
6081604000,81,0.0686029043565,0
6081604102,81,0.0288909599254,1
6081604101,81,0.0296799570892,1
6081604800,81,0.103215434084,0
6081605100,81,0.04267990074440002,0
6081604400,81,0.048608988076999995,0
6081605200,81,0.0179910044978,1
6081605300,81,0.0625215889465,0
6081605400,81,0.0533678756477,0
6081605800,81,0.0730797912006,0
6081605900,81,0.07302426135,0
6081605500,81,0.0426387771521,0
6081600402,81,0.034128745838000005,1
6081609202,81,0.051612903225800005,0
6081609201,81,0.0891352549889,0
6081601901,81,0.0663355799929,0
6081603802,81,0.0611295681063,0
6081603801,81,0.0556501987507,0
6081614000,81,0.058354682607500014,0
6081600401,81,0.0737527114967,0
6081608013,81,0.022587268993799998,0
6081601902,81,0.0421527041357,0
6081611700,81,0.0490373044525,0
6081601601,81,0.10733844468800001,0
6081606800,81,0.0337871911246,0
6081606000,81,0.0736506248338,0
6081609100,81,0.0548327137546,0
6081610304,81,0.034132171387099994,0
6081606200,81,0.104190260476,0
6081606300,81,0.0873412851097,0
6081606400,81,0.038628038627999996,1
6081606100,81,0.0443629086057,0
6081613200,81,0.041510611735300004,0
6081603900,81,0.100353148911,0
6081603400,81,0.0841404358354,0
6081611800,81,0.0804106073567,0
6081613300,81,0.0239197530864,1
6081607300,81,0.07524271844660001,0
6081613600,81,0.0335978835979,1
6081600100,81,0.073703366697,0
6081603100,81,0.0406613047364,0
6081605600,81,0.035251080811400014,0
6081604600,81,0.021046301864099996,1
6081608100,81,0.0567081604426,0
6081610202,81,0.0682624113475,0
6081600500,81,0.0413397129187,0
6081606500,81,0.0154462242563,1
6081606600,81,0.0479302832244,0
6081606900,81,0.0593705293276,1
6081606700,81,0.0172955974843,1
6081600600,81,0.0373707924728,0
6081601200,81,0.0575883575884,0
6081601100,81,0.0545406407201,0
6081613502,81,0.036942969291199994,1
6081612900,81,0.0205894226887,0
6081605700,81,0.0316051136364,0
6081607200,81,0.0509312048651,0
6081607100,81,0.108202443281,0
6081607400,81,0.073726541555,0
6081607500,81,0.06934306569339999,0
6081607702,81,0.143181818182,0
6081607800,81,0.0546522131888,1
6081607701,81,0.0694597574421,0
6081608002,81,0.039588688946000004,1
6081607900,81,0.054480651731199994,0
6081608502,81,0.058856191004999996,1
6081608300,81,0.0448006576243,1
6081608200,81,0.0498924731183,0
6081608501,81,0.060096930533099994,0
6081608023,81,0.0377094972067,1
6081608400,81,0.0526787715759,1
6081608600,81,0.0645595158036,0
6081608700,81,0.0499276410999,1
6081609300,81,0.023076923076900003,1
6081609000,81,0.0612546125461,0
6081610100,81,0.0358773646445,0
6081610000,81,0.053946967388000006,0
6081610201,81,0.0653700702323,0
6081609900,81,0.027586206896599998,1
6081610303,81,0.0183172302738,1
6081610400,81,0.114861329147,0
6081610203,81,0.077358490566,0
6081610602,81,0.05026223776219999,0
6081610601,81,0.0760869565217,0
6081610500,81,0.0643036386449,0
6081613900,81,0.08155523945,0
6081600800,81,0.0528536977492,0
6081600900,81,0.0569823434992,1
6081600700,81,0.0558119094704,0
6081601000,81,0.039408866995099996,0
6081601700,81,0.0726681127983,0
6081601800,81,0.109184629803,0
6081601300,81,0.0405207187385,0
6081611400,81,0.018322082931500002,1
6081609603,81,0.0695825049702,1
6081611900,81,0.037277392091800005,0
6081602300,81,0.06465863453819999,1
6081609602,81,0.0513326752221,0
6081613000,81,0.0333333333333,0
6081613700,81,0.0676395188326,0
6081603000,81,0.09281842818430001,0
6081604500,81,0.010945273631799998,1
6081611100,81,0.0437325905292,0
6081607000,81,0.0347222222222,0
6081604900,81,0.043808411215,0
6081608004,81,0.0117777777778,1
6081610302,81,0.110194460813,0
6081613400,81,0.0252383623107,1
6081602900,81,0.053073692248900003,0
6081602800,81,0.048755186722,0
6081603200,81,0.0622881355932,0
6081607600,81,0.0391221374046,0
6081613501,81,0.08111615833869999,0
6081609700,81,0.0330118694362,0
6081609500,81,0.0257731958763,0
6081604700,81,0.027329192546599997,0
6081600300,81,0.0318124738384,0
6081609601,81,0.00420673076923,1
6081603300,81,0.06441102756889999,0
6081605000,81,0.042643023010300006,0
6081608001,81,0.0347582900519,1
6081608900,81,0.0395151515152,0
6081604200,81,0.0523711340206,0
6081602700,81,0.039970208540199996,0
6081601400,81,0.0445777968281,0
6081601501,81,0.061796042618000015,0
6081601502,81,0.037568110123300004,0
6081601603,81,0.039491479578,0
6081609800,81,0.046087888531599994,0
6081601605,81,0.0344909609895,0
6081601604,81,0.0577550069865,0
6081613800,81,0.0920187793427,0
6081600200,81,0.0559360730594,0
6081609400,81,0.055299539170500005,1
6081608800,81,0.0524261015059,0
