geoid,countyfp,prc_nonengprof_final,unreliable_flag
6081610800,81,0.336602003837,0
6081610900,81,0.276404151404,0
6081611200,81,0.0295268587691,0
6081611000,81,0.123984840282,0
6081610700,81,0.208096013019,0
6081611600,81,0.0409219190969,0
6081612000,81,0.330323126852,0
6081611500,81,0.0273159144893,0
6081611300,81,0.109028960818,0
6081612500,81,0.0408921933086,0
6081612100,81,0.324725715815,0
6081602100,81,0.37604716103,0
6081602200,81,0.344590807175,0
6081602400,81,0.152761627907,0
6081602500,81,0.204784342153,0
6081602000,81,0.217805223209,0
6081603700,81,0.141912421805,0
6081602600,81,0.212454212454,0
6081612600,81,0.10869055985,0
6081612700,81,0.0666848808663,1
6081612800,81,0.0506912088622,1
6081604000,81,0.13018134715,0
6081604102,81,0.168617410388,0
6081604101,81,0.214642712414,0
6081604800,81,0.188289806234,0
6081605100,81,0.0734622144112,0
6081604400,81,0.25,0
6081605200,81,0.0809265084358,0
6081605300,81,0.0685117967332,0
6081605400,81,0.0996589617279,0
6081605800,81,0.119574887439,1
6081605900,81,0.268545737506,0
6081605500,81,0.0791126815862,0
6081600402,81,0.454077253219,0
6081609202,81,0.112783873437,0
6081609201,81,0.0556707670125,1
6081601901,81,0.182242990654,0
6081603802,81,0.147798742138,0
6081603801,81,0.296997690531,0
6081614000,81,0.0752851711027,0
6081600401,81,0.236335403727,0
6081608013,81,0.19896883056,0
6081601902,81,0.199642786267,0
6081611700,81,0.312307376207,0
6081601601,81,0.253312548714,0
6081606800,81,0.135035373731,0
6081606000,81,0.338661150809,0
6081609100,81,0.121888959796,0
6081610304,81,0.0937976614133,0
6081606200,81,0.451508898633,0
6081606300,81,0.273041474654,0
6081606400,81,0.134640522876,0
6081606100,81,0.264259927798,0
6081613200,81,0.053175148672,1
6081603900,81,0.1337890625,0
6081603400,81,0.0715179688897,0
6081611800,81,0.293557282527,0
6081613300,81,0.0444076637453,1
6081607300,81,0.0870348139256,0
6081613600,81,0.0780074569049,1
6081600100,81,0.0873724489796,0
6081603100,81,0.0691881918819,0
6081605600,81,0.0622214298449,0
6081604600,81,0.111953773926,0
6081608100,81,0.136631993253,0
6081610202,81,0.206140350877,0
6081600500,81,0.228093825829,0
6081606500,81,0.0368020304569,0
6081606600,81,0.166762839008,0
6081606900,81,0.0656501482423,0
6081606700,81,0.0687927107062,0
6081600600,81,0.374142088666,0
6081601200,81,0.304514742015,0
6081601100,81,0.315401747473,0
6081613502,81,0.0918331580792,0
6081612900,81,0.0578531598513,0
6081605700,81,0.0485719836798,0
6081607200,81,0.1264,0
6081607100,81,0.0479403409091,0
6081607400,81,0.181014952424,0
6081607500,81,0.210689388071,0
6081607702,81,0.217771303714,0
6081607800,81,0.198713608666,0
6081607701,81,0.227863330125,0
6081608002,81,0.130302105584,0
6081607900,81,0.132760898283,0
6081608502,81,0.107055961071,0
6081608300,81,0.185769574278,0
6081608200,81,0.21469079125,0
6081608501,81,0.130939582885,0
6081608023,81,0.183641368462,0
6081608400,81,0.217524392577,0
6081608600,81,0.16477553034,0
6081608700,81,0.0969054191486,0
6081609300,81,0.018598884067,0
6081609000,81,0.0853913771452,0
6081610100,81,0.1647753064,0
6081610000,81,0.0889341479973,0
6081610201,81,0.475938656795,0
6081609900,81,0.0406366407044,0
6081610303,81,0.0915795119335,0
6081610400,81,0.411136011033,0
6081610203,81,0.548244401438,0
6081610602,81,0.178614457831,0
6081610601,81,0.453779974373,0
6081610500,81,0.375907111756,0
6081613900,81,0.0820209973753,0
6081600800,81,0.301768230308,0
6081600900,81,0.173326414115,0
6081600700,81,0.351784413693,0
6081601000,81,0.222045490695,0
6081601700,81,0.180996523754,0
6081601800,81,0.190631099545,0
6081601300,81,0.397140780228,0
6081611400,81,0.032876064333,0
6081609603,81,0.0533095521205,0
6081611900,81,0.318282753516,0
6081602300,81,0.329305135952,0
6081609602,81,0.0438194898627,0
6081613000,81,0.0560804632734,0
6081613700,81,0.186066270178,0
6081603000,81,0.0464424616792,0
6081604500,81,0.18901224025,0
6081611100,81,0.0276261373036,0
6081607000,81,0.073804244536,0
6081604900,81,0.258218959464,0
6081608004,81,0.139446640316,0
6081610302,81,0.174808235769,0
6081613400,81,0.0596153846154,0
6081602900,81,0.0745515695067,0
6081602800,81,0.148981026001,0
6081603200,81,0.0404179268628,0
6081607600,81,0.20549273021,0
6081613501,81,0.226094727435,0
6081609700,81,0.0346464167062,0
6081609500,81,0.0419758320967,0
6081604700,81,0.176216640502,0
6081600300,81,0.296610169492,0
6081609601,81,0.0802120141343,0
6081603300,81,0.0526105631438,1
6081605000,81,0.212158963498,0
6081608001,81,0.219741480611,0
6081608900,81,0.124749730479,0
6081604200,81,0.325153374233,0
6081602700,81,0.138391224863,0
6081601400,81,0.350496453901,0
6081601501,81,0.335392586688,0
6081601502,81,0.293488824101,0
6081601603,81,0.208012877839,0
6081609800,81,0.0279329608939,0
6081601605,81,0.199394325789,0
6081601604,81,0.161819537658,0
6081613800,81,0.0980179315312,1
6081600200,81,0.43093649617,0
6081609400,81,0.052282596811,1
6081608800,81,0.0673835125448,0
