geoid,countyfp,prc_latino,unreliable_flag
6081610800,81,0.673158503664,0
6081610900,81,0.529875340307,0
6081611200,81,0.192347466391,0
6081611000,81,0.364873222016,0
6081610700,81,0.334486071085,0
6081611600,81,0.651201359731,1
6081612000,81,0.662257019438,0
6081611500,81,0.0519337016575,0
6081611300,81,0.184866251374,0
6081612500,81,0.0996629754454,0
6081612100,81,0.617443574912,0
6081602100,81,0.652719665272,0
6081602200,81,0.656147437516,0
6081602400,81,0.236160837235,0
6081602500,81,0.119510061242,0
6081602000,81,0.318765432099,0
6081603700,81,0.199757449757,0
6081602600,81,0.0986039491888,0
6081612600,81,0.0723440889963,1
6081612700,81,0.0528677137818,1
6081612800,81,0.0703883495146,0
6081604000,81,0.195106844224,0
6081604102,81,0.138214163531,0
6081604101,81,0.458692223705,0
6081604800,81,0.175855130785,0
6081605100,81,0.11749842072,0
6081604400,81,0.248356901016,0
6081605200,81,0.0854472630174,0
6081605300,81,0.0882290562036,0
6081605400,81,0.136590400826,0
6081605800,81,0.072192513369,0
6081605900,81,0.268894860598,0
6081605500,81,0.146958821307,0
6081600402,81,0.279907084785,0
6081609202,81,0.187279981225,0
6081609201,81,0.0995145631068,0
6081601901,81,0.374944469125,0
6081603802,81,0.2142,0
6081603801,81,0.176998717401,0
6081614000,81,0.190964722822,0
6081600401,81,0.261786237189,0
6081608013,81,0.0509330406147,0
6081601902,81,0.275396253602,0
6081611700,81,0.552626659189,0
6081601601,81,0.314139941691,0
6081606800,81,0.125977769232,1
6081606000,81,0.536992840095,0
6081609100,81,0.297464440322,0
6081610304,81,0.101941747573,0
6081606200,81,0.604826732673,0
6081606300,81,0.268537074148,0
6081606400,81,0.14749034749,0
6081606100,81,0.400984799829,0
6081613200,81,0.047548730065,0
6081603900,81,0.269648903939,0
6081603400,81,0.218124165554,0
6081611800,81,0.608070617907,0
6081613300,81,0.0672299779574,0
6081607300,81,0.105793450882,0
6081613600,81,0.206938342675,0
6081600100,81,0.218971122586,0
6081603100,81,0.179494461801,0
6081605600,81,0.0372847349941,0
6081604600,81,0.0655850880221,0
6081608100,81,0.0578231292517,0
6081610202,81,0.415721231767,0
6081600500,81,0.298185190091,0
6081606500,81,0.0588586794144,0
6081606600,81,0.213665943601,0
6081606900,81,0.0878087024696,0
6081606700,81,0.0675618967688,0
6081600600,81,0.444249649369,0
6081601200,81,0.270567531896,0
6081601100,81,0.134062047902,0
6081613502,81,0.242760935808,1
6081612900,81,0.0466782457664,0
6081605700,81,0.0547739636091,0
6081607200,81,0.264395393474,0
6081607100,81,0.140175426528,1
6081607400,81,0.224989707699,0
6081607500,81,0.247929973977,0
6081607702,81,0.353323699422,0
6081607800,81,0.257588898526,0
6081607701,81,0.408359356233,0
6081608002,81,0.0461772441227,1
6081607900,81,0.0391151009939,0
6081608502,81,0.228016749144,0
6081608300,81,0.138132707394,1
6081608200,81,0.0417848852205,0
6081608501,81,0.22197309417,0
6081608023,81,0.0272259013981,0
6081608400,81,0.284757653061,0
6081608600,81,0.222320637733,0
6081608700,81,0.106199534693,0
6081609300,81,0.10013986014,0
6081609000,81,0.10551558753,0
6081610100,81,0.470829909614,0
6081610000,81,0.238015839933,0
6081610201,81,0.749709928725,0
6081609900,81,0.188846641318,0
6081610303,81,0.0698047936743,0
6081610400,81,0.710812539987,0
6081610203,81,0.809834420472,0
6081610602,81,0.453846153846,0
6081610601,81,0.836414199248,0
6081610500,81,0.682379775708,0
6081613900,81,0.164698937426,0
6081600800,81,0.193220338983,0
6081600900,81,0.103931880791,0
6081600700,81,0.312508581628,0
6081601000,81,0.1761897428,0
6081601700,81,0.346728151076,0
6081601800,81,0.332776617954,0
6081601300,81,0.402624073018,0
6081611400,81,0.0507706255666,0
6081609603,81,0.0921129503408,0
6081611900,81,0.577918287938,0
6081602300,81,0.510526315789,0
6081609602,81,0.0489795918367,0
6081613000,81,0.0804210799898,1
6081613700,81,0.296794440708,0
6081603000,81,0.159200551344,0
6081604500,81,0.0957588690317,0
6081611100,81,0.0930599369085,0
6081607000,81,0.0810810810811,0
6081604900,81,0.0975304782745,0
6081608004,81,0.298484479698,1
6081610302,81,0.47206095791,0
6081613400,81,0.0959771935382,0
6081602900,81,0.181677018634,0
6081602800,81,0.18751340914,0
6081603200,81,0.163741086122,0
6081607600,81,0.355824682814,0
6081613501,81,0.350370981039,0
6081609700,81,0.0871244635193,0
6081609500,81,0.0908181636327,0
6081604700,81,0.0752047654505,0
6081600300,81,0.205646205646,0
6081609601,81,0.122651266499,1
6081603300,81,0.144699777613,0
6081605000,81,0.0957297043641,0
6081608001,81,0.0772335844995,0
6081608900,81,0.137417943107,0
6081604200,81,0.467777505513,0
6081602700,81,0.221214120752,0
6081601400,81,0.197936210131,0
6081601501,81,0.0700036941263,0
6081601502,81,0.270987542878,0
6081601603,81,0.131543847949,0
6081609800,81,0.189865298268,0
6081601605,81,0.126320624713,0
6081601604,81,0.144275079759,0
6081613800,81,0.216027874564,0
6081600200,81,0.273030230897,0
6081609400,81,0.12056023015,1
6081608800,81,0.0826693227092,0
