geoid,prc_asian,unreliable_flag
6081610800,0.0775163902815272,0
6081610900,0.0929932655108182,0
6081611200,0.0365391244398483,1
6081611000,0.07900432900432902,0
6081610700,0.161767531219981,0
6081611600,0.12435233160621799,0
6081612000,0.157127429805616,0
6081611500,0.185635359116022,0
6081611300,0.0947233418834738,0
6081612500,0.0847376023110255,0
6081612100,0.12237722581376899,0
6081602100,0.177824267782427,0
6081602200,0.148068669527897,0
6081602400,0.2857339575874411,0
6081602500,0.6512685914260721,0
6081602000,0.419012345679012,0
6081603700,0.3740471240471239,0
6081602600,0.7250660294302601,0
6081612600,0.189953566905867,0
6081612700,0.0804162724692526,0
6081612800,0.0876820388349515,0
6081604000,0.260452152369155,0
6081604102,0.451248717071502,0
6081604101,0.278175421569817,0
6081604800,0.46056338028168997,0
6081605100,0.198989260897031,0
6081604400,0.521210914160526,0
6081605200,0.209612817089453,0
6081605300,0.21484623541887599,0
6081605400,0.14089110614140699,0
6081605800,0.137127578304049,0
6081605900,0.22505878401074897,0
6081605500,0.22912731394031,0
6081600402,0.609562524196671,0
6081609202,0.15325041070171302,0
6081609201,0.108953613807983,0
6081601901,0.368280764104842,0
6081603802,0.2306,0
6081603801,0.422830269345874,0
6081614000,0.45140388768898504,0
6081600401,0.5144948755490479,0
6081608013,0.46761800219539,0
6081601902,0.470821325648415,0
6081611700,0.102262105066368,0
6081601601,0.41326530612244894,0
6081606800,0.34799068142108297,0
6081606000,0.14490282986703,0
6081609100,0.18367346938775503,0
6081610304,0.373565754633716,0
6081606200,0.18428217821782197,0
6081606300,0.208416833667335,0
6081606400,0.19710424710424698,0
6081606100,0.250481695568401,0
6081613200,0.0642350856467809,0
6081603900,0.21154874353947603,0
6081603400,0.123998664886515,0
6081611800,0.15081967213114802,0
6081613300,0.056208670095518,1
6081607300,0.188357122865939,0
6081613600,0.0156036964096349,1
6081600100,0.29317269076305197,0
6081603100,0.0874751491053678,0
6081605600,0.258485203143287,0
6081604600,0.497065930272696,0
6081608100,0.47174254317111497,0
6081610202,0.143030794165316,0
6081600500,0.5485494767518879,0
6081606500,0.18524051389303897,0
6081606600,0.19929501084598703,0
6081606900,0.297922383379067,0
6081606700,0.27360469995803605,0
6081600600,0.44056802244039295,0
6081601200,0.544068045167913,0
6081601100,0.62337244815946,0
6081613502,0.0565284178187404,0
6081612900,0.17390360399478902,0
6081605700,0.294316263365222,0
6081607200,0.256238003838772,0
6081607100,0.204853450992751,0
6081607400,0.25174969123095897,0
6081607500,0.272770286255027,0
6081607702,0.195809248554913,0
6081607800,0.254697889563458,0
6081607701,0.234686524141244,0
6081608002,0.353888888888889,0
6081607900,0.360371914075024,0
6081608502,0.28930338789493704,0
6081608300,0.486081370449679,0
6081608200,0.39901986071704904,0
6081608501,0.17386873216469598,0
6081608023,0.513245033112583,0
6081608400,0.317602040816327,0
6081608600,0.35230292294065507,0
6081608700,0.176816751060627,0
6081609300,0.0976223776223776,0
6081609000,0.180255795363709,0
6081610100,0.04765817584223501,0
6081610000,0.10942059191329699,0
6081610201,0.0802254268191613,0
6081609900,0.0389733840304183,1
6081610303,0.414998764516926,0
6081610400,0.0598208573256558,0
6081610203,0.0747616658304064,0
6081610602,0.0604774535809019,0
6081610601,0.04727629641747099,0
6081610500,0.150541722106063,1
6081613900,0.166765053128689,0
6081600800,0.559322033898305,0
6081600900,0.48735286751815704,0
6081600700,0.538926266648359,0
6081601000,0.565686123517634,0
6081601700,0.34606938954765,0
6081601800,0.362421711899791,0
6081601300,0.47084997147746704,0
6081611400,0.11695376246600199,0
6081609603,0.13534566699123698,0
6081611900,0.128015564202335,0
6081602300,0.301754385964912,0
6081609602,0.183090379008746,0
6081613000,0.20579793340987398,0
6081613700,0.0606366285586191,0
6081603000,0.11072823340225099,0
6081604500,0.4118431581755129,0
6081611100,0.0864353312302839,0
6081607000,0.23539668700959002,0
6081604900,0.532041262894655,0
6081608004,0.5355033847040179,0
6081610302,0.11611030478955,0
6081613400,0.0408615774469433,1
6081602900,0.158643892339545,0
6081602800,0.41343059429307,0
6081603200,0.0718595721338453,0
6081607600,0.154844290657439,0
6081613501,0.0566776586974444,0
6081609700,0.0354077253218884,0
6081609500,0.143228645729146,0
6081604700,0.48101265822784794,0
6081600300,0.585599585599586,0
6081609601,0.159767362299008,0
6081603300,0.110303928836175,0
6081605000,0.359572970436415,0
6081608001,0.480893433799785,0
6081608900,0.282567469000729,0
6081604200,0.17985787797108602,0
6081602700,0.429726162982514,0
6081601400,0.638032699008309,0
6081601501,0.762467676394533,0
6081601502,0.5607510380935191,0
6081601603,0.672557519173058,0
6081609800,0.12358349369253802,0
6081601605,0.746133823304241,0
6081601604,0.400921658986175,0
6081613800,0.0115250603055481,1
6081600200,0.6134253749107359,0
6081609400,0.0650111607142857,0
6081608800,0.222609561752988,0
