geoid,countyfp,pollvoter_dens
6055201601,55,0.00126118555599
6055201602,55,0.00184736568105
6055200302,55,0.00126634592879
6055201003,55,0.0995429462589
6055201007,55,0.124954748189
6055200707,55,0.0248267924453
6055200505,55,0.00130609991184
6055201004,55,0.129694216137
6055200301,55,0.00183448863967
6055200804,55,0.00112309780237
6055200705,55,0.00205542904546
6055200704,55,0.00280650219396
6055200803,55,0.0354501843531
6055200602,55,0.0929876482416
6055201006,55,0.0912108076554
6055200601,55,0.025659093684200003
6055200706,55,0.091999341288
6055200504,55,0.00514467666573
6055201102,55,0.0011297632839
6055201300,55,0.00426617097782
6055200900,55,0.0
6055201800,55,0.00084245475016
6055202000,55,0.049209888392400015
6055200201,55,0.0
6055200203,55,0.000600514493946
6055200202,55,0.000408768419455
6055200501,55,0.00170215852422
6055200503,55,0.00071707680362
6055201900,55,0.0
6055201500,55,0.000734899202271
6055200703,55,0.00346757939646
6055200400,55,0.00221843471033
6055201700,55,0.12563338499399998
6055200802,55,0.00326625318543
6055201402,55,0.00248940206354
6055201403,55,0.000472436907932
6055201101,55,0.000501965707842
6055201005,55,0.06262626040609999
6055201401,55,0.00269087161826
6055201200,55,0.00205074648496
