geoid,countyfp,prc_pov_final,unreliable_flag
6055201601,55,0.133996023857,0
6055201602,55,0.106630824373,0
6055200302,55,0.0715819613457,0
6055201003,55,0.133006856024,0
6055201007,55,0.0864704540269,0
6055200707,55,0.0428336079077,0
6055200505,55,0.141950567802,0
6055201004,55,0.100308641975,0
6055200301,55,0.16934702577,0
6055200804,55,0.11677494586,0
6055200705,55,0.0763765541741,0
6055200704,55,0.120639814993,0
6055200803,55,0.0982271202683,0
6055200602,55,0.0497845859263,0
6055201006,55,0.0743390357698,0
6055200601,55,0.0885906040268,0
6055200706,55,0.103136308806,0
6055200504,55,0.0573331167777,0
6055201102,55,0.233973162153,1
6055201300,55,0.0640668523677,0
6055200900,55,0.505882352941,0
6055201800,55,0.0631704410012,0
6055202000,55,0.088646371817,0
6055200201,55,0.0437405731523,0
6055200203,55,0.076263924593,0
6055200202,55,0.102941176471,0
6055200501,55,0.0804222648752,0
6055200503,55,0.263260808551,1
6055201900,55,0.0836120401338,0
6055201500,55,0.204382597794,1
6055200703,55,0.245385495916,1
6055200400,55,0.0733333333333,0
6055201700,55,0.1,0
6055200802,55,0.287832181749,1
6055201402,55,0.0596674274535,0
6055201403,55,0.143508892348,1
6055201101,55,0.104989232746,1
6055201005,55,0.090465631929,0
6055201401,55,0.0640050697085,0
6055201200,55,0.113020078659,0
