geoid,prc_black,unreliable_flag
6055201601,0.0,1
6055201602,0.0275862068965517,1
6055200302,0.0243378668575519,1
6055201003,0.0842311459353575,0
6055201007,0.0696303016557042,0
6055200707,0.00846629762292413,1
6055200505,0.00601202404809619,1
6055201004,0.0973314823384236,0
6055200301,0.00248565965583174,1
6055200804,0.00882744836775483,1
6055200705,0.008456659619450321,1
6055200704,0.0024928092042186,1
6055200803,0.00764818355640535,1
6055200602,0.00379596678529063,1
6055201006,0.0582765034097954,0
6055200601,0.0,1
6055200706,0.0,1
6055200504,0.006873925949070461,1
6055201102,0.0,1
6055201300,0.0237378803075894,1
6055200900,0.203389830508475,0
6055201800,0.0202260559190958,1
6055202000,0.0009467903806097331,1
6055200201,0.008323424494649229,1
6055200203,0.00985432733504713,1
6055200202,0.0296247531270573,1
6055200501,0.00944465432565168,1
6055200503,0.00754497968659315,1
6055201900,0.00330578512396694,1
6055201500,0.0,1
6055200703,0.000365764447695684,1
6055200400,0.00333016175071361,1
6055201700,0.0395773939292303,0
6055200802,0.00627190555248109,1
6055201402,0.0006457862447529871,1
6055201403,0.0,1
6055201101,0.009433962264150941,1
6055201005,0.0181818181818182,1
6055201401,0.026117054751416003,1
6055201200,0.0,1
