geoid,countyfp,prcdisabled_final,unreliable_flag
6055201601,55,0.0249449743214,1
6055201602,55,0.06891109942139999,0
6055200302,55,0.122484186314,0
6055201003,55,0.08333333333330001,0
6055201007,55,0.108858057631,0
6055200707,55,0.0588235294118,0
6055200505,55,0.0816844241502,0
6055201004,55,0.0942105263158,0
6055200301,55,0.10057840617,0
6055200804,55,0.08784694152519999,0
6055200705,55,0.0912863070539,0
6055200704,55,0.113650998068,0
6055200803,55,0.115807269653,0
6055200602,55,0.0697167755991,0
6055201006,55,0.13359528487199998,0
6055200601,55,0.064996829423,0
6055200706,55,0.084361124815,0
6055200504,55,0.049341183066999986,0
6055201102,55,0.0498046875,0
6055201300,55,0.0654281098546,0
6055200900,55,0.325925925926,1
6055201800,55,0.113170731707,0
6055202000,55,0.132871744148,0
6055200201,55,0.0574092247301,0
6055200203,55,0.115094339623,0
6055200202,55,0.206475583864,0
6055200501,55,0.0630022500804,0
6055200503,55,0.163420829805,0
6055201900,55,0.0710455764075,0
6055201500,55,0.0529470529471,0
6055200703,55,0.0722070844687,0
6055200400,55,0.07895791583169999,0
6055201700,55,0.0722323049002,0
6055200802,55,0.0239858906526,1
6055201402,55,0.057309941520499987,0
6055201403,55,0.0283505154639,1
6055201101,55,0.0325077399381,1
6055201005,55,0.0865454545455,0
6055201401,55,0.06710310965630001,0
6055201200,55,0.0679156908665,0
