idnum,lon,lat,dens.cvap.std,dens.work.std,popDens.std,prc.CarAccess.std,prc.ElNonReg.std,prc.disabled.std,prc.latino.std,prc.nonEngProf.std,prc.pov.std,prc.youth.std,rate.vbm.std,dens.poll.std,center_score,droppoff_score
3058,-121.4305318,38.57209717,0.458860759,0.051705171,0.717546148,0.484177215,0.060126582,0.240506329,0.015822785,0.047468354,0.079113924,0.0,0.781318681,0.671428571,0.07503255,0.078640145
3057,-121.4397233,38.57198824,0.490506329,0.938393839,0.320024077,0.335443038,0.107594937,0.310126582,0.306962025,0.03164557,0.041139241,0.009493671,0.589010989,0.563736264,0.075406454,0.081862151
3056,-121.4489147,38.5718786,0.490506329,0.680968097,0.688904494,0.335443038,0.107594937,0.310126582,0.306962025,0.03164557,0.041139241,0.009493671,0.401098901,0.681318681,0.082461399,0.088917096
3108,-121.4398629,38.57918434,0.490506329,0.135313531,0.711978331,0.335443038,0.107594937,0.310126582,0.306962025,0.03164557,0.041139241,0.009493671,0.918681319,0.692307692,0.08312074,0.089576436
3107,-121.4490552,38.5790747,0.300632911,0.641364136,0.625601926,0.528481013,0.018987342,0.063291139,0.253164557,0.079113924,0.094936709,0.015822785,0.783516484,0.535164835,0.085654194,0.086793434
3106,-121.4582475,38.57896435,0.300632911,0.276127613,0.539225522,0.528481013,0.018987342,0.063291139,0.253164557,0.079113924,0.094936709,0.015822785,0.852747253,0.965934066,0.111500348,0.112639588
3105,-121.4674398,38.57885331,0.53164557,0.522552255,0.975922953,0.75,0.373417722,0.344936709,0.550632911,0.357594937,0.417721519,0.484177215,0.936263736,0.494505495,0.161822228,0.184227292
3104,-121.4766321,38.57874158,0.53164557,0.114411441,0.601223917,0.75,0.373417722,0.344936709,0.550632911,0.357594937,0.417721519,0.484177215,0.748351648,0.871428571,0.184437613,0.206842676
3153,-121.4859684,38.5858252,0.452531646,0.915291529,0.698384831,0.971518987,0.857594937,0.053797468,0.699367089,0.534810127,0.810126582,0.958860759,0.738461538,0.705494505,0.248722075,0.300177772
3152,-121.4951614,38.58571206,0.018987342,0.98129813,0.355286918,0.984177215,0.901898734,0.835443038,0.433544304,0.696202532,0.984177215,0.844936709,0.605494505,0.078021978,0.199491445,0.253605369
3101,-121.5042086,38.57840217,0.028481013,0.99449945,0.0,0.924050633,0.585443038,0.25,0.126582278,0.212025316,0.433544304,0.962025316,0.415384615,0.082417582,0.151717207,0.186843789
3103,-121.4858243,38.57862914,0.132911392,1.0,0.0,0.993670886,0.78164557,0.984177215,0.272151899,0.224683544,0.901898734,0.329113924,0.559340659,0.327472527,0.169458478,0.216357212
3102,-121.4950165,38.57851601,0.132911392,1.0,0.990319021,0.993670886,0.78164557,0.984177215,0.272151899,0.224683544,0.901898734,0.329113924,0.559340659,0.327472527,0.169458478,0.216357212
3051,-121.4948715,38.57131997,0.132911392,1.0,0.0,0.993670886,0.78164557,0.984177215,0.272151899,0.224683544,0.901898734,0.329113924,0.559340659,0.327472527,0.169458478,0.216357212
3052,-121.4856802,38.57143309,0.436708861,0.897689769,0.995836677,0.987341772,0.443037975,0.829113924,0.259493671,0.617088608,0.601265823,0.392405063,0.686813187,0.476923077,0.163045764,0.189628043
3053,-121.4764889,38.57154551,0.373417722,0.902090209,0.990720305,0.857594937,0.560126582,0.433544304,0.370253165,0.306962025,0.57278481,0.879746835,0.868131868,0.737362637,0.205064543,0.238672138
3054,-121.4672975,38.57165724,0.231012658,0.98019802,0.0,0.990506329,0.446202532,0.768987342,0.110759494,0.32278481,0.655063291,0.585443038,0.225274725,0.157142857,0.149934901,0.176707052
3003,-121.4579648,38.5645722,0.759493671,0.336633663,0.518007624,0.582278481,0.132911392,0.189873418,0.161392405,0.174050633,0.088607595,0.680379747,0.531868132,0.71978022,0.133946307,0.14192099
3002,-121.4671553,38.56446118,0.759493671,0.895489549,0.0,0.582278481,0.132911392,0.189873418,0.161392405,0.174050633,0.088607595,0.680379747,0.371428571,0.298901099,0.10869356,0.116668243
3055,-121.4581061,38.57176827,0.759493671,0.861386139,0.780547753,0.582278481,0.132911392,0.189873418,0.161392405,0.174050633,0.088607595,0.680379747,0.837362637,0.863736264,0.142583669,0.150558353
3005,-121.4395837,38.56479214,0.911392405,0.784378438,0.702046549,0.186708861,0.167721519,0.018987342,0.294303797,0.107594937,0.120253165,0.202531646,0.771428571,0.728571429,0.091942134,0.102005425
2954,-121.4302545,38.55770498,0.911392405,0.884488449,0.623645666,0.186708861,0.167721519,0.018987342,0.294303797,0.107594937,0.120253165,0.202531646,0.863736264,0.626373626,0.085810266,0.095873557
2953,-121.4394442,38.55759606,0.911392405,0.845984598,0.295495586,0.186708861,0.167721519,0.018987342,0.294303797,0.107594937,0.120253165,0.202531646,0.9,0.474725275,0.076711365,0.086774656
3004,-121.4487743,38.56468252,0.911392405,0.655665567,0.371739567,0.186708861,0.167721519,0.018987342,0.294303797,0.107594937,0.120253165,0.202531646,0.498901099,0.796703297,0.096030046,0.106093337
2951,-121.4578235,38.55737614,0.879746835,0.381738174,0.653441011,0.905063291,0.550632911,0.164556962,0.107594937,0.215189873,0.737341772,0.943037975,0.715384615,0.852747253,0.212747114,0.245785088
2952,-121.4486338,38.55748645,0.879746835,0.381738174,0.389195425,0.905063291,0.550632911,0.164556962,0.107594937,0.215189873,0.737341772,0.943037975,0.715384615,0.852747253,0.212747114,0.245785088
2900,-121.4393046,38.55039999,0.879746835,0.99669967,0.450943018,0.905063291,0.550632911,0.164556962,0.107594937,0.215189873,0.737341772,0.943037975,0.09010989,0.105494505,0.167911949,0.200949923
2899,-121.4484934,38.55029039,0.879746835,0.99669967,0.0,0.905063291,0.550632911,0.164556962,0.107594937,0.215189873,0.737341772,0.943037975,0.09010989,0.105494505,0.167911949,0.200949923
2901,-121.4301158,38.55050889,0.879746835,0.97579758,0.358095907,0.905063291,0.550632911,0.164556962,0.107594937,0.215189873,0.737341772,0.943037975,0.857142857,0.787912088,0.208857004,0.241894978
2950,-121.4670131,38.55726513,0.75,0.452145215,0.0,0.794303797,0.46835443,0.825949367,0.313291139,0.246835443,0.525316456,0.091772152,0.885714286,0.283516484,0.120492002,0.148593267
2897,-121.4668709,38.55006909,0.75,0.429042904,0.694121188,0.794303797,0.46835443,0.825949367,0.313291139,0.246835443,0.525316456,0.091772152,0.689010989,0.083516484,0.108492002,0.136593267
2898,-121.4576822,38.55018009,0.75,0.643564356,0.735503612,0.794303797,0.46835443,0.825949367,0.313291139,0.246835443,0.525316456,0.091772152,0.76043956,0.683516484,0.144492002,0.172593267
3001,-121.4763457,38.56434946,0.310126582,0.481848185,0.982594302,0.946202532,0.588607595,0.547468354,0.376582278,0.338607595,0.430379747,0.702531646,0.905494505,0.493406593,0.176946168,0.212262623
3000,-121.4855362,38.56423705,0.126582278,0.881188119,0.324087079,0.96835443,0.832278481,0.863924051,0.455696203,0.806962025,0.591772152,0.424050633,0.779120879,0.43956044,0.172766031,0.22270274
2999,-121.4947266,38.56412394,0.126582278,0.863586359,0.0,0.96835443,0.832278481,0.863924051,0.455696203,0.806962025,0.591772152,0.424050633,0.78021978,0.19010989,0.157798998,0.207735707
3049,-121.513254,38.57109163,0.101265823,0.95489549,0.0,0.949367089,0.740506329,0.522151899,0.598101266,0.889240506,0.680379747,0.601265823,0.774725275,0.364835165,0.191636945,0.236067325
3050,-121.5040628,38.57120615,0.101265823,0.95489549,0.808386838,0.949367089,0.740506329,0.522151899,0.598101266,0.889240506,0.680379747,0.601265823,0.774725275,0.364835165,0.191636945,0.236067325
2998,-121.503917,38.56401013,0.382911392,0.572057206,0.549458266,0.962025316,0.227848101,0.965189873,0.825949367,0.503164557,0.974683544,0.262658228,0.645054945,0.408791209,0.20604646,0.219717346
2946,-121.5037712,38.55681413,0.382911392,0.572057206,0.493780096,0.962025316,0.227848101,0.965189873,0.825949367,0.503164557,0.974683544,0.262658228,0.645054945,0.408791209,0.20604646,0.219717346
2997,-121.5131073,38.56389562,0.382911392,0.859185919,0.270264848,0.962025316,0.227848101,0.965189873,0.825949367,0.503164557,0.974683544,0.262658228,0.993406593,0.059340659,0.185079427,0.198750313
2945,-121.5129607,38.55669963,0.382911392,0.308030803,0.975070225,0.962025316,0.227848101,0.965189873,0.825949367,0.503164557,0.974683544,0.262658228,0.636263736,0.310989011,0.200178328,0.213849214
2947,-121.4945817,38.55692792,0.360759494,0.293729373,0.731641252,0.35443038,0.041139241,0.082278481,0.25,0.034810127,0.050632911,0.053797468,0.272527473,0.650549451,0.081564613,0.084032967
2893,-121.5036254,38.54961813,0.636075949,0.529152915,0.529995987,0.398734177,0.015822785,0.737341772,0.085443038,0.066455696,0.148734177,0.183544304,0.221978022,0.887912088,0.102262067,0.103211434
2894,-121.4944368,38.54973192,0.636075949,0.701870187,0.330457464,0.398734177,0.015822785,0.737341772,0.085443038,0.066455696,0.148734177,0.183544304,0.369230769,0.893406593,0.102591737,0.103541104
2841,-121.5034797,38.54242215,0.636075949,0.850385039,0.0,0.398734177,0.015822785,0.737341772,0.085443038,0.066455696,0.148734177,0.183544304,0.323076923,0.452747253,0.076152177,0.077101544
2842,-121.494292,38.54253592,0.636075949,0.850385039,0.0,0.398734177,0.015822785,0.737341772,0.085443038,0.066455696,0.148734177,0.183544304,0.323076923,0.452747253,0.076152177,0.077101544
2790,-121.4941472,38.53533994,0.636075949,0.850385039,0.0,0.398734177,0.015822785,0.737341772,0.085443038,0.066455696,0.148734177,0.183544304,0.323076923,0.452747253,0.076152177,0.077101544
2844,-121.4759165,38.54276138,0.025316456,0.200220022,0.653441011,0.14556962,0.0,0.917721519,0.911392405,0.762658228,0.0,0.056962025,0.846153846,0.657142857,0.106264014,0.106264014
2895,-121.4852482,38.54984501,0.025316456,0.0110011,0.271368379,0.14556962,0.0,0.917721519,0.911392405,0.762658228,0.0,0.056962025,0.50989011,0.67032967,0.107055223,0.107055223
2843,-121.4851043,38.542649,0.025316456,0.0110011,0.271368379,0.14556962,0.0,0.917721519,0.911392405,0.762658228,0.0,0.056962025,0.50989011,0.67032967,0.107055223,0.107055223
2949,-121.4762026,38.55715343,0.196202532,0.98789879,0.916282103,0.664556962,0.113924051,0.46835443,0.363924051,0.481012658,0.234177215,0.025316456,0.985714286,0.763736264,0.123102657,0.1299381
2948,-121.4853922,38.55704102,0.196202532,0.98789879,0.0,0.664556962,0.113924051,0.46835443,0.363924051,0.481012658,0.234177215,0.025316456,0.985714286,0.763736264,0.123102657,0.1299381
2896,-121.4760596,38.5499574,0.196202532,0.072607261,0.640048154,0.664556962,0.113924051,0.46835443,0.363924051,0.481012658,0.234177215,0.025316456,0.772527473,0.430769231,0.103124635,0.109960078
2845,-121.4667287,38.54287306,0.351265823,0.180418042,0.811245987,0.943037975,0.734177215,0.990506329,0.835443038,0.424050633,0.765822785,0.791139241,0.93956044,0.372527473,0.222478231,0.266528864
