N,ID,New Point?,lon,lat,transit_dist_1,transit_dist_2,transit_dist_3,transit_score1,transit_score2,transit_score3,transit_score_std,prc.latino.std,dens.cvap.std,prc_asian_std,prc_AmInd_std,prc.youth.std,prc.nonEngProf.std,prc.pov.std,prc.disabled.std,prc.CarAccess.std,rate.vbm.std,prc.ElNonReg.std,dens_poll_std,dens.work.std,popDens.std,center_score,dropoff_score,dens_poll_std_0_3,wtd_center_score,cost_adjustment
355,3419,,-121.3738664,38.62617849,0.160594004,0.172058351,0.27217251,1.0,1.0,1.0,0.604824866,0.006329114,0.139240506,0.433544304,0.266025641,0.060126582,0.053797468,0.272151899,0.392405063,0.262658228,0.423076923,0.082278481,0.377956719,0.308030803,0.509831461,0.283048095,0.30054161,0.377956719,0.106979929,1.2
361,3364,,-121.3922192,38.61873525,0.115642356,0.125086446,0.233745943,1.0,1.0,1.0,0.474474744,0.443037975,0.601265823,0.034810127,0.663461538,0.041139241,0.373417722,0.556962025,0.686708861,0.724683544,0.394505495,0.363924051,0.285354806,0.798679868,0.283758026,0.445963083,0.446358578,0.3,0.133788925,0.8
373,3307,,-121.4198105,38.61118128,0.034698727,0.037427048,0.174606977,1.0,1.0,1.0,0.246732752,0.958860759,0.237341772,0.414556962,0.682692308,0.648734177,0.686708861,0.911392405,0.797468354,0.848101266,0.010989011,0.775316456,0.106693508,0.673267327,0.964185393,0.612909068,0.601509007,0.3,0.18387272,0.4
392,3466,,-121.4387159,38.63265972,0.274002244,0.283001023,0.312043767,1.0,1.0,1.0,0.869047034,0.901898734,0.705696203,0.60443038,0.650641026,0.737341772,0.674050633,0.882911392,0.803797468,0.974683544,0.947252747,0.889240506,0.209360845,0.295929593,0.570124398,0.735810324,0.739228486,0.3,0.220743097,0.4
400,3632,,-121.4576322,38.65413533,0.460639763,0.460647588,0.527560606,1.0,1.0,1.0,0.690965513,0.936708861,0.905063291,0.772151899,0.666666667,0.85443038,0.731012658,0.629746835,0.278481013,0.420886076,0.816483516,0.908227848,0.662304982,0.314631463,0.389195425,0.613036968,0.605654548,0.662304982,0.406017438,0.4
415,3303,,-121.4567796,38.61074238,0.141743998,0.153977934,0.149170964,1.0,1.0,1.0,0.444892895,0.816455696,0.522151899,0.477848101,0.78525641,0.594936709,0.791139241,0.89556962,0.971518987,0.898734177,0.756043956,0.613924051,0.225465526,0.718371837,0.265900883,0.686971858,0.682170849,0.3,0.206091557,0.4
451,3406,,-121.4940395,38.62475638,0.200380708,0.197908869,0.201397885,1.0,1.0,1.0,0.599687462,0.908227848,0.17721519,0.588607595,0.227564103,0.832278481,0.699367089,0.35443038,0.443037975,0.636075949,0.624175824,0.708860759,0.369401107,0.061606161,0.964185393,0.587714344,0.597065874,0.369401107,0.217102329,6.0
455,3623,,-121.5408596,38.65310596,0.231055618,0.510280002,0.786334817,0.75,0.75,0.75,0.115527809,0.528481013,0.594936709,0.598101266,0.330128205,0.028481013,0.294303797,0.560126582,0.313291139,0.231012658,0.178021978,0.455696203,0.914947157,0.754675468,0.480838684,0.366737162,0.353576899,0.914947157,0.335545124,1.0
463,3456,,-121.5311642,38.6315269,0.160276502,0.531717593,0.770649459,0.75,0.75,0.75,0.080138251,0.629746835,0.658227848,0.879746835,0.067307692,0.417721519,0.708860759,0.363924051,0.03164557,0.142405063,0.667032967,0.525316456,0.76899849,0.500550055,0.784058989,0.440673127,0.441643138,0.76899849,0.338876969,0.8
524,3800,,-121.5320606,38.67491953,0.094032075,0.378227358,0.490204225,0.75,0.75,0.75,0.962463658,0.158227848,0.984177215,0.886075949,0.625,0.075949367,0.512658228,0.066455696,0.234177215,0.417721519,0.242857143,0.534810127,0.911424258,0.376237624,0.889145265,0.500084829,0.508955202,0.911424258,0.455789444,0.8
537,3803,,-121.5043102,38.67526699,0.379794031,0.439147292,0.471171909,1.0,0.75,0.75,1.290113232,0.509493671,0.908227848,0.870253165,0.641025641,0.129746835,0.892405063,0.607594937,0.136075949,0.155063291,0.30989011,0.851265823,0.77302466,0.381738174,0.753059791,0.559174983,0.571994245,0.77302466,0.432256051,6.0
588,3926,,-121.4490913,38.69040738,0.050323684,0.060547649,0.098082497,1.0,1.0,1.0,0.208953829,0.626582278,0.430379747,0.069620253,0.416666667,0.221518987,0.284810127,0.563291139,0.987341772,0.199367089,0.707692308,0.870253165,0.476094615,0.429042904,0.303170144,0.469412779,0.469161849,0.476094615,0.223484896,0.8
614,3993,,-121.3659541,38.69860611,0.140480802,0.137990026,0.158460533,1.0,1.0,1.0,0.436931361,0.819620253,0.974683544,0.332278481,0.419871795,0.863924051,0.803797468,0.617088608,0.556962025,0.696202532,0.923076923,0.958860759,0.690991444,0.195819582,0.910262841,0.734221674,0.730796245,0.690991444,0.507340895,0.4
642,3759,,-121.365421,38.66967669,0.190073159,0.228311417,0.206423362,1.0,1.0,1.0,0.624807938,0.762658228,0.332278481,0.360759494,0.727564103,0.949367089,0.870253165,0.955696203,0.617088608,0.889240506,0.659340659,0.639240506,0.599899346,0.506050605,0.996839888,0.751685586,0.753125077,0.599899346,0.450935692,0.4
655,4157,,-121.3756102,38.72019872,0.967417079,0.998571253,0.856379527,1.0,1.0,1.0,0.0,0.515822785,0.89556962,0.53164557,0.179487179,0.544303797,0.734177215,0.443037975,0.632911392,0.246835443,0.669230769,0.556962025,0.897332662,0.411441144,0.535664125,0.496691439,0.498461208,0.897332662,0.445697451,0.8
660,4160,,-121.3478422,38.72051038,1.455853201,1.475870452,1.51854465,1.0,1.0,1.0,0.0,0.142405063,0.632911392,0.284810127,0.128205128,0.60443038,0.430379747,0.414556962,0.227848101,0.278481013,0.749450549,0.791139241,0.838449925,0.156215622,0.795595907,0.419544237,0.418532186,0.838449925,0.351766834,1.0
668,3703,,-121.3375414,38.66275366,0.280197702,0.29514399,0.329589543,1.0,1.0,1.0,0.904931235,0.667721519,0.810126582,0.490506329,0.894230769,0.838607595,0.569620253,0.705696203,0.924050633,0.756329114,0.110989011,0.617088608,0.240060393,0.908690869,0.502608347,0.654178788,0.647558836,0.3,0.196253636,0.4
702,3424,,-121.3276448,38.62669373,0.04785106,0.072736985,0.180891297,1.0,1.0,1.0,0.301479342,0.060126582,0.851265823,0.142405063,0.987179487,0.455696203,0.142405063,0.471518987,0.458860759,0.787974684,0.273626374,0.430379747,0.460493206,0.882288229,0.964937801,0.476665209,0.47059273,0.460493206,0.21950109,0.8
716,3649,,-121.3004188,38.6559238,0.522514659,0.5368477,0.43282451,1.0,1.0,0.25,0.216412255,0.265822785,0.731012658,0.012658228,0.224358974,0.256329114,0.21835443,0.199367089,0.474683544,0.265822785,0.215384615,0.256329114,0.562657272,0.02750275,0.379012841,0.293879923,0.295204046,0.562657272,0.165353676,1.2
747,3653,,-121.2634264,38.65631498,0.05604479,0.148022828,0.203873218,1.0,1.0,1.0,0.407940836,0.053797468,0.762658228,0.186708861,0.400641026,0.136075949,0.018987342,0.259493671,0.151898734,0.259493671,0.18021978,0.272151899,0.682435833,0.668866887,0.442465891,0.28932569,0.282866029,0.682435833,0.197446218,1.2
763,4000,,-121.3011804,38.69931827,0.524318445,0.537714447,0.587998587,1.0,1.0,1.0,0.0,0.174050633,0.911392405,0.297468354,0.157051282,0.917721519,0.360759494,0.208860759,0.57278481,0.243670886,0.248351648,0.471518987,0.667840966,0.532453245,0.459520465,0.418073507,0.40535769,0.667840966,0.279206615,1.0
785,4061,,-121.2642897,38.70694219,0.40680373,0.428711192,0.419261454,1.0,1.0,1.0,1.254776376,0.389240506,0.797468354,0.158227848,0.842948718,0.5,0.297468354,0.231012658,0.537974684,0.60443038,0.303296703,0.420886076,0.297936588,0.478547855,0.387941413,0.523540771,0.529045087,0.3,0.157062231,6.0
795,3997,,-121.3289407,38.69901729,0.251229581,0.432739628,0.527978306,1.0,1.0,1.0,0.512976907,0.462025316,0.446202532,0.560126582,0.945512821,0.556962025,0.594936709,0.639240506,0.506329114,0.360759494,0.824175824,0.686708861,0.301962758,0.825082508,0.495636035,0.55915419,0.561570677,0.301962758,0.168843741,6.0
815,3823,,-121.319301,38.67742109,0.099882518,0.117433484,0.13283211,1.0,1.0,1.0,0.350148112,0.284810127,0.727848101,0.164556962,0.583333333,0.867088608,0.155063291,0.246835443,0.85443038,0.237341772,0.518681319,0.651898734,0.714645194,0.350935094,0.816011236,0.486172898,0.491582229,0.714645194,0.347441125,0.8
