N,ID,New Point?,lon,lat,transit_dist_1,transit_dist_2,transit_dist_3,transit_score1,transit_score2,transit_score3,transit_score_std,prc.latino.std,dens.cvap.std,prc_asian_std,prc_AmInd_std,prc.youth.std,prc.nonEngProf.std,prc.pov.std,prc.disabled.std,prc.CarAccess.std,rate.vbm.std,prc.ElNonReg.std,dens_poll_std,dens.work.std,popDens.std,center_score,dropoff_score,dens_poll_std_0_3,wtd_center_score
73,2786,,-121.427661,38.53875163,0.028856879,0.070582025,0.099433187,1.0,0.25,1.0,0.198872091,0.841772152,0.939873418,0.344936709,0.871794872,0.981012658,0.588607595,0.727848101,0.946202532,0.39556962,0.721978022,0.439873418,0.690488173,0.061606161,0.64350923,0.603063652,0.607034521,0.690488173,0.41640832
104,2781,,-121.4738271,38.53819827,0.064785725,0.084523364,0.130996786,1.0,1.0,1.0,0.280305875,0.96835443,0.215189873,0.686708861,0.907051282,0.632911392,0.775316456,0.936708861,0.911392405,0.765822785,0.915384615,0.772151899,0.616507297,0.415841584,0.0,0.653941588,0.642220623,0.616507297,0.403159761
106,2500,,-121.491567,38.50181231,0.408260309,0.425813801,0.473922217,1.0,1.0,1.0,1.307996327,0.879746835,0.693037975,0.667721519,0.378205128,0.613924051,0.715189873,0.537974684,0.715189873,0.607594937,0.876923077,0.598101266,0.692501258,0.837183718,0.613111958,0.723663632,0.741494924,0.692501258,0.501137976
147,2501,,-121.4823384,38.50192574,0.427093972,0.4232593,0.438528665,1.0,1.0,1.0,1.288881937,0.886075949,0.414556962,0.949367089,0.304487179,0.405063291,0.965189873,0.832278481,0.939873418,0.917721519,0.836263736,0.579113924,0.531454454,0.853685369,0.588282504,0.753182085,0.778086032,0.531454454,0.400281974
152,2442,,-121.4914218,38.4945804,0.069649456,0.078108505,0.093253939,0.25,1.0,1.0,0.2410119,0.892405063,0.512658228,0.67721519,0.246794872,0.471518987,0.851265823,0.544303797,0.800632911,0.610759494,0.946153846,0.408227848,0.754906895,0.286028603,0.556982343,0.566432932,0.58335271,0.754906895,0.427604126
153,2441,,-121.5006495,38.49446627,0.111363972,0.119971,0.152416167,1.0,1.0,1.0,0.383751139,0.892405063,0.512658228,0.67721519,0.246794872,0.471518987,0.851265823,0.544303797,0.800632911,0.610759494,0.946153846,0.408227848,0.754906895,0.286028603,0.785463483,0.634739904,0.653175196,0.754906895,0.47916953
158,2386,,-121.472823,38.48757462,0.414445474,0.426850524,0.43572318,1.0,1.0,1.0,1.277019179,0.851265823,0.481012658,0.746835443,0.233974359,0.810126582,0.873417722,0.917721519,0.563291139,0.838607595,0.640659341,0.936708861,0.550075491,0.645764576,0.298605538,0.72752122,0.725758908,0.550075491,0.400191592
161,2327,,-121.4819056,38.48023001,0.103970331,0.134604543,0.162402794,1.0,1.0,1.0,0.400977668,0.724683544,0.965189873,0.917721519,0.221153846,0.708860759,0.905063291,0.721518987,0.78164557,0.386075949,0.840659341,0.705696203,0.597382989,0.381738174,0.872642456,0.692919479,0.701896976,0.597382989,0.41393831
162,2326,,-121.4911315,38.48011661,0.088618746,0.097150106,0.166795655,1.0,1.0,0.25,0.352564507,0.724683544,0.965189873,0.917721519,0.221153846,0.708860759,0.905063291,0.721518987,0.78164557,0.386075949,0.840659341,0.705696203,0.597382989,0.381738174,0.880367175,0.688639653,0.697050149,0.597382989,0.411381615
191,2562,,-121.454794,38.50949378,0.103431975,0.129778905,0.151427824,1.0,1.0,1.0,0.384638704,0.920886076,0.297468354,0.78164557,0.105769231,0.857594937,0.984177215,0.870253165,0.487341772,0.892405063,0.959340659,0.607594937,0.679919477,0.594059406,0.640048154,0.663057908,0.667434273,0.679919477,0.450825986
