"","three_day_ID","geocode.b","geocode.bg","geocode.t","lon","lat","STATEFP10","COUNTYFP10","TRACTCE10","BLOCKCE10","GEOID10","NAME10","MTFCC10","UR10","UACE10","UATYPE","FUNCSTAT10","ALAND10","AWATER10","INTPTLAT10","INTPTLON10","geocode.b1","geocode.b2","geocode.b3","geocode.bg1","geocode.bg2","geocode.bg3","transit.dist.1","transit.dist.2","transit.dist.3","transit.score1","transit.score2","transit.score3","transit.score.std","prc.latino.std","dens.cvap.std","prc.asian.std","prc.AmInd.std","prc.youth.std","prc.nonEngProf.std","prc.pov.std","prc.disabled.std","prc.CarAccess.std","rate.vbm.std","prc.ElNonReg.std","dens.poll.std","dens.work.std","popDens.std","commute.car.std","commute.walk.std","center_score","dropoff_score","dens.poll.std_0.3","wtd_center_score","quadrant"
"317",317,60670092012034,60670092012,6067009201,-121.359151942857,38.4817432854167,6,67,9201,2034,60670092012034,"Block 2034","G5040","R",NA,NA,"S",3598703,0,38.4885572,-121.3505305,60670093111003,60670093111002,60670093111009,60670093111,60670093111,60670093111,1.78736168313547,1.79805315272664,1.8896469366712,1,1,1,0,0.544303797468354,0.221518987341772,0.683544303797468,0.775316455696203,0.522151898734177,0.879746835443038,0.411392405063291,0.737341772151899,0.588607594936709,0.00989010989010985,0.737341772151899,0.800387596899225,0.939493949394939,0.240971107544141,0.0360328579347881,0.0360328579347881,0.450214882446569,0.436847686442039,0.800387596899225,0.360346407849676,4
"312",312,60670092012007,60670092012,6067009201,-121.359151942857,38.5261629291667,6,67,9201,2007,60670092012007,"Block 2007","G5040","R",NA,NA,"S",1562128,0,38.529767,-121.3544159,60670092012019,60670092012016,60670092012007,60670092012,60670092012,60670092012,1.4574883772349,1.46186388287493,1.46661188198379,1,1,1,0,0.544303797468354,0.221518987341772,0.683544303797468,0.775316455696203,0.522151898734177,0.879746835443038,0.411392405063291,0.737341772151899,0.588607594936709,0.00989010989010985,0.737341772151899,0.800387596899225,0.939493949394939,0.243529293739968,0.0180416267701456,0.0180416267701456,0.449142976689223,0.435979053113832,0.800387596899225,0.359488467776452,4
"314",314,60670092012012,60670092012,6067009201,-121.339856628571,38.4965498333333,6,67,9201,2012,60670092012012,"Block 2012","G5040","R",NA,NA,"S",1062387,0,38.5001117,-121.3413811,60670092012012,60670092012040,60670092012013,60670092012,60670092012,60670092012,3.33092807051908,3.36393943090085,3.40616704421133,1,1,1,0,0.544303797468354,0.221518987341772,0.683544303797468,0.775316455696203,0.522151898734177,0.879746835443038,0.411392405063291,0.737341772151899,0.588607594936709,0.00989010989010985,0.737341772151899,0.800387596899225,0.939493949394939,0.246087479935795,0.0116917804767424,0.0116917804767424,0.44890259842268,0.435838006340077,0.800387596899225,0.359296071993346,4
"315",315,60670092012020,60670092012,6067009201,-121.359151942857,38.51135638125,6,67,9201,2020,60670092012020,"Block 2020","G5040","R",NA,NA,"S",1501391,0,38.5150316,-121.3535878,60670092012026,60670092012024,60670092012020,60670092012,60670092012,60670092012,1.96797213687215,1.99385906276788,2.07428623649966,1,1,1,0,0.544303797468354,0.221518987341772,0.683544303797468,0.775316455696203,0.522151898734177,0.879746835443038,0.411392405063291,0.737341772151899,0.588607594936709,0.00989010989010985,0.737341772151899,0.800387596899225,0.939493949394939,0.236556982343499,0.017386483898604,0.017386483898604,0.448515154820121,0.435240875544714,0.800387596899225,0.358985966939361,4
"311",311,60670092012006,60670092012,6067009201,-121.339856628571,38.5261629291667,6,67,9201,2006,60670092012006,"Block 2006","G5040","R",NA,NA,"S",1199184,0,38.5245354,-121.3441405,60670092012006,60670092012015,60670092012005,60670092012,60670092012,60670092012,1.28312338373918,1.32097940183805,1.35976198260848,1,1,1,0,0.544303797468354,0.221518987341772,0.683544303797468,0.775316455696203,0.522151898734177,0.879746835443038,0.411392405063291,0.737341772151899,0.588607594936709,0.00989010989010985,0.737341772151899,0.800387596899225,0.939493949394939,0.229885634028892,0.0175376707151136,0.0175376707151136,0.44797000818556,0.434583189889285,0.800387596899225,0.358549638334566,4
"310",310,60670092012003,60670092012,6067009201,-121.320561314286,38.51135638125,6,67,9201,2003,60670092012003,"Block 2003","G5040","R",NA,NA,"S",4119813,0,38.5177611,-121.3195637,60670092012009,60670092012003,60670092012010,60670092012,60670092012,60670092012,2.51228319755626,2.56328879738802,2.56949076255663,1,1,1,0,0.544303797468354,0.221518987341772,0.683544303797468,0.775316455696203,0.522151898734177,0.879746835443038,0.411392405063291,0.737341772151899,0.588607594936709,0.00989010989010985,0.737341772151899,0.800387596899225,0.939493949394939,0.236556982343499,0.00776092324749282,0.00776092324749282,0.447827614773613,0.434639278004019,0.800387596899225,0.358435668413764,4
"313",313,60670092012010,60670092012,6067009201,-121.320561314286,38.4965498333333,6,67,9201,2010,60670092012010,"Block 2010","G5040","R",NA,NA,"S",3795696,0,38.5019934,-121.3164369,60670092012010,60670092012030,60670092012009,60670092012,60670092012,60670092012,3.47635611450596,3.53498051773557,3.53998129886524,1,1,1,0,0.544303797468354,0.221518987341772,0.683544303797468,0.775316455696203,0.522151898734177,0.879746835443038,0.411392405063291,0.737341772151899,0.588607594936709,0.00989010989010985,0.737341772151899,0.800387596899225,0.939493949394939,0.229885634028892,0.00806329688051202,0.00806329688051202,0.447293267197374,0.433991041524622,0.800387596899225,0.358007983241309,4
"292",292,60670090041011,60670090041,6067009004,-121.320561314286,38.5705825729167,6,67,9004,1011,60670090041011,"Block 1011","G5040","U",77068,"U","S",22786,0,38.5704219,-121.3199058,60670090041011,60670090041010,60670090041005,60670090041,60670090041,60670090041,0.170875094757676,0.168702001262513,0.169283448584948,1,1,1,0.508860544605138,0.287974683544304,0.294303797468354,0.411392405063291,0.841772151898734,0.506329113924051,0.670886075949367,0.218354430379747,0.753164556962025,0.151898734177215,0.615384615384615,0.25,0.720930232558139,0.676567656765677,0.80482544141252,0.477699944564834,0.477699944564834,0.486912128632628,0.514257645982878,0.720930232558139,0.351029674130499,4
"186",186,60670082042005,60670082042,6067008204,-121.243380057143,38.6742284083333,6,67,8204,2005,60670082042005,"Block 2005","G5040","U",77068,"U","S",128189,0,38.6742675,-121.2429938,60670082042005,60670082042006,60670082042003,60670082042,60670082042,60670082042,0.3296543817794,0.358560347494827,0.494166422987707,1,1,1,1.18238115226193,0.180379746835443,0.610759493670886,0.060126582278481,0.518987341772152,0.313291139240506,0.0569620253164557,0.14873417721519,0.680379746835443,0.636075949367089,0.265934065934066,0.164556962025316,0.798449612403101,0.796479647964797,0.495636035313002,0.148415058206924,0.148415058206924,0.439592395104863,0.455547563473974,0.798449612403101,0.350992377486829,4
"252",252,60670087033019,60670087033,6067008703,-121.224084742857,38.6298087645833,6,67,8703,3019,60670087033019,"Block 3019","G5040","U",77068,"U","S",95512,0,38.6312052,-121.2217133,60670087033058,60670087021011,60670087033057,60670087033,60670087021,60670087033,0.313363166527081,0.709425607466272,0.745896888207616,0.25,0.25,0.25,0.15668158326354,0.386075949367089,0.620253164556962,0.772151898734177,0.436708860759494,0.0221518987341772,0.474683544303797,0.873417721518987,0.348101265822785,0.506329113924051,0.0318681318681319,0,0.835271317829457,0.968096809680968,0.773525280898876,0.342538930605251,0.342538930605251,0.41437143063601,0.410914954889931,0.835271317829457,0.346112570938217,4
"178",178,60670081342000,60670081342,6067008134,-121.320561314286,38.6742284083333,6,67,8134,2000,60670081342000,"Block 2000","G5040","U",77068,"U","S",294749,0,38.6755652,-121.3202256,60670081342000,60670081342015,60670081342014,60670081342,60670081342,60670081342,0.245048309264915,0.273658353704144,0.241123787762171,1,1,1,0.759830450731229,0.234177215189873,0.727848101265823,0.0917721518987342,0.974683544303797,0.917721518987342,0.0886075949367089,0.354430379746835,0.79746835443038,0.332278481012658,0.434065934065934,0.651898734177215,0.660852713178295,0.350935093509351,0.816011235955056,0.187622839288414,0.187622839288414,0.517443546477112,0.524405379710525,0.660852713178295,0.341953971605999,4
"58",58,60670055023014,60670055023,6067005502,-121.417037885714,38.60019566875,6,67,5502,3014,60670055023014,"Block 3014","G5040","U",77068,"U","S",40815,0,38.6006432,-121.4184672,60670055023011,60670055023012,60670055023014,60670055023,60670055023,60670055023,0.0927478630071907,0.0985422341647863,0.18908854107992,1,1,1,0.380378638251897,0.965189873417722,0.462025316455696,0.386075949367089,0.756329113924051,0.778481012658228,0.860759493670886,0.79746835443038,0.417721518987342,0.835443037974684,0.581318681318681,0.537974683544304,0.503875968992248,0.845984598459846,0.993128009630819,0.288414050294814,0.288414050294814,0.669488150475901,0.667766942138192,0.503875968992248,0.337338990549873,4
"302",302,60670091072012,60670091072,6067009107,-121.339856628571,38.5705825729167,6,67,9107,2012,60670091072012,"Block 2012","G5040","U",77068,"U","S",22283,0,38.5703104,-121.3404846,60670091072012,60670091072007,60670091072008,60670091072,60670091072,60670091072,0.126108291982905,0.172636777296261,0.203737558059057,1,1,1,0.502482627338223,0.458860759493671,0.329113924050633,0.395569620253165,0.70253164556962,0.585443037974684,0.281645569620253,0.5,0.15506329113924,0.566455696202532,0.485714285714286,0.193037974683544,0.856589147286822,0.991199119911991,0,0.103361386887063,0.103361386887063,0.387288211745146,0.375457571081458,0.856589147286822,0.331746879053013,4
"206",206,60670085042020,60670085042,6067008504,-121.1661988,38.6446153125,6,67,8504,2020,60670085042020,"Block 2020","G5040","U",77068,"U","S",948028,0,38.6443475,-121.1711284,60670087052001,60670085042020,60670085042008,60670087052,60670085042,60670085042,0.256964995202598,0.326724997617541,0.481031916971194,1,1,1,1.06472190979133,0.0221518987341772,0.487341772151899,0.575949367088608,0.291139240506329,0.151898734177215,0.341772151898734,0.379746835443038,0.00632911392405063,0.14873417721519,0.569230769230769,0.275316455696203,0.953488372093023,0.988998899889989,0,0.0464143526684473,0.0464143526684473,0.34706324792223,0.354493089857998,0.953488372093023,0.330920771274685,4
"162",162,60670080052014,60670080052,6067008005,-121.224084742857,38.6594218604167,6,67,8005,2014,60670080052014,"Block 2014","G5040","U",77068,"U","S",21237,0,38.6593717,-121.2229802,60670080052004,60670080052014,60670080052006,60670080052,60670080052,60670080052,0.102342507169498,0.101147366036549,0.145811135821081,0.25,0.25,0.25,0.349301009027129,0.132911392405063,0.70253164556962,0.60126582278481,0.455696202531646,0.170886075949367,0.177215189873418,0.126582278481013,0.569620253164557,0.477848101265823,0.220879120879121,0.0506329113924051,0.877906976744186,0.509350935093509,0.698384831460674,0.743990324043743,0.743990324043743,0.37674806818369,0.383710894453024,0.877906976744186,0.330749757533356,4
"161",161,60670079061010,60670079061,6067007906,-121.320561314286,38.6446153125,6,67,7906,1010,60670079061010,"Block 1010","G5040","U",77068,"U","S",39100,0,38.6448847,-121.3212778,60670079061010,60670079061009,60670079061022,60670079061,60670079061,60670079061,0.127248351590253,0.117288107931298,0.142508495670784,0.25,0.25,0.25,0.387044955192335,0.224683544303797,0.427215189873418,0.10126582278481,0.863924050632911,0.234177215189873,0.113924050632911,0.15506329113924,0.89873417721519,0.642405063291139,0.278021978021978,0.253164556962025,0.875968992248062,0.331133113311331,0.486607142857143,0.440306405281459,0.440306405281459,0.376814059053722,0.385692504101473,0.875968992248062,0.33007743157419,4
"120",120,60670072062008,60670072062,6067007206,-121.417037885714,38.7186480520833,6,67,7206,2008,60670072062008,"Block 2008","G5040","U",77068,"U","S",329913,0,38.7174032,-121.416131,60670072062008,60670072072004,60670072062000,60670072062,60670072072,60670072062,0.309581167463584,0.316932444051199,0.332445913887824,1,1,1,0.958959525402606,0.177215189873418,0.40506329113924,0.680379746835443,0.670886075949367,0.341772151898734,0.401898734177215,0.142405063291139,0.449367088607595,0.218354430379747,0.810989010989011,0.322784810126582,0.831395348837209,0.433443344334433,0.303170144462279,0.0439953636042937,0.0439953636042937,0.396472359565274,0.422753053154345,0.831395348837209,0.329625275685083,4
"144",144,60670074301011,60670074301,6067007430,-121.378447257143,38.7186480520833,6,67,7430,1011,60670074301011,"Block 1011","G5040","U",77068,"U","S",87621,0,38.7195236,-121.3797073,60670074301011,60670074272001,60670074301010,60670074301,60670074272,60670074301,0.808613538456278,0.674271506675542,0.841292010514854,1,1,1,0,0.468354430379747,0.895569620253165,0.537974683544304,0.284810126582278,0.610759493670886,0.724683544303797,0.370253164556962,0.566455696202532,0.240506329113924,0.934065934065934,0.556962025316456,0.676356589147287,0.126512651265127,0.589887640449438,0.150330091216046,0.150330091216046,0.485453554346455,0.49521226936294,0.676356589147287,0.328339710207195,4
"121",121,60670072062024,60670072062,6067007206,-121.455628514286,38.7186480520833,6,67,7206,2024,60670072062024,"Block 2024","G5040","U",77068,"U","S",650700,0,38.7199051,-121.4543114,60670072062024,60670072071005,60670072071007,60670072062,60670072071,60670072071,0.30500610904206,0.305213348106145,0.366879655016817,1,1,1,0.977099112165022,0.177215189873418,0.40506329113924,0.680379746835443,0.670886075949367,0.341772151898734,0.401898734177215,0.142405063291139,0.449367088607595,0.218354430379747,0.810989010989011,0.322784810126582,0.831395348837209,0.433443344334433,0.273123996789727,0.0204606158342992,0.0204606158342992,0.393799092743954,0.420091475327707,0.831395348837209,0.327402734083636,4
"199",199,60670084032027,60670084032,6067008403,-121.1661988,38.6594218604167,6,67,8403,2027,60670084032027,"Block 2027","G5040","U",77068,"U","S",138553,0,38.659866,-121.1637543,60670084032011,60670085081013,60670084032027,60670084032,60670085081,60670084032,0.282632661832857,0.402576983451016,0.425560778811978,1,1,1,1.11077042409585,0.10126582278481,0.784810126582278,0.629746835443038,0.401898734177215,0.180379746835443,0.224683544303797,0.493670886075949,0.113924050632911,0.620253164556962,0.221978021978022,0.683544303797468,0.738372093023256,0.534653465346535,0.294241573033708,0.388146953585647,0.388146953585647,0.442417552613072,0.433230040752247,0.738372093023256,0.32666877431314,4
"198",198,60670084023004,60670084023,6067008402,-121.146903485714,38.6742284083333,6,67,8402,3004,60670084023004,"Block 3004","G5040","U",77068,"U","S",404839,0,38.67602,-121.1485936,60670085062000,60670084023004,60670084023005,60670085062,60670084023,60670084023,0.213136127279542,0.236086942130914,0.270566672730292,1,1,1,0.719789742140749,0.231012658227848,0.794303797468354,0.139240506329114,0.753164556962025,0.0664556962025316,0.0316455696202532,0.212025316455696,0.00949367088607595,0.705696202531646,0.646153846153846,0.177215189873418,0.885658914728682,0.815181518151815,0.317967495987159,0.10205110114398,0.10205110114398,0.367574004091925,0.366501374982264,0.885658914728682,0.325545193546531,4
"66",66,60670059013018,60670059013,6067005901,-121.359151942857,38.6298087645833,6,67,5901,3018,60670059013018,"Block 3018","G5040","U",77068,"U","S",118324,0,38.6301996,-121.3569817,60670059013037,60670059013031,60670059013030,60670059013,60670059013,60670059013,0.0994298192771546,0.103613055801282,0.182862306471212,1,1,1,0.385905181549649,0.0727848101265823,0.936708860759494,0.19620253164557,0.332278481012658,0.142405063291139,0.332278481012658,0.0949367088607595,0.427215189873418,0.411392405063291,0.153846153846154,0.170886075949367,0.897286821705426,0.894389438943894,0.338483146067416,0.155722421004888,0.155722421004888,0.344170688647511,0.343724426734893,0.897286821705426,0.308819823340693,4
"211",211,60670085083008,60670085083,6067008508,-121.146903485714,38.6446153125,6,67,8508,3008,60670085083008,"Block 3008","G5040","U",77068,"U","S",566263,0,38.644627,-121.1490085,60670085083008,60670085083012,60670085083019,60670085083,60670085083,60670085083,0.221164717647441,0.216961846120759,0.30118818729179,1,1,1,0.73931475105999,0.420886075949367,0.867088607594937,0.787974683544304,0.829113924050633,0.0822784810126582,0.300632911392405,0.531645569620253,0.0443037974683544,0.253164556962025,0.151648351648352,0.199367088607595,0.839147286821705,0.877887788778878,0.25260834670947,0.0934838482084362,0.0934838482084362,0.363973051154315,0.356713441873742,0.839147286821705,0.305426998352362,4
"354",354,60670093282014,60670093282,6067009328,-121.339856628571,38.4077105458333,6,67,9328,2014,60670093282014,"Block 2014","G5040","U",77068,"U","S",34385,0,38.4066185,-121.3398346,60670093282013,60670093282014,60670093282002,60670093282,60670093282,60670093282,5.03194335048566,5.07332790492746,4.89228284385729,1,1,1,0,0.367088607594937,0.651898734177215,0.930379746835443,0.550632911392405,0.689873417721519,0.829113924050633,0.0886075949367089,0.0221518987341772,0.0917721518987342,0.197802197802198,0.531645569620253,0.823643410852713,0.437843784378438,0.493780096308186,0.431739152345915,0.431739152345915,0.369933291237249,0.359939124981627,0.823643410852713,0.304693117782618,4
"204",204,60670085012000,60670085012,6067008501,-121.127608171429,38.68903495625,6,67,8501,2000,60670085012000,"Block 2000","G5040","U",77068,"U","S",215572,0,38.6893751,-121.1270292,60670085012000,60670085012002,60670085012001,60670085012,60670085012,60670085012,0.394967257547609,0.399494671693089,0.497845213251815,0.25,0.25,0.25,1.29230714249251,0.193037974683544,0.860759493670886,0.55379746835443,0.617088607594937,0.212025316455696,0.0379746835443038,0.481012658227848,0.00316455696202532,0.110759493670886,0.232967032967033,0.0727848101265823,0.87984496124031,0.397139713971397,0.365068218298555,0.247845587864738,0.247845587864738,0.345777935023893,0.354108478968416,0.87984496124031,0.304230973838852,4
"69",69,60670060032010,60670060032,6067006003,-121.378447257143,38.6298087645833,6,67,6003,2010,60670060032010,"Block 2010","G5040","U",77068,"U","S",19540,0,38.6292363,-121.3791207,60670060032010,60670060032011,60670060032012,60670060032,60670060032,60670060032,0.077821138226996,0.0928890687185993,0.15362939490607,1,1,1,0.324339601851666,0.537974683544304,0.474683544303797,0.208860759493671,0.281645569620253,0.316455696202532,0.560126582278481,0.708860759493671,0.629746835443038,0.895569620253165,0.36043956043956,0.623417721518987,0.562015503875969,0.633663366336634,0.616974317817014,0.37071007408154,0.37071007408154,0.540866890484941,0.53424615639139,0.562015503875969,0.303975577985723,4
"63",63,60670058013012,60670058013,6067005801,-121.359151942857,38.60019566875,6,67,5801,3012,60670058013012,"Block 3012","G5040","U",77068,"U","S",30231,0,38.6001019,-121.3587287,60670058013012,60670058013020,60670058013013,60670058013,60670058013,60670058013,0.319149826557248,0.33823690415832,0.383775309344625,0.25,0.25,0.25,1.04116204006019,0.060126582278481,0.838607594936709,0.221518987341772,0.579113924050633,0.183544303797468,0.19620253164557,0.0727848101265823,0.234177215189873,0.468354430379747,0.354945054945055,0.142405063291139,0.732558139534884,0.609460946094609,0.470054173354735,0.615481530010583,0.615481530010583,0.406699806370845,0.41657693032675,0.732558139534884,0.297931253504224,4
"328",328,60670093171007,60670093171,6067009317,-121.378447257143,38.4669367375,6,67,9317,1007,60670093171007,"Block 1007","G5040","U",77068,"U","S",102287,0,38.4675956,-121.3791744,60670093171007,60670093171015,60670093171014,60670093171,60670093171,60670093171,0.646985184260032,0.667607524106867,0.763911000182892,1,1,1,0,0.705696202531646,0.80379746835443,0.80379746835443,0.477848101265823,0.664556962025316,0.607594936708861,0.240506329113924,0.525316455696203,0.227848101265823,0.543956043956044,0.458860759493671,0.678294573643411,0.301430143014301,0.488262439807384,0.13637050849166,0.13637050849166,0.438680580219259,0.437704642260022,0.678294573643411,0.297554657125466,4
"286",286,60670089052000,60670089052,6067008905,-121.301266,38.60019566875,6,67,8905,2000,60670089052000,"Block 2000","G5040","U",77068,"U","S",99451,0,38.5997156,-121.3007548,60670089052000,60670089052001,60670089052002,60670089052,60670089052,60670089052,0.0621189016105738,0.0924611081900974,0.153700264156931,1,1,1,0.308280273957602,0.439873417721519,0.642405063291139,0.284810126582278,0.572784810126582,0.417721518987342,0.503164556962025,0.306962025316456,0.794303797468354,0.433544303797468,0.750549450549451,0.816455696202532,0.521317829457364,0.839383938393839,0.882373595505618,0.156579146298443,0.156579146298443,0.569103667587575,0.577174986819851,0.521317829457364,0.29668388872298,4
"43",43,60670052043004,60670052043,6067005204,-121.378447257143,38.555776025,6,67,5204,3004,60670052043004,"Block 3004","G5040","U",77068,"U","S",381916,0,38.556071,-121.3869143,60670052043007,60670052043008,60670052043003,60670052043,60670052043,60670052043,0.193112964271932,0.204628232568352,0.297068568092029,0.25,0.25,1,0.694809764932314,0.585443037974684,0.639240506329114,0.281645569620253,0.310126582278481,0.294303797468354,0.189873417721519,0.246835443037975,0.430379746835443,0.699367088607595,0.484615384615385,0.145569620253165,0.604651162790698,0.936193619361936,0.400531701444623,0.62692133245981,0.62692133245981,0.483217695262547,0.480888154398218,0.604651162790698,0.29217814132154,4
"172",172,60670081111004,60670081111,6067008111,-121.301266,38.7038415041667,6,67,8111,1004,60670081111004,"Block 1004","G5040","U",77068,"U","S",13024,0,38.7035677,-121.3015809,60670081111004,60670081111002,60670081111003,60670081111,60670081111,60670081111,0.294459120719437,0.320774108820701,0.329462622871952,1,1,1,0.944695852412089,0.20253164556962,0.911392405063291,0.319620253164557,0.205696202531646,0.886075949367089,0.319620253164557,0.19620253164557,0.645569620253165,0.25,0.774725274725275,0.471518987341772,0.594961240310077,0.0935093509350935,0.352377608346709,0.193418333921282,0.193418333921282,0.487599219913293,0.503989436130412,0.594961240310077,0.290102636653839,4
"139",139,60670074142004,60670074142,6067007414,-121.359151942857,38.68903495625,6,67,7414,2004,60670074142004,"Block 2004","G5040","U",77068,"U","S",242543,0,38.6869823,-121.3607007,60670074141017,60670074141009,60670074141008,60670074141,60670074141,60670074141,0.242696412067232,0.260933345517775,0.373516732446028,1,1,1,0.877146490031035,0.582278481012658,0.401898734177215,0.401898734177215,0.493670886075949,0.965189873417722,0.617088607594937,0.658227848101266,0.341772151898734,0.386075949367089,0.971428571428571,0.89873417721519,0.5,0.473047304730473,0,0.0913168371717986,0.0913168371717986,0.562992858988674,0.559291657419916,0.5,0.281496429494337,4
"182",182,60670081412006,60670081412,6067008141,-121.281970685714,38.68903495625,6,67,8141,2006,60670081412006,"Block 2006","G5040","U",77068,"U","S",58540,0,38.6873642,-121.2806813,60670081401010,60670081412006,60670081412003,60670081401,60670081412,60670081412,0.449249997453359,0.464985247616935,0.48895631586382,1,1,1,1.40319156093411,0.651898734177215,0.832278481012658,0.0727848101265823,0.686708860759494,0.636075949367089,0.693037974683544,0.756329113924051,0.924050632911392,0.651898734177215,0.617582417582418,0.879746835443038,0.37015503875969,0.738173817381738,0.439606741573034,0.571889331250315,0.571889331250315,0.758711644162315,0.765140120064282,0.37015503875969,0.28084093805233,4
"36",36,60670048021018,60670048021,6067004802,-121.417037885714,38.4965498333333,6,67,4802,1018,60670048021018,"Block 1018","G5040","U",77068,"U","S",17387,0,38.4971628,-121.4171607,60670048021018,60670048021019,60670048022019,60670048021,60670048021,60670048022,0.0284234858952907,0.0393049449114438,0.133630710901634,1,1,1,0.201359141708369,0.835443037974684,0.316455696202532,0.892405063291139,0.462025316455696,0.876582278481013,0.955696202531646,0.879746835443038,0.503164556962025,0.825949367088608,0.163736263736264,0.794303797468354,0.447674418604651,0.481848184818482,0.58401886035313,0.661694300257018,0.661694300257018,0.615265118582271,0.595298971137501,0.447674418604651,0.27543845424904,4
"271",271,60670087052191,60670087052,6067008705,-121.262675371429,38.60019566875,6,67,8705,2191,60670087052191,"Block 2191","G5040","U",77068,"U","S",163555,0,38.6018008,-121.263905,60670087052192,60670087052191,60670087052181,60670087052,60670087052,60670087052,0.366771805759592,0.397445404026641,0.460068008592662,1,1,1,1.22428521837889,0.341772151898734,0.784810126582278,0.791139240506329,0.765822784810127,0.306962025316456,0.424050632911392,0.0822784810126582,0.0474683544303797,0.060126582278481,0.0340659340659341,0.379746835443038,0.744186046511628,0.997799779977998,0,0.0835559139243058,0.0835559139243058,0.365608918958963,0.362802757505781,0.744186046511628,0.272081055969461,4
"235",235,60670086002002,60670086002,6067008600,-121.089017542857,38.51135638125,6,67,8600,2002,60670086002002,"Block 2002","G5040","U",73342,"C","S",200700,0,38.5109645,-121.0893166,60670086002002,60670086002001,60670086002006,60670086002,60670086002,60670086002,7.14342160844674,7.63437965372922,7.46225845214277,1,0.75,0.75,0,0.164556962025316,0.968354430379747,0.0854430379746835,0.768987341772152,0.0537974683544304,0.379746835443038,0.778481012658228,0.193037974683544,0.205696202531646,0.18021978021978,0.0474683544303797,0.99031007751938,0.18041804180418,0.354384028892456,0.0729224411631306,0.0729224411631306,0.26939712106172,0.265219794008073,0.99031007751938,0.266786683842129,4
"154",154,60670077023019,60670077023,6067007702,-121.339856628571,38.60019566875,6,67,7702,3019,60670077023019,"Block 3019","G5040","U",77068,"U","S",255397,0,38.5983929,-121.3406386,60670077023019,60670077021010,60670077021009,60670077023,60670077021,60670077021,0.201632585632628,0.230139895113587,0.228290381133791,0.25,0.25,0.25,0.660062861880006,0.0917721518987342,0.572784810126582,0.471518987341772,0.588607594936709,0.069620253164557,0.218354430379747,0.189873417721519,0.632911392405063,0.854430379746835,0.247252747252747,0.0664556962025316,0.74031007751938,0.55005500550055,0.349317817014446,0.147054376858338,0.147054376858338,0.358024130786244,0.369667805594429,0.74031007751938,0.265048872016173,4
"167",167,60670080071006,60670080071,6067008007,-121.281970685714,38.6594218604167,6,67,8007,1006,60670080071006,"Block 1006","G5040","U",77068,"U","S",718259,0,38.6597784,-121.2867037,60670080071004,60670080071003,60670080071015,60670080071,60670080071,60670080071,0.316230129550688,0.323307547688704,0.323021567706719,1,1,1,0.962559244946112,0.401898734177215,0.243670886075949,0.265822784810127,0.977848101265823,0.544303797468354,0.579113924050633,0.55379746835443,0.0189873417721519,0.712025316455696,0.192307692307692,0.189873417721519,0.62984496124031,0.803080308030803,0.25260834670947,0.0631960893010129,0.0631960893010129,0.420237921092069,0.420048031077667,0.62984496124031,0.264684737121943,4
"155",155,60670078012007,60670078012,6067007801,-121.320561314286,38.6298087645833,6,67,7801,2007,60670078012007,"Block 2007","G5040","U",77068,"U","S",40120,0,38.6301974,-121.3198018,60670078012007,60670078012009,60670078012008,60670078012,60670078012,60670078012,0.0351455887089152,0.0444214336016476,0.212819022868402,0.25,0.25,0.25,0.292386045178964,0.0949367088607595,0.85126582278481,0.278481012658228,0.943037974683544,0.724683544303797,0.0727848101265823,0.506329113924051,0.664556962025316,0.794303797468354,0.132967032967033,0.430379746835443,0.577519379844961,0.602860286028603,0.468047752808989,0.318197853147206,0.318197853147206,0.449801419151212,0.433259064895252,0.577519379844961,0.259769036641591,4
"134",134,60670074031008,60670074031,6067007403,-121.378447257143,38.6742284083333,6,67,7403,1008,60670074031008,"Block 1008","G5040","U",77068,"U","S",41024,0,38.6750692,-121.3767297,60670074031015,60670073011009,60670074031008,60670074031,60670073011,60670074031,0.232888413040808,0.3236531401102,0.257397386646777,1,1,1,0.813938939797785,0.503164556962025,0.5,0.123417721518987,0.509493670886076,0.427215189873418,0.610759493670886,0.544303797468354,0.642405063291139,0.604430379746835,0.331868131868132,0.863924050632911,0.403100775193798,0.804180418041804,0.866422552166934,0.613213727762939,0.613213727762939,0.629574714751509,0.630316425610006,0.403100775193798,0.253782055558748,4
"274",274,60670087052197,60670087052,6067008705,-121.224084742857,38.5261629291667,6,67,8705,2197,60670087052197,"Block 2197","G5040","R",NA,NA,"S",10357439,0,38.5404497,-121.2066159,60670087051047,60670087051046,60670087051055,60670087051,60670087051,60670087051,0.424368584642279,0.449379911651449,1.30774827270501,0.75,1,0.75,0.655311372220296,0.341772151898734,0.784810126582278,0.791139240506329,0.765822784810127,0.306962025316456,0.424050632911392,0.0822784810126582,0.0474683544303797,0.060126582278481,0.0340659340659341,0.379746835443038,0.744186046511628,0.997799779977998,0.240971107544141,0.00423323086226881,0.00423323086226881,0.332609451474756,0.325044815952959,0.744186046511628,0.2475233127254,4
