"","dropoff_ID","geocode.b","geocode.bg","geocode.t","lon","lat","STATEFP10","COUNTYFP10","TRACTCE10","BLOCKCE10","GEOID10","NAME10","MTFCC10","UR10","UACE10","UATYPE","FUNCSTAT10","ALAND10","AWATER10","INTPTLAT10","INTPTLON10","geocode.b1","geocode.b2","geocode.b3","geocode.bg1","geocode.bg2","geocode.bg3","transit.dist.1","transit.dist.2","transit.dist.3","transit.score1","transit.score2","transit.score3","transit.score.std","prc.latino.std","dens.cvap.std","prc.asian.std","prc.AmInd.std","prc.youth.std","prc.nonEngProf.std","prc.pov.std","prc.disabled.std","prc.CarAccess.std","rate.vbm.std","prc.ElNonReg.std","dens.poll.std","dens.work.std","popDens.std","commute.car.std","commute.walk.std","center_score","dropoff_score","dens.poll.std_0.3","wtd_center_score","quadrant"
"85",85,60670070042008,60670070042,6067007004,-121.494219142857,38.6298087645833,6,67,7004,2008,60670070042008,"Block 2008","G5040","U",77068,"U","S",369528,0,38.6313709,-121.4957029,60670070042009,60670070042008,60670070042014,60670070042,60670070042,60670070042,0.166128308131765,0.184586619490759,0.225329442474506,1,1,1,0.57604437009703,0.968354430379747,0.863924050632911,0.474683544303797,0.386075949367089,0.943037974683544,0.75,0.762658227848101,0.386075949367089,0.575949367088608,0.825274725274725,0.806962025316456,0.736434108527132,0.465346534653465,0.26850922953451,0.0767021115758706,0.0767021115758706,0.633641669979787,0.622023847563504,0.736434108527132,0.466635338357208,3
"73",73,60670063002002,60670063002,6067006300,-121.417037885714,38.6298087645833,6,67,6300,2002,60670063002002,"Block 2002","G5040","U",77068,"U","S",15562,0,38.6293644,-121.4170957,60670063002001,60670063002002,60670063002015,60670063002,60670063002,60670063002,0.455483491977882,0.460041835570071,0.465880643756114,1,1,1,1.38140597130407,0.95253164556962,0.550632911392405,0.268987341772152,0.515822784810127,0.841772151898734,0.854430379746835,0.892405063291139,0.854430379746835,0.879746835443038,0.798901098901099,0.943037974683544,0.282945736434109,0.429042904290429,0.285864767255217,0.800332610996321,0.800332610996321,0.808396175461349,0.810597140793232,0.3,0.242518852638405,4
"147",147,60670075013003,60670075013,6067007501,-121.339856628571,38.6742284083333,6,67,7501,3003,60670075013003,"Block 3003","G5040","U",77068,"U","S",25832,0,38.6739427,-121.338585,60670075013000,60670075013003,60670075011014,60670075013,60670075013,60670075011,0.436584439525419,0.474544561731216,0.451456590927981,1,1,1,1.36258559218462,0.816455696202532,0.810126582278481,0.357594936708861,0.911392405063291,0.892405063291139,0.54746835443038,0.727848101265823,0.927215189873418,0.822784810126582,0.851648351648352,0.617088607594937,0.151162790697674,0.445544554455446,0.585874799357945,0.610794738698785,0.610794738698785,0.77379670885167,0.786419738369079,0.3,0.232139012655501,4
"182",182,60670081412006,60670081412,6067008141,-121.281970685714,38.68903495625,6,67,8141,2006,60670081412006,"Block 2006","G5040","U",77068,"U","S",58540,0,38.6873642,-121.2806813,60670081401010,60670081412006,60670081412003,60670081401,60670081412,60670081412,0.449249997453359,0.464985247616935,0.48895631586382,1,1,1,1.40319156093411,0.651898734177215,0.832278481012658,0.0727848101265823,0.686708860759494,0.636075949367089,0.693037974683544,0.756329113924051,0.924050632911392,0.651898734177215,0.617582417582418,0.879746835443038,0.37015503875969,0.738173817381738,0.439606741573034,0.571889331250315,0.571889331250315,0.758711644162315,0.765140120064282,0.37015503875969,0.28084093805233,4
"135",135,60670074062008,60670074062,6067007406,-121.378447257143,38.7038415041667,6,67,7406,2008,60670074062008,"Block 2008","G5040","U",77068,"U","S",10791,0,38.7038688,-121.37948,60670074062004,60670074062008,60670074062002,60670074062,60670074062,60670074062,0.0360231704228697,0.0722666722159866,0.194548888298111,1,1,1,0.302838730936968,0.829113924050633,0.974683544303797,0.376582278481013,0.379746835443038,0.832278481012658,0.794303797468354,0.642405063291139,0.471518987341772,0.670886075949367,0.992307692307692,0.958860759493671,0.567829457364341,0.331133113311331,0.80372191011236,0.938769339313612,0.938769339313612,0.733100957035963,0.722602255612103,0.567829457364341,0.41627631862701,4
"137",137,60670074131007,60670074131,6067007413,-121.378447257143,38.6594218604167,6,67,7413,1007,60670074131007,"Block 1007","G5040","U",77068,"U","S",7613,0,38.6594114,-121.3811496,60670074131012,60670074131006,60670074131021,60670074131,60670074131,60670074131,0.256507089537352,0.270945942388215,0.287793402834522,1,1,1,0.815246434760089,0.740506329113924,0.588607594936709,0.313291139240506,0.591772151898734,0.705696202531646,0.800632911392405,0.69620253164557,0.974683544303797,0.70253164556962,0.814285714285714,0.731012658227848,0.323643410852713,0.838283828382838,0,0.87149120596684,0.87149120596684,0.712035057972284,0.707630610247638,0.323643410852713,0.230445454808859,4
"143",143,60670074232013,60670074232,6067007423,-121.359151942857,38.6742284083333,6,67,7423,2013,60670074232013,"Block 2013","G5040","U",77068,"U","S",18369,0,38.6736606,-121.3591586,60670074232013,60670074232010,60670074162015,60670074232,60670074232,60670074162,0.187917077079704,0.203558396954373,0.201227066331212,1,1,1,0.592702540365288,0.765822784810127,0.332278481012658,0.0759493670886076,0.715189873417722,0.911392405063291,0.867088607594937,0.927215189873418,0.80379746835443,0.908227848101266,0.467032967032967,0.639240506329114,0.213178294573643,0.733773377337734,0.809741171749599,0.381293151237212,0.381293151237212,0.70258621731665,0.703989009495023,0.3,0.210775865194995,4
"45",45,60670052051019,60670052051,6067005205,-121.397742571429,38.5409694770833,6,67,5205,1019,60670052051019,"Block 1019","G5040","U",77068,"U","S",206060,0,38.5408164,-121.3950309,60670052051020,60670052051021,60670052051019,60670052051,60670052051,60670052051,0.350968838347094,0.458069499490573,0.468258778569045,0.25,1,1,1.27729711640671,0.528481012658228,0.0791139240506329,0.765822784810127,0.221518987341772,0.987341772151899,0.841772151898734,0.920886075949367,0.844936708860759,0.892405063291139,0.7,0.822784810126582,0.108527131782946,0.992299229922992,0,0.0396613415310185,0.0396613415310185,0.691055547956918,0.695336424571736,0.3,0.207316664387076,4
"58",58,60670055023014,60670055023,6067005502,-121.417037885714,38.60019566875,6,67,5502,3014,60670055023014,"Block 3014","G5040","U",77068,"U","S",40815,0,38.6006432,-121.4184672,60670055023011,60670055023012,60670055023014,60670055023,60670055023,60670055023,0.0927478630071907,0.0985422341647863,0.18908854107992,1,1,1,0.380378638251897,0.965189873417722,0.462025316455696,0.386075949367089,0.756329113924051,0.778481012658228,0.860759493670886,0.79746835443038,0.417721518987342,0.835443037974684,0.581318681318681,0.537974683544304,0.503875968992248,0.845984598459846,0.993128009630819,0.288414050294814,0.288414050294814,0.669488150475901,0.667766942138192,0.503875968992248,0.337338990549873,4
"39",39,60670050013029,60670050013,6067005001,-121.417037885714,38.4817432854167,6,67,5001,3029,60670050013029,"Block 3029","G5040","U",77068,"U","S",13439,0,38.4818878,-121.4183338,60670050013030,60670050013007,60670050013026,60670050013,60670050013,60670050013,0.00145498756683426,0.0949423389020871,0.164832157921697,1,1,1,0.261229484390619,0.901898734177215,0.958860759493671,0.829113924050633,0.481012658227848,0.560126582278481,0.971518987341772,0.645569620253165,0.857594936708861,0.379746835443038,0.571428571428571,0.927215189873418,0.60077519379845,0.295929592959296,0.524829454253612,0.7653580607771,0.7653580607771,0.664781636669878,0.658329229365805,0.60077519379845,0.399384316603997,4
"183",183,60670081421005,60670081421,6067008142,-121.281970685714,38.7038415041667,6,67,8142,1005,60670081421005,"Block 1005","G5040","U",77068,"U","S",122379,0,38.7040436,-121.2857598,60670081421007,60670081421008,60670081422007,60670081421,60670081421,60670081422,0.456349323767635,0.459815832784768,0.464036940152344,1,1,1,1.38020209670475,0.550632911392405,0.30379746835443,0.291139240506329,0.94620253164557,0.686708860759494,0.427215189873418,0.34493670886076,0.829113924050633,0.382911392405063,0.935164835164835,0.844936708860759,0.691860465116279,0.623762376237624,0.400531701444623,0.288061281056292,0.288061281056292,0.628631156989161,0.648832006469253,0.691860465116279,0.434925044661106,4
"142",142,60670074222005,60670074222,6067007422,-121.339856628571,38.68903495625,6,67,7422,2005,60670074222005,"Block 2005","G5040","U",77068,"U","S",19312,0,38.6894892,-121.3397662,60670074222005,60670074222004,60670074222002,60670074222,60670074222,60670074222,0.195752156167208,0.216739240140202,0.258981255670081,1,1,1,0.671472651977491,0.718354430379747,0.0632911392405063,0.110759493670886,0.990506329113924,0.765822784810127,0.863924050632911,0.680379746835443,0.177215189873418,0.693037974683544,0.88021978021978,0.753164556962025,0.135658914728682,0.746974697469747,0.783005617977528,0.506425439701658,0.506425439701658,0.642246788240794,0.645549402198288,0.3,0.192674036472238,4
"304",304,60670091113003,60670091113,6067009111,-121.359151942857,38.5409694770833,6,67,9111,3003,60670091113003,"Block 3003","G5040","U",77068,"U","S",47712,0,38.5412123,-121.3592985,60670091113003,60670091113000,60670091113004,60670091113,60670091113,60670091113,0.44462318895208,0.448065453327496,0.453842794258634,1,1,1,1.34653143653821,0.639240506329114,0.835443037974684,0.636075949367089,0.306962025316456,0.791139240506329,0.506329113924051,0.287974683544304,0.493670886075949,0.208860759493671,0.464835164835165,0.746835443037975,0.513565891472868,0.705170517051705,0.753059791332263,0.403971173713652,0.403971173713652,0.63582895668912,0.645107349373778,0.513565891472868,0.326540064966311,4
"138",138,60670074133019,60670074133,6067007413,-121.397742571429,38.6446153125,6,67,7413,3019,60670074133019,"Block 3019","G5040","U",77068,"U","S",237553,0,38.6440817,-121.3949961,60670073013124,60670074133022,60670073013145,60670073013,60670074133,60670073013,0.200427870197004,0.22587055008961,0.469090823322736,1,1,1,0.89538924360935,0.740506329113924,0.588607594936709,0.313291139240506,0.591772151898734,0.705696202531646,0.800632911392405,0.69620253164557,0.974683544303797,0.70253164556962,0.242857142857143,0.731012658227848,0.228682170542636,0.910891089108911,0,0.208940180416268,0.208940180416268,0.628955737412734,0.621630548688175,0.3,0.18868672122382,4
"181",181,60670081391003,60670081391,6067008139,-121.262675371429,38.6742284083333,6,67,8139,1003,60670081391003,"Block 1003","G5040","U",77068,"U","S",21001,0,38.6744421,-121.2635258,60670081391003,60670081391005,60670081391001,60670081391,60670081391,60670081391,0.0685482872628481,0.0839238632807231,0.0967928604418012,1,1,1,0.249265010985372,0.69620253164557,0.34493670886076,0.0949367088607595,0.674050632911392,0.95253164556962,0.458860759493671,0.436708860759494,0.699367088607595,0.867088607594937,0.281318681318681,0.914556962025316,0.292635658914729,0.866886688668867,0.983597512038523,0.549160913168372,0.549160913168372,0.635593545701069,0.618995462637693,0.3,0.190678063710321,4
"46",46,60670052051045,60670052051,6067005205,-121.397742571429,38.5261629291667,6,67,5205,1045,60670052051045,"Block 1045","G5040","U",77068,"U","S",158802,0,38.5277003,-121.3974314,60670052051045,60670092011011,60670092011005,60670052051,60670092011,60670092011,0.0941715953668915,0.121263262052729,0.181748528123776,1,1,1,0.397183385543397,0.528481012658228,0.0791139240506329,0.765822784810127,0.221518987341772,0.987341772151899,0.841772151898734,0.920886075949367,0.844936708860759,0.892405063291139,0.7,0.822784810126582,0.108527131782946,0.992299229922992,0,0.0632968805120194,0.0632968805120194,0.619400989836,0.608802272671718,0.3,0.1858202969508,4
"297",297,60670090081000,60670090081,6067009008,-121.301266,38.5853891208333,6,67,9008,1000,60670090081000,"Block 1000","G5040","U",77068,"U","S",77275,0,38.5847779,-121.299579,60670090081001,60670090083011,60670090081000,60670090081,60670090083,60670090081,0.273580690738312,0.276582613469622,0.331185161536189,1,1,1,0.881348465744123,0.753164556962025,0.370253164556962,0.256329113924051,0.645569620253165,0.626582278481013,0.80379746835443,0.677215189873418,0.889240506329114,0.408227848101266,0.694505494505494,0.354430379746835,0.346899224806202,0.723872387238724,0.277788924558588,0.140200574509903,0.140200574509903,0.589343746107261,0.608039734666059,0.346899224806202,0.204442888668992,4
"439",439,60670096081011,60670096081,6067009608,-121.417037885714,38.4521301895833,6,67,9608,1011,60670096081011,"Block 1011","G5040","U",77068,"U","S",412581,0,38.4528103,-121.41352,60670096081005,60670096081011,60670096081013,60670096081,60670096081,60670096081,0.103286138077746,0.139777448673376,0.1405351613113,1,1,1,0.383598748062422,0.354430379746835,0.857594936708861,0.987341772151899,0.613924050632911,0.569620253164557,0.917721518987342,0.689873417721519,0.784810126582278,0.354430379746835,0.789010989010989,0.674050632911392,0.511627906976744,0.8998899889989,0.311647271268058,0.0588620672277377,0.0588620672277377,0.592072423186296,0.597350868905274,0.511627906976744,0.302920774653454,4
"438",438,60670096064009,60670096064,6067009606,-121.417037885714,38.4669367375,6,67,9606,4009,60670096064009,"Block 4009","G5040","U",77068,"U","S",169205,0,38.4595443,-121.4130846,60670096064008,60670096064004,60670093191023,60670096064,60670096064,60670093191,0.0548003915524432,0.0772916293588059,0.159506752532568,1,1,1,0.291598773443817,0.686708860759494,0.886075949367089,0.806962025316456,0.0854430379746835,0.930379746835443,0.810126582278481,0.85126582278481,0.895569620253165,0.819620253164557,0.0593406593406594,0.886075949367089,0.155038759689922,0.985698569856986,0,0.19150330091216,0.19150330091216,0.627458287081735,0.595496591847089,0.3,0.18823748612452,4
