geoid,lon,lat
06067004801,-121.422183612912,38.5067311712541
06067004906,-121.458226395073,38.4780179542166
06067005505,-121.408348947952,38.6033842563052
06067005804,-121.339473224033,38.5865307081738
06067006500,-121.438563978489,38.6441641968221
06067007103,-121.518952001581,38.6614421195834
06067007403,-121.377378766235,38.6793352106237
06067008129,-121.320570565604,38.7025740488949
06067009606,-121.423834307348,38.4663446249748
06067004904,-121.446498159372,38.4880683684602
06067005901,-121.357032815983,38.6362146119276
06067001400,-121.472124461434,38.573985580164
06067002400,-121.497339938918,38.5448270954764
06067007017,-121.545394860521,38.6191406508061
06067008512,-121.102564052683,38.6699002947922
06067009635,-121.466766719475,38.3919505244517
06067009800,-121.69938509438,38.0926049014782
