"GEOID","FIPS","prc_nonEngProf_Final","prc_nonEngProf.CV_Final","LEP_flag","prc_CarAccess_Final","prc_CarAccess.CV_Final","Car_flag","prcDisabled_Final","prcDisabled.CV_Final","Disab_flag","prc_popAmInd_Final","prc_popAmInd.CV_Final","AmInd_flag","prc_popAsian_Final","prc_popAsian.CV_Final","Asn_flag","prc_popLatino_Final","prc_popLatino.CV_Final","Latino_flag","prc_Pov_Final","prc_Pov.CV_Final","Pov_flag","prc_Youth_Final","prc_Youth.CV_Final","Youth_flag","count_Tracts.in.Pool","cvapDens","cvapDens.CV"
"06067004201","06067",0.222156398104265,17.5228897164295,0,0.913602941176471,7.41484146374704,0,0.16922574322117,14.745528347449,0,0.0016276357697785,115.073357405115,1,0.140085012012567,16.2814757183582,0,0.40731842542968,8.49788997773016,0,0.236000739234892,16.4490374674736,0,0.0872297172426539,16.057412685444,0,5,0.00317561774896387,5.85563246141822
"06067004202","06067",0.236382113821138,14.9660461887739,0,0.890334572490706,8.37270293539163,0,0.0989285714285714,22.0110931620172,0,0.00274170044967256,99.1119204144584,1,0.284776663628077,19.6772259884218,0,0.371558796718323,6.2997165282796,0,0.242734724292101,14.9797392906245,0,0.138012762078396,13.4777026934755,0,6,0.00335316826208485,6.42881268449525
"06067004203","06067",0.233884297520661,16.9046025243469,0,0.863894139886578,9.35597702025173,0,0.130727762803235,19.9652678707193,0,0.00261260342121928,100.379716958045,1,0.249635833940277,19.7368771800656,0,0.328113619810634,10.8497652550872,0,0.4278951201748,12.7829549255965,0,0.104879825200291,15.7392891106504,0,7,0.00302343159486017,6.66203476036119
"06067004300","06067",0.257529768853607,14.2979294539521,0,0.949388443694644,8.54107280844925,0,0.136962552011096,16.6623702382439,0,0.00392404014796595,81.60845190275,1,0.339718067362531,13.2843631878961,0,0.243624233293877,11.2686495023668,0,0.241476963293759,20.3262978240941,0,0.164532443774884,13.3736450072024,0,10,0.00538231698346751,5.46697993416127
"06067004401","06067",0.306808859721083,23.1525294318068,0,0.850654349499615,10.1736201784097,0,0.204998047637642,19.7555383284924,0,0.0121177850821126,83.779130107439,1,0.22244950140629,25.369136636866,0,0.35080542060854,16.0631981038459,0,0.322051282051282,18.8788270581872,0,0.102531321912554,17.8894720578257,0,9,0.00258716461976289,8.05059307328197
"06067004402","06067",0.317874396135266,15.3939706586726,0,0.812834224598931,11.7275511301258,0,0.211985018726592,20.6918388803937,0,0.0196438590842384,87.1019436531735,1,0.164462457337884,34.6358919936904,0,0.563139931740614,11.2113451295857,0,0.478242320819113,15.8267283912828,0,0.103455631399317,16.6875315095415,0,6,0.00209002318302414,7.13337184355484
"06067004501","06067",0.460192788289896,10.363670446763,0,0.889447236180904,8.73952768466415,0,0.219027705175118,18.7982823283987,0,0.00549152929602496,76.7759874792232,1,0.410994764397906,14.1666505254574,0,0.446335078534031,11.2566633339723,0,0.416171617161716,14.0432772925329,0,0.101112565445026,19.4523738866055,0,8,0.00154215302825082,7.23093993676681
"06067004502","06067",0.259133964817321,14.4050752021667,0,0.776047904191617,8.832261222593,0,0.146656815663096,21.050529638623,0,0.0050973249809722,80.0704345793496,1,0.162680412371134,21.133212306642,0,0.465567010309278,6.9187854723263,0,0.415744414282731,13.5494952728295,0,0.117938144329897,16.5493272970036,0,10,0.00235381251680389,6.75183578479789
"06067004601","06067",0.211198143313026,18.4989282239592,0,0.853383458646617,9.6609775765005,0,0.124065420560748,26.1041770902208,0,0.00562342407467731,71.4515203924377,1,0.162048033782001,14.6891459907481,0,0.396542623383479,13.5335610917207,0,0.4243264659271,11.7015156153415,0,0.130377408287147,13.5105582892827,0,7,0.00430179528933124,4.93480710474826
"06067004602","06067",0.367486338797814,10.4907220275914,0,0.862903225806452,7.396816664664,0,0.146857923497268,15.390384047519,0,0.00109672239258482,111.408671282775,1,0.0895491377519219,17.497824379994,0,0.5462289632246,8.28110776580399,0,0.313994593470576,15.6350919818679,0,0.0826927072511947,16.2214382997874,0,8,0.00235381251680389,7.32896087473359
"06067004701","06067",0.325129533678756,17.8957622756333,0,0.785191956124314,9.65636784304045,0,0.127235564639755,22.2750174919633,0,0.00886696584474417,77.2952083838475,1,0.230836746635459,14.4736099541449,0,0.459332943241662,12.3602937951743,0,0.450146627565982,13.8596561792658,0,0.10122878876536,17.7101432330201,0,8,0.0017907237466202,6.77665910286151
"06067004702","06067",0.365280289330922,18.1985651291565,0,0.855437665782493,10.2385040172961,0,0.109720885466795,20.8476876379819,0,0.00731277121398669,71.9714209743089,1,0.2,25.6220393789325,0,0.493577981651376,12.36410680803,0,0.311192660550459,18.7636531343612,0,0.148623853211009,16.4244532122009,0,7,0.00247048856828339,10.4299758013796
"06067004801","06067",0.367175856929955,11.8303099321042,0,0.955303933253874,7.89057740798833,0,0.129791729550257,19.0286928515804,0,0.00708619191487473,72.0850758810292,1,0.475221700573813,7.46866419497252,0,0.218222917753434,12.9617881122159,0,0.263314646110722,15.9567409618345,0,0.116849243609807,13.0111476072191,0,8,0.00364232195488188,4.83108289226414
"06067004802","06067",0.317176680813044,16.3127492212182,0,0.869171885873347,8.68090956640439,0,0.106382978723404,19.3729588079103,0,0.00851804013951429,76.8745674624148,1,0.315482392165034,11.7494153997622,0,0.325067722442175,11.9253835841061,0,0.378828922692228,21.700406184429,0,0.132110856428423,15.7402591784192,0,7,0.00253643590172833,5.411939191968
"06067004903","06067",0.315557581282285,13.7794946905831,0,0.883652430044183,7.49763155962026,0,0.165402843601896,15.8131484965724,0,0.00254246220558853,92.9622113069548,1,0.360430950048972,9.7330465428957,0,0.227647964180775,14.0755093100607,0,0.412629515541865,12.6917817175244,0,0.169441723800196,10.727992653103,0,8,0.00399235010932039,4.80809027676623
"06067004904","06067",0.169022046353872,18.2717149259226,0,0.967795669072737,6.71294112721972,0,0.124742571344513,18.7619098804718,0,0.00480439292781311,77.0383019942608,1,0.207534128218421,14.5503389024261,0,0.327112493519959,8.40928860218321,0,0.158285813029203,21.8906991298002,0,0.110938310005184,17.5026979497102,0,7,0.00379450810898558,5.84169198655529
"06067004905","06067",0.317662422461639,18.6781005135284,0,0.775688675120245,10.7663631673522,0,0.196590303676079,27.7332668539512,0,0.00160780556119213,97.2306341100798,1,0.180420156528903,34.2969528432786,0,0.40093368117534,17.1282445906544,0,0.330799004700028,18.2059552738135,0,0.0815597967870383,21.9194975437063,0,8,0.00356115600602657,6.58993284192628
"06067004906","06067",0.262191048764195,13.827190176321,0,0.966589861751152,7.91656917336817,0,0.0974025974025974,19.6208612737946,0,0.00137382989071536,97.396883755482,1,0.288582183186951,18.9458240716534,0,0.294228356336261,9.36188347210629,0,0.245994344957587,19.4306480719376,0,0.118255959849435,16.6186296251373,0,8,0.00181101523383403,6.63234011345884
"06067005001","06067",0.321914594087283,14.7275266097267,0,0.957429048414023,8.47531181746474,0,0.165181753385602,19.4723434766319,0,0.00880940351878055,76.8627003338314,1,0.285744322960471,12.3590343470701,0,0.374894869638352,12.3786446068129,0,0.247161480235492,20.6285049383554,0,0.0967199327165685,16.2657601083312,0,7,0.00517432923952579,7.6091542035493
"06067005002","06067",0.263573883161512,16.4189448901483,0,0.882474226804124,8.15848691252684,0,0.272391017173052,15.1470198568092,0,0.00834242046051611,77.7443979433063,1,0.243145856180479,13.7336591808207,0,0.245025849913834,14.9683602978509,0,0.32978223405922,14.4070711224485,0,0.0715964280119066,23.5659011968021,0,11,0.00411409903260335,6.21225017964138
"06067005101","06067",0.288197845249755,15.8321097567378,0,0.957430340557275,8.61541286551241,0,0.182958317963851,19.261804621639,0,0.0134328980331534,85.375547613043,1,0.271954674220963,10.6324561431166,0,0.288298104162127,15.7933770681229,0,0.369908015768725,14.6485016335919,0,0.10350838962737,15.1962825886342,0,8,0.00276471513288388,5.05269518220217
"06067005102","06067",0.157332193244976,23.0055884920475,0,0.939467312348668,7.92312127617462,0,0.144377438808088,17.219181868031,0,0.0163898167447442,82.3400520715704,1,0.270047169811321,18.853568169891,0,0.268867924528302,18.4193546595667,0,0.22009474930912,20.070256985458,0,0.0888364779874214,18.0771966610476,0,6,0.00323141933880189,5.25699053011281
"06067005201","06067",0.0701538461538461,25.8578772338678,0,0.880434782608696,7.10464936482792,0,0.0781609195402299,28.074480884911,0,0.00448376004261729,63.957058284486,1,0.142941698727434,19.567765920266,0,0.355430600769458,8.9699786367278,0,0.405078597339782,9.47870280513053,0,0.680378810298905,4.35066970926132,0,10,0.00283573533813227,5.12176771995763
"06067005202","06067",0.0633694339630848,36.5136247324102,1,0.967315716272601,7.71249084580074,0,0.0994038083176745,28.2609985599054,1,0.00393578327305957,72.1451846659024,1,0.0926233139987274,26.3753066484119,1,0.212507237984945,12.2668205054295,0,0.222222222222222,20.2039548880751,0,0.273306311522872,19.2436789013934,0,9,0.00292197415879103,6.06961576763555
