"","top_points_ID","geocode.b","geocode.bg","geocode.t","lon","lat","STATEFP10","COUNTYFP10","TRACTCE10","BLOCKCE10","GEOID10","NAME10","MTFCC10","UR10","UACE10","UATYPE","FUNCSTAT10","ALAND10","AWATER10","INTPTLAT10","INTPTLON10","geocode.b1","geocode.b2","geocode.b3","geocode.bg1","geocode.bg2","geocode.bg3","transit.dist.1","transit.dist.2","transit.dist.3","transit.score1","transit.score2","transit.score3","transit.score.std","prc.latino.std","dens.cvap.std","prc.asian.std","prc.AmInd.std","prc.youth.std","prc.nonEngProf.std","prc.pov.std","prc.disabled.std","prc.CarAccess.std","rate.vbm.std","prc.ElNonReg.std","dens.poll.std","dens.work.std","popDens.std","commute.car.std","commute.walk.std","center_score","dropoff_score","dens.poll.std_0.3","wtd_center_score"
"412",412,60670094073002,60670094073,6067009407,-121.281970685714,38.2892581625,6,67,9407,3002,60670094073002,"Block 3002","G5040","U",32451,"C","S",1032896,0,38.2883574,-121.2745472,60670094073003,60670094073026,60670094073004,60670094073,60670094073,60670094073,13.3655948996778,13.3774998814458,13.7390735017239,1,1,1,0,0.943037974683544,0.996835443037975,0.164556962025316,0.0506329113924051,0.348101265822785,0.512658227848101,0.39873417721519,0.205696202531646,0.164556962025316,0.292307692307692,0.490506329113924,0.992248062015504,0.658965896589659,0.249799357945425,0.0285239127148113,0.0285239127148113,0.398682243580514,0.377875020638487,0.992248062015504,0.395591683552758
"330",330,60670093222002,60670093222,6067009322,-121.397742571429,38.4521301895833,6,67,9322,2002,60670093222002,"Block 2002","G5040","U",77068,"U","S",77851,0,38.4521853,-121.3939978,60670093203011,60670093203012,60670093203010,60670093203,60670093203,60670093203,0.503633599972845,0.541056122248423,0.62404007018062,1,1,1,0,0.477848101265823,1,0.981012658227848,0.512658227848101,0.594936708860759,0.746835443037975,0.341772151898734,0.281645569620253,0.246835443037975,0.384615384615385,0.787974683544304,0.848837209302326,0.77997799779978,0.277788924558588,0.140250970115406,0.140250970115406,0.4624017651846,0.442188285715894,0.848837209302326,0.392503823935765
"19",19,60670037001017,60670037001,6067003700,-121.474923828571,38.5409694770833,6,67,3700,1017,60670037001017,"Block 1017","G5040","U",77068,"U","S",10203,0,38.5407202,-121.4749787,60670037001017,60670027001018,60670037001018,60670037001,60670027001,60670037001,0.0244363935027609,0.0339571169999119,0.0574797834894905,0.25,0.25,1,0.115873293992163,0.977848101265823,0.215189873417722,0.617088607594937,0.816455696202532,0.772151898734177,0.765822784810127,0.889240506329114,0.971518987341772,0.886075949367089,0.912087912087912,0.772151898734177,0.569767441860465,0.415841584158416,0.347411717495987,0.762737489290934,0.762737489290934,0.675102125912079,0.666973800903887,0.569767441860465,0.384651211275487
"318",318,60670092012048,60670092012,6067009201,-121.339856628571,38.4817432854167,6,67,9201,2048,60670092012048,"Block 2048","G5040","U",77068,"U","S",206056,0,38.483339,-121.3379009,60670092012048,60670092012036,60670092012039,60670092012,60670092012,60670092012,2.793225470342,2.8032306607305,2.86441262505802,1,1,1,0,0.544303797468354,0.221518987341772,0.683544303797468,0.775316455696203,0.522151898734177,0.879746835443038,0.411392405063291,0.737341772151899,0.588607594936709,0.00989010989010985,0.737341772151899,0.800387596899225,0.939493949394939,0.542987560192616,0.0622889684019554,0.0622889684019554,0.477258356629216,0.468690338611085,0.800387596899225,0.381991669162531
"141",141,60670074213017,60670074213,6067007421,-121.339856628571,38.7038415041667,6,67,7421,3017,60670074213017,"Block 3017","G5040","U",77068,"U","S",58841,0,38.7045546,-121.3396591,60670074213017,60670074213015,60670074282031,60670074213,60670074213,60670074282,0.490782439505994,0.669773846051681,0.742231289753516,1,1,1,0.245391219752997,0.319620253164557,0.981012658227848,0.560126582278481,0.879746835443038,0.731012658227848,0.620253164556962,0.955696202531646,0.151898734177215,0.0981012658227848,0.741758241758242,0.300632911392405,0.711240310077519,0.730473047304731,0.656099518459069,0.412185657410674,0.412185657410674,0.528343416509747,0.524586003750604,0.711240310077519,0.375779135385809
"440",440,60670096103008,60670096103,6067009610,-121.4363332,38.4521301895833,6,67,9610,3008,60670096103008,"Block 3008","G5040","U",77068,"U","S",61437,0,38.4529371,-121.4367301,60670096103009,60670096103008,60670096103007,60670096103,60670096103,60670096103,0.492908290985295,0.485637223576719,0.569619165995229,1,1,1,0.73390913592151,0.810126582278481,0.715189873417722,0.863924050632911,0.10126582278481,0.528481012658228,0.920886075949367,0.490506329113924,0.718354430379747,0.598101265822785,0.90989010989011,0.756329113924051,0.554263565891473,0.710671067106711,0.421900080256822,0.423222295015875,0.423222295015875,0.677222299723019,0.685033204448367,0.554263565891473,0.375359646745704
"303",303,60670091092019,60670091092,6067009109,-121.359151942857,38.555776025,6,67,9109,2019,60670091092019,"Block 2019","G5040","U",77068,"U","S",37214,0,38.5555129,-121.3567876,60670091092013,60670091092020,60670091082005,60670091092,60670091092,60670091082,0.298698330495373,0.302159281401782,0.308412179482505,1,1,1,0.90926979137966,0.44620253164557,0.784810126582278,0.518987341772152,0.129746835443038,0.981012658227848,0.268987341772152,0.408227848101266,0.44620253164557,0.484177215189873,0.584615384615385,0.392405063291139,0.693798449612403,0.151815181518152,0.630016051364366,0.424633371969964,0.424633371969964,0.532211270808186,0.538489359860594,0.693798449612403,0.369247354552966
"410",410,60670094072010,60670094072,6067009407,-121.301266,38.2744516145833,6,67,9407,2010,60670094072010,"Block 2010","G5040","U",32451,"C","S",542287,0,38.270788,-121.295959,60670094072028,60670094072020,60670094072017,60670094072,60670094072,60670094072,13.8040816954186,13.8092350739318,13.7027032441501,1,1,1,0,0.943037974683544,0.996835443037975,0.164556962025316,0.0506329113924051,0.348101265822785,0.512658227848101,0.39873417721519,0.205696202531646,0.164556962025316,0.608791208791209,0.490506329113924,0.872093023255814,0.403740374037404,0.349317817014446,0.112684573905155,0.112684573905155,0.421130156207851,0.408783664358621,0.872093023255814,0.367264671111498
"285",285,60670088012011,60670088012,6067008801,-121.281970685714,38.5409694770833,6,67,8801,2011,60670088012011,"Block 2011","G5040","U",77068,"U","S",54522,0,38.5417701,-121.2807071,60670088012012,60670088012011,60670088012035,60670088012,60670088012,60670088012,1.88559514065518,1.94935285629069,1.96079449071968,1,0.5,0.5,0,0.427215189873418,0.40506329113924,0.737341772151899,0.854430379746835,0.25,0.45253164556962,0.237341772151899,0.462025316455696,0.708860759493671,0.66043956043956,0.284810126582278,0.905038759689923,0.456545654565457,0.589887640449438,0.336340271128358,0.336340271128358,0.405667400673671,0.410624482849826,0.905038759689923,0.367144721152334
"299",299,60670090111017,60670090111,6067009011,-121.281970685714,38.5705825729167,6,67,9011,1017,60670090111017,"Block 1017","G5040","U",77068,"U","S",381945,0,38.5737417,-121.2813888,60670090111017,60670090111021,60670090112022,60670090111,60670090111,60670090112,0.183387150880081,0.186545460153779,0.435524041250304,0.5,0.5,0.5,0.805456652284165,0.151898734177215,0.360759493670886,0.816455696202532,0.0474683544303797,0.411392405063291,0.718354430379747,0.629746835443038,0.0126582278481013,0.272151898734177,0.335164835164835,0.414556962025316,0.854651162790698,0.543454345434543,0.283758025682183,0.54865695711334,0.54865695711334,0.422595332756064,0.423827819114766,0.854651162790698,0.361171592529892
"146",146,60670074333009,60670074333,6067007433,-121.359151942857,38.7038415041667,6,67,7433,3009,60670074333009,"Block 3009","G5040","U",77068,"U","S",268686,0,38.7058905,-121.3579115,60670074291001,60670074291000,60670074291007,60670074291,60670074291,60670074291,0.259690867970977,0.255731958784001,0.292281565404352,1,1,1,0.807704392159329,0.215189873417722,0.962025316455696,0.658227848101266,0.272151898734177,0.914556962025316,0.813291139240506,0.183544303797468,0.0348101265822785,0.474683544303797,0.448351648351648,0.867088607594937,0.65891472868217,0.766776677667767,0.430628009630819,0.185052663407751,0.185052663407751,0.547905875135354,0.539035903388361,0.65891472868217,0.361023251058179
"317",317,60670092012034,60670092012,6067009201,-121.359151942857,38.4817432854167,6,67,9201,2034,60670092012034,"Block 2034","G5040","R",NA,NA,"S",3598703,0,38.4885572,-121.3505305,60670093111003,60670093111002,60670093111009,60670093111,60670093111,60670093111,1.78736168313547,1.79805315272664,1.8896469366712,1,1,1,0,0.544303797468354,0.221518987341772,0.683544303797468,0.775316455696203,0.522151898734177,0.879746835443038,0.411392405063291,0.737341772151899,0.588607594936709,0.00989010989010985,0.737341772151899,0.800387596899225,0.939493949394939,0.240971107544141,0.0360328579347881,0.0360328579347881,0.450214882446569,0.436847686442039,0.800387596899225,0.360346407849676
"312",312,60670092012007,60670092012,6067009201,-121.359151942857,38.5261629291667,6,67,9201,2007,60670092012007,"Block 2007","G5040","R",NA,NA,"S",1562128,0,38.529767,-121.3544159,60670092012019,60670092012016,60670092012007,60670092012,60670092012,60670092012,1.4574883772349,1.46186388287493,1.46661188198379,1,1,1,0,0.544303797468354,0.221518987341772,0.683544303797468,0.775316455696203,0.522151898734177,0.879746835443038,0.411392405063291,0.737341772151899,0.588607594936709,0.00989010989010985,0.737341772151899,0.800387596899225,0.939493949394939,0.243529293739968,0.0180416267701456,0.0180416267701456,0.449142976689223,0.435979053113832,0.800387596899225,0.359488467776452
"314",314,60670092012012,60670092012,6067009201,-121.339856628571,38.4965498333333,6,67,9201,2012,60670092012012,"Block 2012","G5040","R",NA,NA,"S",1062387,0,38.5001117,-121.3413811,60670092012012,60670092012040,60670092012013,60670092012,60670092012,60670092012,3.33092807051908,3.36393943090085,3.40616704421133,1,1,1,0,0.544303797468354,0.221518987341772,0.683544303797468,0.775316455696203,0.522151898734177,0.879746835443038,0.411392405063291,0.737341772151899,0.588607594936709,0.00989010989010985,0.737341772151899,0.800387596899225,0.939493949394939,0.246087479935795,0.0116917804767424,0.0116917804767424,0.44890259842268,0.435838006340077,0.800387596899225,0.359296071993346
"315",315,60670092012020,60670092012,6067009201,-121.359151942857,38.51135638125,6,67,9201,2020,60670092012020,"Block 2020","G5040","R",NA,NA,"S",1501391,0,38.5150316,-121.3535878,60670092012026,60670092012024,60670092012020,60670092012,60670092012,60670092012,1.96797213687215,1.99385906276788,2.07428623649966,1,1,1,0,0.544303797468354,0.221518987341772,0.683544303797468,0.775316455696203,0.522151898734177,0.879746835443038,0.411392405063291,0.737341772151899,0.588607594936709,0.00989010989010985,0.737341772151899,0.800387596899225,0.939493949394939,0.236556982343499,0.017386483898604,0.017386483898604,0.448515154820121,0.435240875544714,0.800387596899225,0.358985966939361
"311",311,60670092012006,60670092012,6067009201,-121.339856628571,38.5261629291667,6,67,9201,2006,60670092012006,"Block 2006","G5040","R",NA,NA,"S",1199184,0,38.5245354,-121.3441405,60670092012006,60670092012015,60670092012005,60670092012,60670092012,60670092012,1.28312338373918,1.32097940183805,1.35976198260848,1,1,1,0,0.544303797468354,0.221518987341772,0.683544303797468,0.775316455696203,0.522151898734177,0.879746835443038,0.411392405063291,0.737341772151899,0.588607594936709,0.00989010989010985,0.737341772151899,0.800387596899225,0.939493949394939,0.229885634028892,0.0175376707151136,0.0175376707151136,0.44797000818556,0.434583189889285,0.800387596899225,0.358549638334566
"310",310,60670092012003,60670092012,6067009201,-121.320561314286,38.51135638125,6,67,9201,2003,60670092012003,"Block 2003","G5040","R",NA,NA,"S",4119813,0,38.5177611,-121.3195637,60670092012009,60670092012003,60670092012010,60670092012,60670092012,60670092012,2.51228319755626,2.56328879738802,2.56949076255663,1,1,1,0,0.544303797468354,0.221518987341772,0.683544303797468,0.775316455696203,0.522151898734177,0.879746835443038,0.411392405063291,0.737341772151899,0.588607594936709,0.00989010989010985,0.737341772151899,0.800387596899225,0.939493949394939,0.236556982343499,0.00776092324749282,0.00776092324749282,0.447827614773613,0.434639278004019,0.800387596899225,0.358435668413764
"316",316,60670092012030,60670092012,6067009201,-121.320561314286,38.4817432854167,6,67,9201,2030,60670092012030,"Block 2030","G5040","R",NA,NA,"S",5286810,0,38.4889923,-121.3163377,60670092012030,60670093301019,60670093301014,60670092012,60670093301,60670093301,4.46726128357262,4.52985779472618,4.53415251020753,1,1,1,0,0.544303797468354,0.221518987341772,0.683544303797468,0.775316455696203,0.522151898734177,0.879746835443038,0.411392405063291,0.737341772151899,0.588607594936709,0.00989010989010985,0.737341772151899,0.800387596899225,0.939493949394939,0.236556982343499,0.00302373633019201,0.00302373633019201,0.44748924427952,0.434343203821688,0.800387596899225,0.358164840867136
"29",29,60670042032017,60670042032,6067004203,-121.474923828571,38.4817432854167,6,67,4203,2017,60670042032017,"Block 2017","G5040","U",77068,"U","S",81926,0,38.4828039,-121.4755112,60670042032017,60670042032019,60670042032018,60670042032,60670042032,60670042032,0.028797294300985,0.0411590254115504,0.113431056837705,1,1,1,0.183387376550241,0.85126582278481,0.481012658227848,0.768987341772152,0.0759493670886076,0.667721518987342,0.870253164556962,0.933544303797468,0.667721518987342,0.841772151898734,0.616483516483517,0.936708860759494,0.517441860465116,0.645764576457646,0.753059791332263,0.566799375094492,0.566799375094492,0.691911691002128,0.679377366041522,0.517441860465116,0.358024072669706
"313",313,60670092012010,60670092012,6067009201,-121.320561314286,38.4965498333333,6,67,9201,2010,60670092012010,"Block 2010","G5040","R",NA,NA,"S",3795696,0,38.5019934,-121.3164369,60670092012010,60670092012030,60670092012009,60670092012,60670092012,60670092012,3.47635611450596,3.53498051773557,3.53998129886524,1,1,1,0,0.544303797468354,0.221518987341772,0.683544303797468,0.775316455696203,0.522151898734177,0.879746835443038,0.411392405063291,0.737341772151899,0.588607594936709,0.00989010989010985,0.737341772151899,0.800387596899225,0.939493949394939,0.229885634028892,0.00806329688051202,0.00806329688051202,0.447293267197374,0.433991041524622,0.800387596899225,0.358007983241309
"115",115,60670072041002,60670072041,6067007204,-121.474923828571,38.6594218604167,6,67,7204,1002,60670072041002,"Block 1002","G5040","U",77068,"U","S",1202383,0,38.6633214,-121.4645521,60670071064018,60670071064021,60670071064014,60670071064,60670071064,60670071064,0.830564977150483,0.849349794608466,0.876586808284916,1,1,1,0,0.756329113924051,0.443037974683544,0.588607594936709,0.319620253164557,0.658227848101266,0.70253164556962,0.392405063291139,0.322784810126582,0.158227848101266,0.852747252747253,0.360759493670886,0.85077519379845,0.792079207920792,0,0.0389558030539737,0.0389558030539737,0.417944518681626,0.412807767891028,0.85077519379845,0.35557682887836
"81",81,60670069005024,60670069005,6067006900,-121.455628514286,38.60019566875,6,67,6900,5024,60670069005024,"Block 5024","G5040","U",77068,"U","S",15102,0,38.6001426,-121.4527757,60670069005022,60670069005031,60670069005028,60670069005,60670069005,60670069005,0.417269427864652,0.428401685108208,0.433758282981608,1,1,1,1.27942939595447,0.819620253164557,0.522151898734177,0.449367088607595,0.582278481012658,0.386075949367089,0.781645569620253,0.816455696202532,0.933544303797468,0.95253164556962,0.818681318681319,0.613924050632911,0.468992248062016,0.979097909790979,0,0.917250415763745,0.917250415763745,0.754162798599537,0.756774297506952,0.468992248062016,0.353696506319938
"326",326,60670093142002,60670093142,6067009314,-121.359151942857,38.4521301895833,6,67,9314,2002,60670093142002,"Block 2002","G5040","U",77068,"U","S",43188,0,38.4520001,-121.3586429,60670093142002,60670093123008,60670093141004,60670093142,60670093123,60670093141,2.03903995476483,2.07220780361634,2.21796578804171,1,1,1,0,0.237341772151899,0.819620253164557,0.962025316455696,0.54746835443038,0.743670886075949,0.857594936708861,0.496835443037975,0.781645569620253,0.0727848101265823,0.179120879120879,0.765822784810127,0.73062015503876,0.486248624862486,0.631520866773676,0.163836113490904,0.163836113490904,0.48371384138927,0.481623268204897,0.73062015503876,0.353411081790222
"292",292,60670090041011,60670090041,6067009004,-121.320561314286,38.5705825729167,6,67,9004,1011,60670090041011,"Block 1011","G5040","U",77068,"U","S",22786,0,38.5704219,-121.3199058,60670090041011,60670090041010,60670090041005,60670090041,60670090041,60670090041,0.170875094757676,0.168702001262513,0.169283448584948,1,1,1,0.508860544605138,0.287974683544304,0.294303797468354,0.411392405063291,0.841772151898734,0.506329113924051,0.670886075949367,0.218354430379747,0.753164556962025,0.151898734177215,0.615384615384615,0.25,0.720930232558139,0.676567656765677,0.80482544141252,0.477699944564834,0.477699944564834,0.486912128632628,0.514257645982878,0.720930232558139,0.351029674130499
"186",186,60670082042005,60670082042,6067008204,-121.243380057143,38.6742284083333,6,67,8204,2005,60670082042005,"Block 2005","G5040","U",77068,"U","S",128189,0,38.6742675,-121.2429938,60670082042005,60670082042006,60670082042003,60670082042,60670082042,60670082042,0.3296543817794,0.358560347494827,0.494166422987707,1,1,1,1.18238115226193,0.180379746835443,0.610759493670886,0.060126582278481,0.518987341772152,0.313291139240506,0.0569620253164557,0.14873417721519,0.680379746835443,0.636075949367089,0.265934065934066,0.164556962025316,0.798449612403101,0.796479647964797,0.495636035313002,0.148415058206924,0.148415058206924,0.439592395104863,0.455547563473974,0.798449612403101,0.350992377486829
"252",252,60670087033019,60670087033,6067008703,-121.224084742857,38.6298087645833,6,67,8703,3019,60670087033019,"Block 3019","G5040","U",77068,"U","S",95512,0,38.6312052,-121.2217133,60670087033058,60670087021011,60670087033057,60670087033,60670087021,60670087033,0.313363166527081,0.709425607466272,0.745896888207616,0.25,0.25,0.25,0.15668158326354,0.386075949367089,0.620253164556962,0.772151898734177,0.436708860759494,0.0221518987341772,0.474683544303797,0.873417721518987,0.348101265822785,0.506329113924051,0.0318681318681319,0,0.835271317829457,0.968096809680968,0.773525280898876,0.342538930605251,0.342538930605251,0.41437143063601,0.410914954889931,0.835271317829457,0.346112570938217
"3",3,60670013002003,60670013002,6067001300,-121.474923828571,38.5705825729167,6,67,1300,2003,60670013002003,"Block 2003","G5040","U",77068,"U","S",7707,0,38.5705625,-121.474354,60670013002003,60670013002004,60670013002002,60670013002,60670013002,60670013002,0.178134434479706,0.189376883956159,0.175792830398628,1,1,1,0.543304148834493,0.348101265822785,0.373417721518987,0.509493670886076,0.392405063291139,0.829113924050633,0.262658227848101,0.509493670886076,0.294303797468354,0.832278481012658,0.952747252747253,0.560126582278481,0.563953488372093,0.621562156215622,0.984600722311397,0.877387491810714,0.877387491810714,0.61347992128954,0.613228995770707,0.563953488372093,0.345974141657473
"178",178,60670081342000,60670081342,6067008134,-121.320561314286,38.6742284083333,6,67,8134,2000,60670081342000,"Block 2000","G5040","U",77068,"U","S",294749,0,38.6755652,-121.3202256,60670081342000,60670081342015,60670081342014,60670081342,60670081342,60670081342,0.245048309264915,0.273658353704144,0.241123787762171,1,1,1,0.759830450731229,0.234177215189873,0.727848101265823,0.0917721518987342,0.974683544303797,0.917721518987342,0.0886075949367089,0.354430379746835,0.79746835443038,0.332278481012658,0.434065934065934,0.651898734177215,0.660852713178295,0.350935093509351,0.816011235955056,0.187622839288414,0.187622839288414,0.517443546477112,0.524405379710525,0.660852713178295,0.341953971605999
"451",451,60670096222026,60670096222,6067009622,-121.474923828571,38.4077105458333,6,67,9622,2026,60670096222026,"Block 2026","G5040","U",77068,"U","S",215375,0,38.4066685,-121.4713415,60670096222027,60670096222028,60670096351000,60670096222,60670096222,60670096351,4.06405217469272,4.07817358101262,4.09253400395499,1,1,1,0,0.284810126582278,0.917721518987342,0.715189873417722,0.253164556962025,0.284810126582278,0.136075949367089,0.800632911392405,0.0411392405063291,0.259493670886076,0.269230769230769,0.129746835443038,1,0.63036303630363,0.578200240770466,0.26235952224966,0.26235952224966,0.341927341965784,0.325585729264135,1,0.341927341965784
"25",25,60670040101010,60670040101,6067004010,-121.513514457143,38.4817432854167,6,67,4010,1010,60670040101010,"Block 1010","G5040","U",77068,"U","S",47901,0,38.4827474,-121.5148054,60670040101005,60670040101010,60670040101015,60670040101,60670040101,60670040101,0.112212384863592,0.163084722965494,0.19724062761691,1,1,0.5,0.472537735445997,0.363924050632911,0.753164556962025,0.712025316455696,0.177215189873418,0.376582278481013,0.208860759493671,0.167721518987342,0.743670886075949,0.683544303797468,0.172527472527473,0.484177215189873,0.656976744186046,0.913091309130913,0.989014847512038,0.409565085924507,0.409565085924507,0.517870012347763,0.518146815049641,0.656976744186046,0.340228554623821
"58",58,60670055023014,60670055023,6067005502,-121.417037885714,38.60019566875,6,67,5502,3014,60670055023014,"Block 3014","G5040","U",77068,"U","S",40815,0,38.6006432,-121.4184672,60670055023011,60670055023012,60670055023014,60670055023,60670055023,60670055023,0.0927478630071907,0.0985422341647863,0.18908854107992,1,1,1,0.380378638251897,0.965189873417722,0.462025316455696,0.386075949367089,0.756329113924051,0.778481012658228,0.860759493670886,0.79746835443038,0.417721518987342,0.835443037974684,0.581318681318681,0.537974683544304,0.503875968992248,0.845984598459846,0.993128009630819,0.288414050294814,0.288414050294814,0.669488150475901,0.667766942138192,0.503875968992248,0.337338990549873
"89",89,60670070151012,60670070151,6067007015,-121.552105085714,38.6446153125,6,67,7015,1012,60670070151012,"Block 1012","G5040","U",77068,"U","S",633262,0,38.6489521,-121.5509594,60670070151039,60670070151038,60670070151027,60670070151,60670070151,60670070151,0.874161342538218,0.919344028065623,0.987194640740545,0.75,0.75,0.75,0,0.411392405063291,0.594936708860759,0.64873417721519,0.395569620253165,0.620253164556962,0.243670886075949,0.449367088607595,0.490506329113924,0.256329113924051,0.0912087912087912,0.455696202531646,0.895348837209302,0.754675467546755,0.267606340288925,0.336592249155874,0.336592249155874,0.373596393224123,0.351751884684192,0.895348837209302,0.334499096258808
"450",450,60670096192005,60670096192,6067009619,-121.474923828571,38.42251709375,6,67,9619,2005,60670096192005,"Block 2005","G5040","U",77068,"U","S",221309,0,38.4231506,-121.4772215,60670096192007,60670096192014,60670096192005,60670096192,60670096192,60670096192,3.12351900333807,3.15011569099622,3.14272287235751,1,1,1,0,0.512658227848101,0.977848101265823,0.908227848101266,0.268987341772152,0.471518987341772,0.487341772151899,0.208860759493671,0.069620253164557,0.237341772151899,0.145054945054945,0.462025316455696,0.88953488372093,0.643564356435644,0.477176966292135,0.258277478203901,0.258277478203901,0.37320181986047,0.353675331116135,0.88953488372093,0.331976037434023
"302",302,60670091072012,60670091072,6067009107,-121.339856628571,38.5705825729167,6,67,9107,2012,60670091072012,"Block 2012","G5040","U",77068,"U","S",22283,0,38.5703104,-121.3404846,60670091072012,60670091072007,60670091072008,60670091072,60670091072,60670091072,0.126108291982905,0.172636777296261,0.203737558059057,1,1,1,0.502482627338223,0.458860759493671,0.329113924050633,0.395569620253165,0.70253164556962,0.585443037974684,0.281645569620253,0.5,0.15506329113924,0.566455696202532,0.485714285714286,0.193037974683544,0.856589147286822,0.991199119911991,0,0.103361386887063,0.103361386887063,0.387288211745146,0.375457571081458,0.856589147286822,0.331746879053013
"206",206,60670085042020,60670085042,6067008504,-121.1661988,38.6446153125,6,67,8504,2020,60670085042020,"Block 2020","G5040","U",77068,"U","S",948028,0,38.6443475,-121.1711284,60670087052001,60670085042020,60670085042008,60670087052,60670085042,60670085042,0.256964995202598,0.326724997617541,0.481031916971194,1,1,1,1.06472190979133,0.0221518987341772,0.487341772151899,0.575949367088608,0.291139240506329,0.151898734177215,0.341772151898734,0.379746835443038,0.00632911392405063,0.14873417721519,0.569230769230769,0.275316455696203,0.953488372093023,0.988998899889989,0,0.0464143526684473,0.0464143526684473,0.34706324792223,0.354493089857998,0.953488372093023,0.330920771274685
"162",162,60670080052014,60670080052,6067008005,-121.224084742857,38.6594218604167,6,67,8005,2014,60670080052014,"Block 2014","G5040","U",77068,"U","S",21237,0,38.6593717,-121.2229802,60670080052004,60670080052014,60670080052006,60670080052,60670080052,60670080052,0.102342507169498,0.101147366036549,0.145811135821081,0.25,0.25,0.25,0.349301009027129,0.132911392405063,0.70253164556962,0.60126582278481,0.455696202531646,0.170886075949367,0.177215189873418,0.126582278481013,0.569620253164557,0.477848101265823,0.220879120879121,0.0506329113924051,0.877906976744186,0.509350935093509,0.698384831460674,0.743990324043743,0.743990324043743,0.37674806818369,0.383710894453024,0.877906976744186,0.330749757533356
"161",161,60670079061010,60670079061,6067007906,-121.320561314286,38.6446153125,6,67,7906,1010,60670079061010,"Block 1010","G5040","U",77068,"U","S",39100,0,38.6448847,-121.3212778,60670079061010,60670079061009,60670079061022,60670079061,60670079061,60670079061,0.127248351590253,0.117288107931298,0.142508495670784,0.25,0.25,0.25,0.387044955192335,0.224683544303797,0.427215189873418,0.10126582278481,0.863924050632911,0.234177215189873,0.113924050632911,0.15506329113924,0.89873417721519,0.642405063291139,0.278021978021978,0.253164556962025,0.875968992248062,0.331133113311331,0.486607142857143,0.440306405281459,0.440306405281459,0.376814059053722,0.385692504101473,0.875968992248062,0.33007743157419
"120",120,60670072062008,60670072062,6067007206,-121.417037885714,38.7186480520833,6,67,7206,2008,60670072062008,"Block 2008","G5040","U",77068,"U","S",329913,0,38.7174032,-121.416131,60670072062008,60670072072004,60670072062000,60670072062,60670072072,60670072062,0.309581167463584,0.316932444051199,0.332445913887824,1,1,1,0.958959525402606,0.177215189873418,0.40506329113924,0.680379746835443,0.670886075949367,0.341772151898734,0.401898734177215,0.142405063291139,0.449367088607595,0.218354430379747,0.810989010989011,0.322784810126582,0.831395348837209,0.433443344334433,0.303170144462279,0.0439953636042937,0.0439953636042937,0.396472359565274,0.422753053154345,0.831395348837209,0.329625275685083
"23",23,60670040013023,60670040013,6067004001,-121.513514457143,38.4965498333333,6,67,4001,3023,60670040013023,"Block 3023","G5040","U",77068,"U","S",27368,0,38.4970353,-121.514131,60670040013023,60670040013022,60670040013021,60670040013,60670040013,60670040013,0.091463656382971,0.103633081625038,0.147392182854638,1,1,1,0.342488920862647,0.433544303797468,0.825949367088608,0.867088607594937,0.145569620253165,0.525316455696203,0.360759493670886,0.117088607594937,0.835443037974684,0.658227848101266,0.250549450549451,0.123417721518987,0.713178294573643,0.657865786578658,0.470054173354735,0.452703724235247,0.452703724235247,0.460751977905643,0.463061621054451,0.713178294573643,0.32859830982418
"144",144,60670074301011,60670074301,6067007430,-121.378447257143,38.7186480520833,6,67,7430,1011,60670074301011,"Block 1011","G5040","U",77068,"U","S",87621,0,38.7195236,-121.3797073,60670074301011,60670074272001,60670074301010,60670074301,60670074272,60670074301,0.808613538456278,0.674271506675542,0.841292010514854,1,1,1,0,0.468354430379747,0.895569620253165,0.537974683544304,0.284810126582278,0.610759493670886,0.724683544303797,0.370253164556962,0.566455696202532,0.240506329113924,0.934065934065934,0.556962025316456,0.676356589147287,0.126512651265127,0.589887640449438,0.150330091216046,0.150330091216046,0.485453554346455,0.49521226936294,0.676356589147287,0.328339710207195
"121",121,60670072062024,60670072062,6067007206,-121.455628514286,38.7186480520833,6,67,7206,2024,60670072062024,"Block 2024","G5040","U",77068,"U","S",650700,0,38.7199051,-121.4543114,60670072062024,60670072071005,60670072071007,60670072062,60670072071,60670072071,0.30500610904206,0.305213348106145,0.366879655016817,1,1,1,0.977099112165022,0.177215189873418,0.40506329113924,0.680379746835443,0.670886075949367,0.341772151898734,0.401898734177215,0.142405063291139,0.449367088607595,0.218354430379747,0.810989010989011,0.322784810126582,0.831395348837209,0.433443344334433,0.273123996789727,0.0204606158342992,0.0204606158342992,0.393799092743954,0.420091475327707,0.831395348837209,0.327402734083636
"27",27,60670041003023,60670041003,6067004100,-121.474923828571,38.4965498333333,6,67,4100,3023,60670041003023,"Block 3023","G5040","U",77068,"U","S",111016,0,38.496893,-121.4766949,60670041003012,60670041003023,60670041003022,60670041003,60670041003,60670041003,0.0586652961632658,0.0854977265976234,0.0987206792962325,1,1,1,0.242883702057122,0.841772151898734,0.414556962025316,0.917721518987342,0.126582278481013,0.45253164556962,0.965189873417722,0.876582278481013,0.987341772151899,0.971518987341772,0.876923076923077,0.579113924050633,0.494186046511628,0.853685368536854,0.292034510433387,0.254497807791161,0.254497807791161,0.661848562179806,0.664203488854265,0.494186046511628,0.327076324333044
