geoid,prc_black,unreliable_flag
6057000103,0.0,1
6057000401,0.00552024088323854,1
6057000900,0.0186440677966102,1
6057000701,0.0006824075337791731,1
6057001206,0.0115035644847699,1
6057001204,0.0,1
6057001205,0.0,1
6057001203,0.0,1
6057000102,0.0,1
6057000802,0.00590428837787446,1
6057000402,0.0253483545804921,1
6057000300,0.0078318219291014,1
6057000501,0.00197661011365508,1
6057000105,0.0007648183556405349,1
6057000502,0.0,1
6057000600,0.000149767859817283,1
6057000104,0.0,1
6057000200,0.0,1
6057000801,0.0027274498344048302,1
6057000702,0.00734549138804458,1
