geoid,countyfp,prc_nonengprof_final,unreliable_flag
6057000103,57,0.00361814639577,1
6057000401,57,0.0128639133378,1
6057000900,57,0.0180754917597,0
6057000701,57,0.00358989086732,1
6057001206,57,0.162520729685,0
6057001204,57,0.016475972539999998,1
6057001205,57,0.0069386038688000005,1
6057001203,57,0.0183361629881,1
6057000102,57,0.0056279144557,1
6057000802,57,0.0240139949109,1
6057000402,57,0.0200486896749,1
6057000300,57,0.00457875457875,1
6057000501,57,0.0490506329114,1
6057000105,57,0.0044,1
6057000502,57,0.0458250716017,1
6057000600,57,0.0213206046142,1
6057000104,57,0.028505897772,1
6057000200,57,0.00666666666667,1
6057000801,57,0.0223486387647,1
6057000702,57,0.00685801371603,1
