geoid,prc_asian,unreliable_flag
6057000103,0.00536719465898678,1
6057000401,0.0242556038808966,0
6057000900,0.0508474576271186,0
6057000701,0.005049815749965879,1
6057001206,0.0136098509397278,1
6057001204,0.0165816326530612,1
6057001205,0.0101130279595479,1
6057001203,0.0262039660056657,1
6057000102,0.0110735158412796,1
6057000802,0.0136730888750777,1
6057000402,0.0124518233026979,1
6057000300,0.00123660346248969,1
6057000501,0.00905946302091912,1
6057000105,0.0,1
6057000502,0.0222539812168232,1
6057000600,0.007188857271229591,1
6057000104,0.011281729865246,1
6057000200,0.0197550375345713,1
6057000801,0.0112994350282486,1
6057000702,0.004812563323201621,1
