geoid,countyfp,prcdisabled_final,unreliable_flag
6057000103,57,0.0732013035849,0
6057000401,57,0.105981112277,0
6057000900,57,0.126924521217,0
6057000701,57,0.106529209622,0
6057001206,57,0.0747588726888,1
6057001204,57,0.0794824399261,0
6057001205,57,0.0750160978751,0
6057001203,57,0.0762123131418,1
6057000102,57,0.126406926407,0
6057000802,57,0.138324787188,1
6057000402,57,0.161796667472,0
6057000300,57,0.0890125173853,0
6057000501,57,0.220317460317,0
6057000105,57,0.150331125828,0
6057000502,57,0.2224797219,0
6057000600,57,0.255641093709,0
6057000104,57,0.158984635939,0
6057000200,57,0.0635593220339,0
6057000801,57,0.065224625624,0
6057000702,57,0.10470964792,0
