geoid,vbm_rate_asn
6057000103,0.761287083142
6057000401,0.8212286526520001
6057000900,0.765735483505
6057000701,0.8229410845440001
6057001206,0.8154738812890001
6057001204,0.838393171059
6057001205,0.776791000592
6057001203,0.832890455769
6057000102,0.839787305125
6057000802,0.793611903791
6057000402,0.5948452853399999
6057000300,0.8739954998389999
6057000501,0.795702973791
6057000105,0.736009273
6057000502,0.688567582791
6057000600,0.678848714147
6057000104,0.872108843537
6057000200,0.845645290834
6057000801,0.895143396539
6057000702,0.7322743513429999
