geoid,countyfp,prc_latino,unreliable_flag
6057000103,57,0.07252258148969999,0
6057000401,57,0.0685848109736,0
6057000900,57,0.0430992736077,0
6057000701,57,0.049815749965900005,0
6057001206,57,0.39970836033699997,0
6057001204,57,0.0816326530612,0
6057001205,57,0.0362879238548,1
6057001203,57,0.05417847025500002,1
6057000102,57,0.0399876960935,0
6057000802,57,0.11249223119999999,0
6057000402,57,0.100504002372,0
6057000300,57,0.080791426216,0
6057000501,57,0.0907593477187,0
6057000105,57,0.117782026769,1
6057000502,57,0.124336463863,0
6057000600,57,0.08956118017069999,0
6057000104,57,0.029144468818599997,0
6057000200,57,0.053338601343300006,1
6057000801,57,0.0485096434833,0
6057000702,57,0.0293819655522,0
