geoid,prc_white,unreliable_flag
6057000103,0.901034166775756,0
6057000401,0.8235195717631321,0
6057000900,0.8322033898305079,0
6057000701,0.913197761703289,0
6057001206,0.563188593648736,0
6057001204,0.8949829931972791,0
6057001205,0.939916716240333,0
6057001203,0.8873937677053821,0
6057000102,0.9309443248231309,0
6057000802,0.828931013051585,0
6057000402,0.7872813519122439,0
6057000300,0.8932399010717229,0
6057000501,0.862296162082029,0
6057000105,0.8665391969407271,0
6057000502,0.8311555737035521,0
6057000600,0.872697319155309,0
6057000104,0.929802569727358,0
6057000200,0.877123666534966,0
6057000801,0.920514319111631,0
6057000702,0.894376899696049,0
