geoid,vbm_rate_tot
6057000103,0.777569362494
6057000401,0.7893015431139999
6057000900,0.776807131244
6057000701,0.831768297912
6057001206,0.7515113447220001
6057001204,0.6890058179549999
6057001205,0.7097253621940001
6057001203,0.749665164694
6057000102,0.801747033716
6057000802,0.790130878962
6057000402,0.7447072097990001
6057000300,0.8453590754100001
6057000501,0.819483935532
6057000105,0.755376069255
6057000502,0.7393532027390001
6057000600,0.7456341395080001
6057000104,0.823710336474
6057000200,0.817721215362
6057000801,0.811212205093
6057000702,0.819286248105
