geoid,countyfp,pollvoter_dens
6057000103,57,0.08603969675100001
6057000401,57,0.0633031752303
6057000900,57,0.0463839461197
6057000701,57,0.06940106726919999
6057001206,57,0.0470936908138
6057001204,57,0.035191982634900004
6057001205,57,0.0597297935819
6057001203,57,0.0359030774408
6057000102,57,0.0671834050015
6057000802,57,0.0711584159384
6057000402,57,0.07533745114139999
6057000300,57,0.0196412782604
6057000501,57,0.0442665151626
6057000105,57,0.0284594469095
6057000502,57,0.0502948722992
6057000600,57,0.0592728925361
6057000104,57,0.0281743331029
6057000200,57,0.0238053794039
6057000801,57,0.0532880454461
6057000702,57,0.0360715349563
