geoid,countyfp,prc_pov_final,unreliable_flag
6057000103,57,0.0710826024349,0
6057000401,57,0.07862161257950001,0
6057000900,57,0.204714640199,0
6057000701,57,0.08344733242130001,0
6057001206,57,0.0194426441996,1
6057001204,57,0.141581632653,0
6057001205,57,0.035942492012800004,1
6057001203,57,0.162181303116,1
6057000102,57,0.0276021588281,1
6057000802,57,0.10930718534000004,0
6057000402,57,0.180847909873,0
6057000300,57,0.107246376812,0
6057000501,57,0.218086956522,0
6057000105,57,0.154493307839,0
6057000502,57,0.219885667619,0
6057000600,57,0.280989227735,0
6057000104,57,0.101535568787,0
6057000200,57,0.0802054523904,0
6057000801,57,0.102452531646,0
6057000702,57,0.08257345491389999,0
