geoid,countyfp,prcdisabled_final,disab_flag
6067007013,67,0.149810964083,0
6067007010,67,0.0760947595118,0
6067007012,67,0.168741355463,0
6067007011,67,0.0836879432624,0
6067007014,67,0.100190234623,0
6067007202,67,0.147198480532,0
6067009900,67,0.128116938951,0
6067009606,67,0.177047572339,0
6067000100,67,0.0504464285714,0
6067007429,67,0.0935274078662,0
6067007426,67,0.0725429017161,0
6067007427,67,0.156607224508,0
6067007432,67,0.0792663972645,0
6067007431,67,0.0580819450698,0
6067007433,67,0.0428600040056,0
6067007430,67,0.11256490135,0
6067008507,67,0.0736126840317,0
6067008505,67,0.0750957854406,0
6067009331,67,0.0754252461952,0
6067008704,67,0.0710099542766,1
6067009329,67,0.087295401403,0
6067009324,67,0.0952955367913,0
6067009010,67,0.0903282021493,0
6067008801,67,0.100885637274,0
6067009201,67,0.144058885384,0
6067009638,67,0.0594732370433,0
6067008703,67,0.090395480226,0
6067008508,67,0.0484793048251,0
6067005509,67,0.0800561797753,0
6067009328,67,0.0414801551776,0
6067009332,67,0.0850439882698,0
6067007018,67,0.0741994060493,1
6067003204,67,0.169276218612,0
6067009634,67,0.101255569056,0
6067007106,67,0.0643902439024,0
6067009630,67,0.0969686225846,0
6067009408,67,0.1,0
6067009633,67,0.139336016097,0
6067009632,67,0.0511571254568,0
6067009636,67,0.0818076477404,0
6067009635,67,0.0700194498472,0
6067004502,67,0.146656815663,0
6067004701,67,0.12723556464,0
6067004501,67,0.219027705175,0
6067009639,67,0.110083663584,0
6067004702,67,0.109720885467,0
6067005510,67,0.0709656513286,0
6067005904,67,0.187042459736,0
6067005204,67,0.0984759671747,0
6067007016,67,0.0538869257951,0
6067005205,67,0.162621359223,0
6067008506,67,0.0510282695457,1
6067007020,67,0.0221366698749,0
6067007428,67,0.105375426621,0
6067007102,67,0.0809867349313,0
6067009011,67,0.0372381691234,0
6067008509,67,0.0415614096984,1
6067005903,67,0.119383825417,0
6067009407,67,0.0742548370228,0
6067007103,67,0.104091653028,0
6067009622,67,0.0481843575419,0
6067007019,67,0.163302752294,0
6067007104,67,0.0736322501028,0
6067005301,67,0.42,0
6067003202,67,0.165592783505,0
6067005505,67,0.112143331121,0
6067007424,67,0.0955265610438,0
6067007406,67,0.10249697946,0
6067009312,67,0.0717647058824,0
6067008600,67,0.0736179529283,0
6067009406,67,0.0936300844206,0
6067002700,67,0.207822994864,0
6067000200,67,0.075256107171,0
6067000300,67,0.0521350546177,0
6067000400,67,0.0869276708693,0
6067000500,67,0.0970873786408,0
6067002000,67,0.197038724374,0
6067001900,67,0.0970328789094,0
6067001800,67,0.143072743737,0
6067008137,67,0.111370716511,0
6067007423,67,0.152859618718,0
6067005102,67,0.144377438808,0
6067009307,67,0.104910714286,0
6067004201,67,0.169225743221,0
6067008905,67,0.150900900901,0
6067001200,67,0.164656964657,0
6067001300,67,0.0842411038489,0
6067000600,67,0.214757709251,0
6067001400,67,0.134337000579,0
6067000700,67,0.39880952381,0
6067000800,67,0.117470203898,1
6067001500,67,0.0627656096764,0
6067005508,67,0.0874155405405,0
6067007602,67,0.126501766784,0
6067003600,67,0.161346488683,0
6067008912,67,0.0818228896945,0
6067009110,67,0.139093782929,0
6067008140,67,0.112112676056,0
6067003501,67,0.182674199623,0
6067008008,67,0.0797178130511,0
6067007415,67,0.15962984384,0
6067009501,67,0.108952116586,0
6067009403,67,0.119644300728,0
6067009314,67,0.147540983607,0
6067005001,67,0.165181753386,0
6067006004,67,0.1125,0
6067007906,67,0.177069499779,0
6067008207,67,0.134749176126,0
6067009103,67,0.100872938894,0
6067009008,67,0.175070028011,0
6067009007,67,0.113731656184,0
6067009106,67,0.0809935205184,0
6067009323,67,0.0932594644506,0
6067001600,67,0.0666369089497,1
6067001700,67,0.080649526387,0
6067009107,67,0.0654672663668,0
6067009608,67,0.147551686616,0
6067009601,67,0.147002463728,0
6067005506,67,0.111961722488,0
6067007903,67,0.111111111111,0
6067008122,67,0.0850730688935,0
6067008129,67,0.156644770086,0
6067008130,67,0.106518282989,0
6067009404,67,0.117849327915,0
6067009105,67,0.194383259912,0
6067008125,67,0.0923815236953,0
6067008124,67,0.0768378278537,0
6067008127,67,0.0851413543721,0
6067008128,67,0.142744479495,0
6067008131,67,0.155986818015,0
6067008133,67,0.160752688172,0
6067008134,67,0.151390644753,0
6067008132,67,0.174655908875,0
6067009619,67,0.0530100678036,0
6067009610,67,0.14093598709,0
6067009609,67,0.112225097025,0
6067002600,67,0.0788923719958,0
6067008135,67,0.0793163891323,0
6067008138,67,0.147083333333,0
6067008139,67,0.136687631027,0
6067008141,67,0.185389538733,0
6067008142,67,0.160068114091,0
6067008143,67,0.12283345893,0
6067008136,67,0.0956263899185,0
6067008144,67,0.0910248249523,0
6067008204,67,0.134141414141,0
6067008203,67,0.116840966462,0
6067008145,67,0.110505050505,0
6067008510,67,0.0608391608392,0
6067008208,67,0.144007731959,0
6067008206,67,0.0905871938625,0
6067008209,67,0.107885445273,0
6067007301,67,0.182428115016,0
6067009325,67,0.0954638055373,1
6067007101,67,0.0920245219886,1
6067008705,67,0.0490349504434,0
6067009326,67,0.0420752926289,0
6067009330,67,0.0890506864761,1
6067007105,67,0.041539799913,0
6067003203,67,0.108229988726,0
6067009637,67,0.117917304747,0
6067001101,67,0.199316628702,0
6067988300,67,0.0435623564021,1
6067009611,67,0.0638637573177,0
6067009615,67,0.0867176770649,0
6067009616,67,0.0730031491555,0
6067009614,67,0.0849535080304,0
6067009800,67,0.223290598291,0
6067009612,67,0.0607198748044,0
6067008404,67,0.0846796657382,0
6067008211,67,0.0670289855072,0
6067008403,67,0.0604505275164,0
6067008402,67,0.0342689295039,0
6067008210,67,0.0524032042724,0
6067009308,67,0.176785714286,0
6067009112,67,0.0820809248555,0
6067009617,67,0.0810810810811,0
6067009618,67,0.111111111111,0
6067008504,67,0.0327464788732,0
6067008501,67,0.0294117647059,0
6067008512,67,0.0391850389282,1
6067008907,67,0.158165011982,0
6067008908,67,0.10490229688,0
6067008909,67,0.106367041199,0
6067008702,67,0.0535248041775,0
6067009309,67,0.173880030372,0
6067009316,67,0.084147257701,0
6067009318,67,0.119078947368,0
6067009310,67,0.117038777908,0
6067009317,67,0.109957924264,0
6067009319,67,0.137377341659,0
6067009320,67,0.134926754048,0
6067009311,67,0.0921933085502,0
6067009321,67,0.11616866797,0
