GEOID,Tot_EligNonReg_prc
6067000100,0.120407431507
6067000200,0.170516006547
6067000300,0.0439347454175
6067000400,0.265044150943
6067000500,0.401279098787
6067000600,0.421885228426
6067000700,0.840186271186
6067000800,0.328483794466
6067001101,0.37848424
6067001200,0.290477655417
6067001300,0.323810910781
6067001400,0.292252494331
6067001500,0.191898790637
6067001600,0.206776907001
6067001700,0.321418946188
6067001800,0.298851530343
6067001900,0.328709212121
6067002000,0.393666931507
6067002100,0.366350964912
6067002200,0.230006494465
6067002300,0.0960003752345
6067002400,0.0287784525547
6067002500,-0.0323918852459
6067002600,0.172063975904
6067002700,0.366186583969
6067002800,0.312341946472
6067002900,0.241089974293
6067003000,0.289000780933
6067003101,0.338795101124
6067003102,0.247439121813
6067003202,0.48774133122
6067003203,0.536010865922
6067003204,0.541332266462
6067003300,0.0976262261146
6067003400,0.210670502959
6067003501,0.251351945137
6067003502,0.242393640898
6067003600,0.334700843373
6067003700,0.374143440367
6067003800,0.330735550964
6067003900,0.169101985294
6067004001,0.178544004768
6067004004,0.175805591182
6067004005,0.20413203869
6067004006,0.308517989488
6067004008,0.12151967619
6067004009,0.231189783784
6067004010,0.304577766097
6067004011,0.144140347826
6067004012,0.274279528131
6067004100,0.328224316547
6067004201,0.276681421725
6067004202,0.34494473525
6067004203,0.436760755034
6067004300,0.357682252592
6067004401,0.367072823529
6067004402,0.347766626214
6067004501,0.464793782895
6067004502,0.431019202586
6067004601,0.464855424528
6067004602,0.386071400862
6067004701,0.412367620397
6067004702,0.333366652977
6067004801,0.458683955432
6067004802,0.38019644
6067004903,0.380693939009
6067004904,0.322338235294
6067004905,0.328811153846
6067004906,0.373376554622
6067005001,0.43402772549
6067005002,0.442786794081
6067005101,0.391708256881
6067005102,0.34476389325
6067005201,0.557066189624
6067005202,0.346347326389
6067005204,0.198796128093
6067005205,0.388216528662
6067005301,0.265294094488
6067005402,0.524063287037
6067005403,0.230770496278
6067005404,0.197916822857
6067005502,0.317194846416
6067005505,0.357119049919
6067005506,0.337960637681
6067005508,0.401968110517
6067005509,0.434362754717
6067005510,0.418070794393
6067005601,0.364859431968
6067005605,0.276400235849
6067005606,0.281234053651
6067005701,0.0781430512249
6067005702,-0.0143395864106
6067005801,0.197999347568
6067005803,0.0507258091993
6067005804,0.0120295443038
6067005901,0.208764323499
6067005903,0.351631406728
6067005904,0.167591440922
6067006002,0.175208429054
6067006003,0.337665236486
6067006004,0.145064684211
6067006101,0.263141779789
6067006102,0.328387650485
6067006201,0.209289142462
6067006202,0.374656523702
6067006300,0.456366028037
6067006400,0.286528782288
6067006500,0.3536888
6067006600,0.417754802183
6067006701,0.422253793467
6067006702,0.219793276662
6067006800,0.482236340206
6067006900,0.334845500795
6067007001,0.433946923077
6067007004,0.38178737931
6067007007,0.333298963893
6067007010,0.474251494845
6067007011,0.457011293413
6067007012,0.247935562633
6067007013,0.35900508642
6067007014,0.309773842887
6067007015,0.294798562784
6067007016,0.314184664765
6067007017,0.382707962085
6067007018,0.411624495413
6067007019,0.394027623762
6067007020,0.354952671756
6067007101,0.231456571429
6067007102,0.316284061962
6067007103,0.434252567325
6067007104,0.2185003946
6067007105,0.398226945607
6067007106,0.343721373518
6067007107,0.3131866
6067007202,0.311339878543
6067007204,0.262313239437
6067007206,0.252680054645
6067007207,0.326810511945
6067007208,0.356868328025
6067007209,0.40459258467
6067007301,0.494888824427
6067007402,0.341195712452
6067007403,0.402922148627
6067007406,0.459887251838
6067007413,0.365571896813
6067007414,0.418810586081
6067007415,0.249212560175
6067007416,0.379356050847
6067007417,0.382423990499
6067007421,0.248547110132
6067007422,0.367903879599
6067007423,0.341969168317
6067007424,0.457786848739
6067007426,0.396322583893
6067007427,0.377068436445
6067007428,0.364815467775
6067007429,0.466829404187
6067007430,0.323748089172
6067007431,0.245851674419
6067007432,0.379580764706
6067007433,0.40446906999
6067007501,0.33502539312
6067007503,0.282391288744
6067007504,0.221986724739
6067007601,0.293504418838
6067007602,0.314322919509
6067007701,0.326790626374
6067007702,0.1288037366
6067007801,0.284273651355
6067007802,0.257192243346
6067007903,0.21230489011
6067007904,0.237890348059
6067007905,0.251108393113
6067007906,0.234089839286
6067008005,0.113160891632
6067008006,0.114190866142
6067008007,0.213202013423
6067008008,0.243391142857
6067008009,0.231277666667
6067008010,0.163480317241
6067008111,0.299484190178
6067008113,0.424034137291
6067008117,0.317373333333
6067008119,0.263882606132
6067008120,0.311579493671
6067008122,0.268307560976
6067008124,0.227594228571
6067008125,0.281752052239
6067008127,0.413153788904
6067008128,0.306060926518
6067008129,0.257761181818
6067008130,0.354641230228
6067008131,0.257694430199
6067008132,0.257219379195
6067008133,0.395070597403
6067008134,0.344610710456
6067008135,0.303530965732
6067008136,0.205996410256
6067008137,0.297066315789
6067008138,0.331398178439
6067008139,0.430622273603
6067008140,0.277304855072
6067008141,0.412718238095
6067008142,0.395947845528
6067008143,0.422039101307
6067008144,0.22143052356
6067008145,0.292372099585
6067008203,0.224373377483
6067008204,0.20671760479
6067008206,0.259603317013
6067008207,0.232398915663
6067008208,0.381166201117
6067008209,0.204958122206
6067008210,0.220203535032
6067008211,0.200022574032
6067008402,0.21012296343
6067008403,0.354159166667
6067008404,0.346677794433
6067008501,0.133597265353
6067008504,0.243773266667
6067008505,0.0542151760563
6067008506,0.471118012422
6067008507,0.304842495164
6067008508,0.218179977143
6067008509,0.231035179407
6067008510,0.084077741433
6067008512,0.153612955975
6067008513,0.326618054187
6067008600,0.101872943925
6067008702,0.0139973068894
6067008703,-0.0041496875
6067008704,0.307834424552
6067008705,0.265516603535
6067008801,0.246804608379
6067008905,0.383002735166
6067008907,0.394924836879
6067008908,0.247665848485
6067008909,0.24899439528
6067008910,0.266278742138
6067008911,0.335795940959
6067008912,0.217555729387
6067008913,0.269357830688
6067009004,0.232435144628
6067009005,0.372564
6067009006,0.325809894419
6067009007,0.360802807018
6067009008,0.261192929104
6067009010,0.343403677419
6067009011,0.277682213884
6067009103,0.341621520833
6067009105,0.256749031414
6067009106,0.259830293663
6067009107,0.21350156746
6067009108,0.210350885609
6067009109,0.269948737374
6067009110,0.151275
6067009111,0.36759
6067009112,0.342217790055
6067009201,0.366227488584
6067009307,0.195588514443
6067009308,0.264953127803
6067009309,0.204625933504
6067009310,0.221871416922
6067009311,0.309146288056
6067009312,0.260049678188
6067009314,0.374019628297
6067009316,0.26225833002
6067009317,0.296417593052
6067009318,0.38112218241
6067009319,0.418584040562
6067009320,0.330147504488
6067009321,0.363878734644
6067009322,0.379404524083
6067009323,0.143502161074
6067009324,0.164054321608
6067009325,0.284140126582
6067009326,0.248221846154
6067009328,0.315583014286
6067009329,0.275209496124
6067009330,0.273433082852
6067009331,0.320937164032
6067009332,0.170954189944
6067009403,0.180900659722
6067009404,0.116976635071
6067009406,0.245254497041
6067009407,0.305822546296
6067009408,0.313353166667
6067009501,0.242569078014
6067009502,0.357238459245
6067009503,0.3928
6067009504,0.367760817121
6067009601,0.302684786096
6067009606,0.413358202867
6067009608,0.3481402331
6067009609,0.374096191223
6067009610,0.369186540541
6067009611,0.287401830664
6067009612,0.238269211268
6067009614,0.364813010204
6067009615,0.250342692665
6067009616,0.129687049399
6067009617,0.0892803954802
6067009618,0.30182779661
6067009619,0.296551730942
6067009622,0.18106024974
6067009630,0.346032608696
6067009632,0.255640195228
6067009633,0.432395088608
6067009634,0.157219972752
6067009635,0.252551540541
6067009636,0.317632167183
6067009637,0.360297288557
6067009638,0.575171025907
6067009639,0.355869301397
6067009800,0.32465594697
6067009900,0.398981532258
6067988300,0.992850697872
