geoid,countyfp,prc_poplatino_final,latino_flag
6067002300,67,0.0899014778325,0
6067002400,67,0.0791943236439,0
6067009004,67,0.147985989492,0
6067008913,67,0.15689770448,0
6067008910,67,0.296593741346,0
6067008911,67,0.247979583156,0
6067009504,67,0.449828683309,0
6067009322,67,0.193883523559,0
6067009503,67,0.435267125533,0
6067009502,67,0.398590647021,0
6067009006,67,0.209195402299,0
6067009005,67,0.187840550617,0
6067009108,67,0.194088120468,0
6067009109,67,0.183556405354,0
6067009111,67,0.236228287841,0
6067007017,67,0.154901960784,0
6067007015,67,0.173006662368,0
6067008513,67,0.0683192261185,0
6067007107,67,0.181148748159,0
6067002500,67,0.113786875376,0
6067003900,67,0.195156695157,0
6067004005,67,0.141899699561,0
6067004004,67,0.154985664224,0
6067004001,67,0.180436087217,0
6067005403,67,0.133392226148,0
6067005402,67,0.218209757972,0
6067005404,67,0.11329588015,0
6067004401,67,0.350805420609,0
6067004203,67,0.328113619811,0
6067004300,67,0.243624233294,0
6067004100,67,0.32637075718,0
6067004202,67,0.371558796718,0
6067004012,67,0.185555238367,0
6067005502,67,0.472813688213,0
6067004006,67,0.195290858726,0
6067005601,67,0.0948240165631,0
6067004402,67,0.563139931741,0
6067004601,67,0.396542623383,0
6067004602,67,0.546228963225,0
6067004801,67,0.218222917753,0
6067005201,67,0.355430600769,0
6067004904,67,0.32711249352,0
6067004903,67,0.227647964181,0
6067004802,67,0.325067722442,0
6067005202,67,0.212507237985,0
6067005605,67,0.368302945302,0
6067003101,67,0.494328358209,0
6067005701,67,0.174,0
6067005606,67,0.111739425469,0
6067005702,67,0.115350877193,0
6067005801,67,0.0879387602689,0
6067002900,67,0.296416938111,0
6067003000,67,0.330430797434,0
6067003102,67,0.432186234818,0
6067002800,67,0.416183294664,0
6067004905,67,0.400933681175,0
6067005101,67,0.288298104162,0
6067005002,67,0.245025849914,0
6067004906,67,0.294228356336,0
6067002200,67,0.286855317207,0
6067004008,67,0.169290251312,0
6067004011,67,0.0907868190989,0
6067004010,67,0.162060797473,0
6067004009,67,0.148435859752,0
6067003502,67,0.287195851615,0
6067003300,67,0.133904528764,0
6067003400,67,0.21825044405,0
6067003800,67,0.267841252892,0
6067003700,67,0.499495967742,0
6067002100,67,0.252904725019,0
6067007207,67,0.201662707838,0
6067005804,67,0.0592885375494,0
6067005803,67,0.0781914893617,0
6067007206,67,0.116564417178,0
6067007209,67,0.195077245352,0
6067007402,67,0.298245614035,0
6067007208,67,0.12319339298,0
6067007204,67,0.278610206298,0
6067007403,67,0.196531791908,0
6067007414,67,0.218981592159,0
6067007416,67,0.222900390625,0
6067007413,67,0.270123605668,0
6067007417,67,0.150966183575,0
6067007422,67,0.258151131569,0
6067007421,67,0.15118931248,0
6067006102,67,0.138968481375,0
6067006002,67,0.236377590177,0
6067006101,67,0.15443615257,0
6067006201,67,0.32526756631,0
6067006003,67,0.209677419355,0
6067005901,67,0.0929712460064,0
6067007904,67,0.106403748536,0
6067007701,67,0.172197871008,0
6067007802,67,0.065435568045,0
6067007801,67,0.0981677592873,0
6067007905,67,0.103020739405,0
6067007702,67,0.0981195756991,0
6067007601,67,0.173932318605,0
6067006202,67,0.3425,0
6067006400,67,0.434401220442,0
6067006300,67,0.449283154122,0
6067006701,67,0.391782667265,0
6067006600,67,0.346233998214,0
6067006500,67,0.333237616655,0
6067006800,67,0.569023569024,0
6067006702,67,0.370778373677,0
6067008007,67,0.17212863706,0
6067008006,67,0.10999146029,0
6067008005,67,0.107272727273,0
6067008009,67,0.127673363577,0
6067008117,67,0.1138996139,0
6067008113,67,0.170907079646,0
6067008120,67,0.167214654767,0
6067008119,67,0.2125,0
6067008111,67,0.123230122919,0
6067008010,67,0.0716292134831,0
6067007004,67,0.492987085127,0
6067006900,67,0.30342070191,0
6067007001,67,0.590769230769,0
6067007007,67,0.579413892909,0
6067007501,67,0.298364265492,0
6067007503,67,0.158053564693,0
6067007504,67,0.201081612586,0
6067007013,67,0.393170426065,0
6067007010,67,0.243243243243,0
6067007012,67,0.362327718224,0
6067007011,67,0.355283788021,0
6067007014,67,0.413095238095,0
6067007202,67,0.223516949153,0
6067009900,67,0.448503297818,0
6067009606,67,0.247247645576,0
6067000100,67,0.0932766409779,0
6067007429,67,0.206046601194,0
6067007426,67,0.126941855304,0
6067007427,67,0.12518468771,0
6067007432,67,0.144283292522,0
6067007431,67,0.120326117515,0
6067007433,67,0.126287395782,0
6067007430,67,0.18802534592,0
6067008507,67,0.222339862361,0
6067008505,67,0.0511080958842,0
6067009331,67,0.166101694915,0
6067008704,67,0.128605451178,0
6067009329,67,0.248765154917,0
6067009324,67,0.171399247349,0
6067009010,67,0.246386054422,0
6067008801,67,0.1779342723,0
6067009201,67,0.211592396385,0
6067009638,67,0.237949969494,0
6067008703,67,0.167660904271,1
6067008508,67,0.174594877156,0
6067005509,67,0.248520710059,0
6067009328,67,0.162080091099,0
6067009332,67,0.192939244663,0
6067007018,67,0.161566707466,0
6067003204,67,0.338376646493,0
6067009634,67,0.422191207258,0
6067007106,67,0.242660984848,0
6067009630,67,0.162496432309,0
6067009408,67,0.28490990991,0
6067009633,67,0.32286361064,0
6067009632,67,0.16150815982,0
6067009636,67,0.183590266276,0
6067009635,67,0.21130592503,0
6067004502,67,0.465567010309,0
6067004701,67,0.459332943242,0
6067004501,67,0.446335078534,0
6067009639,67,0.195736937874,0
6067004702,67,0.493577981651,0
6067005510,67,0.246835443038,0
6067005904,67,0.0820802005013,0
6067005204,67,0.222321628271,0
6067007016,67,0.227843622855,0
6067005205,67,0.206763285024,0
6067008506,67,0.104769351056,0
6067007020,67,0.233144297417,0
6067007428,67,0.168050941307,0
6067007102,67,0.122849496623,0
