geoid,countyfp,prc_poplatino_final,latino_flag
6067009011,67,0.111850209411,0
6067008509,67,0.107340721941,1
6067005903,67,0.112061591104,0
6067009407,67,0.438312968073,0
6067007103,67,0.341273584906,0
6067009622,67,0.1452,0
6067007019,67,0.241304347826,0
6067007104,67,0.22690101306,0
6067005301,67,0.368421052632,0
6067003202,67,0.30359168242,0
6067005505,67,0.311410459588,0
6067007424,67,0.237410071942,0
6067007406,67,0.313732193732,0
6067009312,67,0.207067757009,0
6067008600,67,0.113860678015,0
6067009406,67,0.15,0
6067002700,67,0.290880085084,0
6067000200,67,0.142256113595,0
6067000300,67,0.101463414634,0
6067000400,67,0.246632124352,0
6067000500,67,0.230056179775,0
6067002000,67,0.185473411154,0
6067001900,67,0.216488153197,0
6067001800,67,0.150333835882,0
6067008137,67,0.101688260699,0
6067007423,67,0.279464854534,0
6067005102,67,0.268867924528,0
6067009307,67,0.15415704388,0
6067004201,67,0.40731842543,0
6067008905,67,0.181582360571,0
6067001200,67,0.114572864322,0
6067001300,67,0.159297789337,0
6067000600,67,0.19449081803,0
6067001400,67,0.142620917735,0
6067000700,67,0.265953067106,0
6067000800,67,0.103448275862,0
6067001500,67,0.108496459808,0
6067005508,67,0.176028837489,0
6067007602,67,0.105980471928,0
6067003600,67,0.515946843854,0
6067008912,67,0.16319218241,0
6067009110,67,0.279296875,0
6067008140,67,0.142910308895,0
6067003501,67,0.293933463796,0
6067008008,67,0.0866205774705,0
6067007415,67,0.268542199488,0
6067009501,67,0.63033345285,0
6067009403,67,0.280057251908,0
6067009314,67,0.133312616532,0
6067005001,67,0.374894869638,0
6067006004,67,0.063239494084,0
6067007906,67,0.128511821975,0
6067008207,67,0.08771636088,1
6067009103,67,0.181763647271,0
6067009008,67,0.277416649193,0
6067009007,67,0.186170212766,0
6067009106,67,0.233582089552,0
6067009323,67,0.118885096701,0
6067001600,67,0.108876329787,0
6067001700,67,0.15095715588,0
6067009107,67,0.186053501653,0
6067009608,67,0.161202926036,0
6067009601,67,0.327455153542,0
6067005506,67,0.353515625,0
6067007903,67,0.141134611583,0
6067008122,67,0.124745565571,0
6067008129,67,0.213736263736,0
6067008130,67,0.14833375094,0
6067009404,67,0.148038490007,0
6067009105,67,0.180014430014,0
6067008125,67,0.211710852565,0
6067008124,67,0.0961538461538,0
6067008127,67,0.214776935285,0
6067008128,67,0.205,0
6067008131,67,0.1438099208,0
6067008133,67,0.125992405937,0
6067008134,67,0.130925963284,0
6067008132,67,0.0812720848057,0
6067009619,67,0.20415710278,0
6067009610,67,0.297992367679,0
6067009609,67,0.259109311741,0
6067002600,67,0.257935060197,0
6067008135,67,0.172356567093,0
6067008138,67,0.294545454545,0
6067008139,67,0.248352907476,0
6067008141,67,0.23791768249,0
6067008142,67,0.212446958982,0
6067008143,67,0.234284271649,0
6067008136,67,0.0557996485062,0
6067008144,67,0.0924855491329,0
6067008204,67,0.11829689298,0
6067008203,67,0.093325092707,0
6067008145,67,0.100961538462,0
6067008510,67,0.101898734177,0
6067008208,67,0.14412613813,0
6067008206,67,0.0859816384181,0
6067008209,67,0.0982602303357,0
6067007301,67,0.279154658982,0
6067009325,67,0.196261682243,0
6067007101,67,0.272344900081,1
6067008705,67,0.156981372393,0
6067009326,67,0.0968503937008,0
6067009330,67,0.159322033898,0
6067007105,67,0.292200232829,0
6067003203,67,0.290021759403,0
6067009637,67,0.142900531511,0
6067001101,67,0.151125401929,0
6067988300,67,0.234285714286,0
6067009611,67,0.224422442244,0
6067009615,67,0.231951036722,0
6067009616,67,0.227140255009,0
6067009614,67,0.136145861059,0
6067009800,67,0.273288093769,0
6067009612,67,0.148207490487,0
6067008404,67,0.118590861528,0
6067008211,67,0.0548184357542,0
6067008403,67,0.0993646311331,0
6067008402,67,0.130395192133,0
6067008210,67,0.0616939700244,0
6067009308,67,0.251564254773,0
6067009112,67,0.242864693446,0
6067009617,67,0.153064106185,0
6067009618,67,0.164729867482,0
6067008504,67,0.0632411067194,0
6067008501,67,0.121939809761,0
6067008512,67,0.0700733620035,0
6067008907,67,0.225677222434,0
6067008908,67,0.214584578601,0
6067008909,67,0.277080062794,0
6067008702,67,0.0504908835905,0
6067009309,67,0.205241935484,0
6067009316,67,0.135354867062,0
6067009318,67,0.191607284244,0
6067009310,67,0.247502462361,0
6067009317,67,0.249510763209,0
6067009319,67,0.205365402405,0
6067009320,67,0.264917477782,0
6067009311,67,0.234289919058,0
6067009321,67,0.23625387502,0
